batch,2pfrdcbv - Epoch-avg,1vlwdpaf - Epoch-avg,3q5r1k4c - Epoch-avg,2ou7x7rk - Epoch-avg,2of8vzop - Epoch-avg,znl3k74z - Epoch-avg,dqa3ciqr - Epoch-avg,38tl42kk - Epoch-avg,3bpfsd8d - Epoch-avg,crmenqdd - Epoch-avg,wkv86ypm - Epoch-avg,cbcew5d9 - Epoch-avg,1kjkg864 - Epoch-avg,21lmx0bg - Epoch-avg,1wdqz6bc - Epoch-avg,23goukka - Epoch-avg,ur7wlzu9 - Epoch-avg,44b0bp7u - Epoch-avg,23xz4hxx - Epoch-avg,2rpe846y - Epoch-avg,2a1um07g - Epoch-avg,38ivexlk - Epoch-avg,6f7b1xzy - Epoch-avg,310hojhb - Epoch-avg,35lb2llj - Epoch-avg,1zvhc3c0 - Epoch-avg,13yoh3y3 - Epoch-avg,174wdx2b - Epoch-avg,21uke5qo - Epoch-avg,4gu1xe65 - Epoch-avg
150,-737.2719803,-851.7990947,-229.5084231,-1530.194841,-234.6910569,-337.6839507,-1082.323932,-900.4604092,-1255.143889,-673.2016973,-1092.089911,-1284.779595,-998.1390979,-246.330701,-1087.482202,-915.8168215,-1276.446413,-1176.627826,-812.1083745,-1272.943709,-374.1239749,-1380.368108,-584.5755228,-847.3666522,-667.4768903,-813.2720474,-604.282324,-811.1089718,-976.6791689,-1179.903233
151,-980.5805524,-1003.255812,-252.6888769,-1242.579206,-427.0211984,-334.1919115,-930.7181967,-1056.295459,-1156.90406,-479.3631081,-1087.317519,-1574.534885,-887.0924351,-169.5775038,-991.3090209,-280.0668381,-1194.445192,-1338.591197,-587.5220973,-1281.519737,-500.3872632,-1596.198073,-581.7488771,-842.0678018,-683.5160441,-759.1601687,-1078.874508,-729.6461491,-1079.687831,-862.7155663
152,-400.971083,-770.648957,-742.9356075,-1337.138359,-163.5595285,-264.7327492,-745.4635307,-660.3142964,-1143.509615,-1043.82303,-1001.069812,-1464.412559,-562.171259,-294.7154989,-883.7060005,-559.5694818,-1582.093033,-1160.539673,-579.106527,-1388.527595,-267.8899437,-1552.893405,-730.1862114,-739.1801035,-575.9058604,-788.6761253,-960.644547,-1104.740061,-880.8589411,-1169.816095
153,-560.9187675,-763.6858657,-506.6560316,-1330.676161,-748.8440847,-419.9448636,-341.6222185,-309.8616793,-660.9584333,-370.6588819,-1299.144183,-1382.761854,-463.3126144,-647.2401671,-753.2234817,-1102.147075,-1591.497497,-1136.036838,-1207.528521,-1483.659497,-540.3398021,-1426.174972,-608.3375342,-924.9659338,-634.768493,-613.8862347,-626.9172019,-773.3864179,-811.0186393,-1171.362713
154,-903.97569,-1041.600603,-323.7234944,-1373.146956,-209.0373745,-159.1937074,-235.904468,-637.4672171,-696.0117738,-855.9843698,-1164.291693,-1497.068254,-799.0913904,-720.8980655,-674.6333272,-1137.937553,-1310.854915,-1153.652435,-1409.825067,-1458.315832,-755.347646,-1453.770209,-608.1609032,-1009.193266,-701.1741392,-735.7680904,-695.7863886,-781.2341287,-799.1490182,-792.8947011
155,-924.4853369,-1174.807186,-476.1844979,-944.0332216,-561.2583647,-313.4033721,-235.6603548,-234.1108916,-814.9312178,-1072.392497,-1489.698914,-1361.96125,-963.7961453,-899.7790603,-809.2165613,-1056.15178,-1342.599204,-1156.296122,-1067.230438,-1515.475641,-1181.339304,-1320.48359,-594.6530953,-773.9544506,-630.9288559,-574.3975423,-329.6837943,-680.7856796,-1074.479129,-1003.377242
156,-973.0920277,-1162.327632,-554.6767854,-1342.661958,-401.1010878,-513.9579433,-170.1932166,-834.9387456,-540.5461627,-633.7177443,-1245.899717,-1422.49581,-763.4749881,-867.353002,-938.3817151,-744.8769668,-1327.414766,-1307.004317,-1229.226734,-1379.337151,-678.5607859,-1461.155711,-650.5651643,-719.9013066,-862.4283524,-142.2413944,-957.8677346,-902.7436536,-1071.365023,-718.5501451
157,-524.6496805,-829.7772076,-634.4736177,-1283.247551,-565.079295,-190.0217205,-423.1394644,-1183.966086,-724.29872,-1164.572655,-1076.804696,-1276.188483,-765.4139153,-965.8957941,-777.9486159,-235.3343883,-1304.20312,-1378.16067,-1161.462023,-1552.185387,-417.7515676,-1295.366029,-543.4149093,-842.1223466,-683.027218,-489.8153358,-385.6971021,-899.5083263,-982.0848301,-666.7258
158,-380.9874109,-964.453302,-487.8404947,-1433.903873,-621.9038204,-608.5682174,-278.443427,-597.1545832,-407.8446665,-617.6427767,-1289.312894,-1512.061795,-1103.455837,-889.0941207,-927.7899574,-619.7445791,-1439.736754,-1437.855268,-1033.594005,-1457.203489,-67.85403532,-1606.787902,-705.1820745,-897.6363848,-943.0714196,-658.8951534,-536.5543628,-838.3197307,-989.2521515,-1034.72802
159,-358.3857819,-980.0056184,-686.4065343,-1397.697029,-375.0837236,-333.2436891,-651.0427298,-1022.36388,-619.2645773,-878.7348465,-1100.401908,-1509.461705,-814.8344991,-253.6004788,-876.328743,-619.0034993,-1393.044347,-1415.617173,-984.396029,-1534.739412,-292.4543061,-1478.325731,-651.0164493,-918.1429523,-900.0635832,-799.4486317,-505.9771261,-859.0348566,-771.1183091,-871.1521824
160,-723.6954305,-981.7003629,-988.2600096,-1199.540261,-499.9811908,-254.3004461,-399.4392184,-1043.049078,-1233.520503,-702.8281929,-1272.40549,-1535.545712,-862.2454093,-438.8744417,-705.4616353,-943.221179,-1560.385281,-1577.625242,-1198.782728,-1409.428984,-207.5452145,-1567.015952,-551.7746367,-703.578286,-734.2627781,-725.2162223,-493.1844098,-983.674734,-878.8560661,-988.3973936
161,-524.8447821,-829.6674942,-1462.124623,-1264.723833,-438.4384321,-272.1950954,-1042.813897,-799.9816712,-1117.154454,-234.0909971,-1113.007818,-1460.913274,-1169.421958,-838.1413713,-455.2319583,-1014.493254,-1629.620089,-1505.709244,-1059.249716,-1344.792273,-237.7598025,-1315.89308,-646.6347585,-709.0308819,-749.9015895,-759.761949,-584.811465,-886.3893239,-996.407611,-443.1335808
162,-652.2380863,-827.3597499,-1041.041636,-1292.863225,-227.5889721,-352.421926,-762.1597096,-840.8791383,-833.4571331,-412.9523848,-1137.45598,-1525.830266,-322.3522784,-532.6890686,-948.0605303,-390.7605235,-1526.182689,-1543.580971,-1389.778005,-1530.842867,-231.9658545,-1575.393005,-588.6286281,-657.9261724,-753.4317828,-698.929269,-396.5434176,-995.4492365,-745.8746296,-515.6550263
163,-724.3421378,-922.4774423,-1112.326612,-1277.515304,-1110.282702,-378.7771609,-920.0578242,-829.4068989,-1274.029305,-350.1432303,-1399.714832,-1508.739903,-775.5717609,-949.26973,-451.086282,-496.2909903,-1594.980452,-1355.576395,-1305.425943,-1384.588605,-544.3834198,-1347.692818,-567.8489129,-898.5992877,-657.0565985,-397.2934864,-800.0265274,-273.561815,-991.7378348,-831.4816697
164,-308.6462672,-1144.186004,-901.7921344,-1329.603731,-1434.171423,-406.2368573,-706.7785306,-908.5717257,-1009.152927,-582.5324532,-1426.302242,-1516.173809,-648.1358897,-605.2321333,-966.7973927,-290.2220181,-1532.083197,-1371.947164,-1372.636857,-1339.055767,-287.2380109,-1515.012787,-664.5045529,-1053.266238,-890.7996416,-746.7279108,-597.2938498,-269.8747715,-775.3812398,-697.5974094
165,-388.2181199,-917.9518696,-682.1915659,-1351.324364,-1465.04094,-313.0327122,-596.5773393,-785.1761058,-1258.818565,-804.8130609,-1308.13384,-1334.693903,-886.2070985,-708.1989307,-451.3271928,-162.3328607,-1425.122167,-1426.024159,-1339.040535,-1373.480424,-135.9292191,-1488.472064,-599.979182,-878.8841821,-677.2343325,-639.4392461,-657.6953065,-384.0170977,-871.2539588,-511.9517097
166,-529.9453167,-979.2309178,-370.1748553,-1213.433482,-1457.383041,-387.2092749,-874.3793817,-707.8201485,-1144.290574,-637.1250106,-1349.659576,-1127.41856,-739.5744005,-477.9889392,-513.4368177,-527.5994436,-1471.665425,-1441.737913,-1231.469199,-1441.937719,-362.3244446,-1379.072443,-724.2572841,-257.7103992,-1047.213063,-746.3920675,-706.2397508,-371.76581,-1084.149057,-322.8404864
167,-344.3780191,-954.619823,-403.0732648,-1367.012096,-997.0359929,-534.4389011,-649.2546684,-415.6703239,-1388.456761,-418.4673265,-1325.47922,-1389.028422,-954.6758113,-497.6431188,-755.299361,-293.8899741,-1359.775285,-1347.174394,-1217.403288,-1212.81335,-336.5429038,-1430.132459,-715.0904813,-347.3946563,-788.9531839,-456.3103665,-534.3930748,-547.8835701,-1137.670368,-551.9095859
168,-790.2784968,-886.5126872,-591.9893916,-1222.98262,-1030.210971,-410.2549326,-1051.289169,-631.2853478,-331.3388448,-1056.523217,-1206.529569,-1469.547436,-971.2477887,-875.8372341,-509.3984326,-701.9166727,-1498.675183,-1480.22352,-1055.786113,-1313.837906,-689.6586975,-1310.109085,-903.2476944,-348.3759183,-1106.485213,-435.1975814,-450.730747,-780.982423,-905.2118632,-548.7796861
169,-616.2135001,-1023.698533,-266.6975702,-1218.572095,-996.63849,-441.3010268,-314.2934431,-289.9370657,-896.160166,-312.399746,-302.8061673,-1291.313129,-1320.906079,-1244.262632,-666.2131344,-625.6633156,-1279.023881,-1423.576464,-1122.52322,-1345.859876,-270.1328959,-1504.247741,-510.2121346,-560.1612815,-1067.829331,-380.3113721,-472.2979514,-522.5474472,-785.7236379,-950.0951666
170,-553.757583,-954.3866654,-617.1068111,-1441.18231,-570.7968218,-290.7029904,-494.5770477,-558.6326978,-789.3592328,-271.2704896,-1411.026733,-1310.584596,-1110.325077,-1215.368412,-913.6112329,-959.8442315,-1523.335685,-1400.835815,-1276.152352,-1213.72583,-239.8372089,-1571.651748,-637.7433554,-711.738254,-717.2013803,-967.9509904,-810.0547552,-450.3821323,-909.5501974,-924.5768353
171,-540.8470163,-580.2153385,-821.8872195,-1518.492261,-861.0541199,-350.5879593,-625.763268,-605.3310085,-218.8820843,-956.598301,-994.7266181,-1538.641744,-1009.786522,-1094.089534,-1160.259892,-436.4145584,-1428.450928,-1382.901348,-1198.805497,-1144.503284,-273.983499,-1505.630382,-688.9973969,-523.0894754,-1067.217344,-807.2318268,-390.519729,-506.165696,-919.2759089,-714.4938543
172,-745.4688596,-765.0487579,-849.9470681,-1287.17535,-912.9999607,-305.0870105,-630.409226,-891.413019,-402.233555,-575.3284815,-812.9918494,-1423.971046,-867.097248,-1038.044642,-1095.783955,-944.9520336,-1486.119197,-1308.682228,-1233.720274,-1209.864344,-265.6092753,-1289.354666,-567.6292173,-521.8089422,-931.7001171,-1138.034723,-768.5464806,-542.448732,-1208.814941,-1102.737114
173,-567.8249032,-936.4586855,-945.1150784,-1472.357987,-850.7304237,-549.8502572,-354.5575384,-217.8162055,-469.7298859,-301.2403883,-1433.46222,-1570.014112,-803.0330766,-734.1332753,-1170.990998,-1030.572283,-1315.676118,-1386.372991,-1323.677642,-1403.451692,-385.3098645,-1447.649236,-662.1658663,-492.8181808,-1097.488772,-836.692003,-951.5149816,-912.3353505,-773.2213504,-327.3250613
174,-703.8442674,-1060.122303,-743.5504867,-1201.812195,-422.6580494,-256.6537963,-748.3343545,-408.7694554,-627.4684092,-552.5443021,-1209.53532,-1407.932499,-869.2591092,-626.4715663,-948.4960456,-240.0883041,-1351.457244,-1336.390097,-1115.966332,-1447.04098,-428.3996265,-1420.485752,-770.1598918,-137.8300149,-899.2299716,-1167.333731,-873.0339767,-822.7954243,-844.6772667,-624.61457
175,-447.4578698,-1010.271341,-886.5862995,-1333.98231,-783.1821197,-412.3106041,-250.7507154,-226.5692987,-441.2965724,-693.1863179,-1169.405076,-1286.913182,-1020.182534,-397.5820285,-866.8373648,-622.8349089,-1520.38081,-1321.111136,-1445.751324,-1288.205396,-532.9633028,-1448.287904,-749.3537034,-451.1661178,-932.0350888,-1175.285137,-858.4288101,-373.1157594,-1146.108241,-231.4735185
176,-502.6865977,-1158.21969,-1132.798585,-1281.34517,-302.517537,-373.4473164,-483.9415065,-161.3884748,-572.0784098,-1142.156161,-1378.147017,-1559.404929,-925.5247171,-361.3693642,-744.4019998,-829.113806,-1320.545442,-1202.651619,-1287.694081,-1371.316599,-284.0326015,-1540.252112,-551.2473469,-339.4486565,-964.1069568,-547.3959411,-724.4730938,-139.5728269,-1206.442834,-783.2598277
177,-458.9228779,-970.8528017,-841.5516432,-1228.318634,-752.6691127,-282.1009634,-484.8558296,-385.1529753,-438.1301278,-1009.578275,-1307.599749,-1514.264428,-1290.824287,-582.9998234,-798.8760823,-529.5624028,-1505.47904,-1378.284164,-1462.274124,-1486.070308,-932.3419176,-1393.501433,-616.7241848,-367.9958971,-752.890615,-499.5100518,-555.3919068,-175.2174405,-1142.273084,-263.7337703
178,-389.2196736,-912.2998858,-1093.772856,-1110.269965,-530.5137952,-330.4376961,-206.0968332,-609.730796,-446.9199202,-729.6210989,-1071.181281,-1516.764241,-520.6234035,-380.1517326,-738.0763771,-697.5414575,-1530.223201,-1526.883051,-1494.065707,-1391.487017,-633.7956026,-1483.504671,-677.2836568,-214.7981126,-722.5424792,-582.6177949,-1264.184616,-235.3038121,-1132.171224,-825.8740817
179,-1112.847637,-1381.106663,-1448.21849,-1314.014371,-205.3495511,-332.758059,-311.039108,-568.7239678,-375.2851601,-818.6421627,-671.5955572,-1573.066143,-1162.682224,-327.4374105,-619.9156386,-825.8951054,-1439.206127,-1470.389903,-1414.336255,-1185.270259,-543.0275602,-1562.99205,-466.8307082,-221.1961533,-850.6034918,-138.3824208,-426.0747222,-730.1979883,-833.176509,-485.7460266
180,-499.3303434,-908.2134006,-1276.294754,-1309.908013,-738.4657541,-100.6092563,-922.7525192,-728.6889263,-400.5619427,-1276.562281,-1323.6511,-1557.609887,-718.8853326,-233.0753893,-772.5081293,-592.2087341,-1451.704082,-1240.613914,-1399.376353,-1497.953031,-741.4162872,-1450.224455,-800.1585225,-186.752093,-755.4616958,-434.1211569,-1080.514641,-520.7187006,-1273.299882,-920.0967827
181,-646.4667042,-588.5238194,-1245.797566,-1331.38213,-470.5987897,-453.2514029,-412.310471,-574.7962024,-688.7301867,-903.3436316,-934.984281,-1490.063404,-1003.942979,-354.641196,-669.3746931,-859.3286978,-1366.455966,-1392.201095,-1303.936516,-1291.027726,-389.4409829,-1422.632028,-900.9127834,-398.447103,-853.5204014,-378.4089229,-801.6831634,-453.0990516,-1043.541433,-893.1763569
182,-769.8484161,-1069.731178,-1378.586173,-1200.711934,-742.0225875,-248.3309132,-417.0012631,-418.5761413,-1100.501352,-1235.814523,-800.6393032,-1617.922598,-653.6092223,-305.3792168,-901.627018,-428.4824574,-1537.601776,-1343.98322,-1193.993561,-1484.526442,-247.5198366,-1402.750639,-417.5620897,-611.4972811,-722.5834779,-241.5251018,-942.2440502,-425.6640855,-1431.609327,-974.6177882
183,-912.183482,-970.8751806,-1420.240166,-1420.111829,-689.65602,-463.32613,-254.7929621,-285.7651998,-1075.942783,-1030.291665,-1379.710191,-1504.734102,-837.3462463,-281.9639355,-388.1019907,-885.2379116,-1584.372055,-1343.09098,-912.4991954,-1568.21946,-576.142808,-1273.796312,-437.421745,-838.8953833,-864.1230561,-647.4639604,-678.07198,-775.7442758,-1288.961606,-723.3693635
184,-605.9560436,-756.0117034,-1316.99767,-1456.970428,-1336.654759,-281.1792842,-255.7682175,-384.7050755,-838.0333996,-1060.107028,-1339.54459,-1509.690687,-1052.915666,-458.0596452,-422.5546588,-715.1875475,-1599.612652,-1319.026776,-980.5109707,-1314.099108,-134.7766134,-1389.300686,-451.4242417,-582.8659399,-803.6789239,-492.6393289,-419.505079,-617.5208841,-1077.209655,-683.347909
185,-423.9960985,-1020.103252,-1351.743366,-1296.242441,-1067.352113,-251.7890437,-291.3441123,-386.382828,-776.4222196,-410.3877627,-949.2806704,-1191.378514,-697.7349539,-334.96315,-695.1793494,-689.5828307,-1365.589915,-1476.055662,-900.2902978,-974.9331598,-462.0491859,-1406.664394,-393.8449082,-301.2072298,-879.9519103,-1045.799145,-573.1816265,-544.2887997,-1368.419545,-495.4427145
186,-455.7789456,-393.9224211,-1230.719319,-1303.462567,-821.8636145,-259.1663315,-426.8947805,-362.4594766,-235.5647042,-391.4822691,-1259.386635,-1386.120362,-1086.866658,-206.3954389,-486.2609195,-413.4794924,-1513.355132,-1401.744974,-179.2846215,-1286.191574,-552.8108782,-1417.9566,-568.2969167,-428.0735215,-689.1063184,-411.8660623,-1004.54421,-523.4609107,-1299.74863,-877.9412647
187,-576.7598545,-473.5701591,-1236.021502,-1393.656606,-699.9195315,-294.8240683,-553.192679,-551.4885219,-1093.995687,-889.7136481,-1056.284427,-1351.336699,-1214.274624,-233.2935294,-463.6272776,-566.7526841,-1229.437677,-1308.570696,-253.5199206,-1385.128738,-1195.905345,-1561.903884,-606.0136634,-510.7502388,-629.144178,-826.1851607,-491.9139952,-792.5614837,-1223.881385,-880.1193822
188,-481.3570228,-1052.728045,-930.2648104,-1336.016084,-648.7733617,-191.6187635,-429.5884593,-623.1017232,-955.6610454,-1013.740648,-1235.04066,-1227.544567,-796.1676292,-681.0703746,-351.7705564,-842.9386506,-1201.741853,-1476.526591,-489.9165401,-1332.604376,-702.7528174,-1328.730266,-554.6718267,-744.6375763,-576.3673748,-872.5013167,-536.317686,-773.2327028,-1264.351466,-576.9558658
189,-668.9871803,-1299.25175,-855.4021569,-1317.967473,-672.3601819,-578.4203008,-372.955965,-527.9577769,-969.4962124,-1133.685594,-1280.172719,-1431.577167,-1326.139025,-460.2098936,-520.7019278,-735.5133595,-1169.104001,-1340.160841,-460.4036355,-1196.480638,-876.4761907,-1298.932038,-597.484099,-684.095904,-697.3259962,-519.239503,-454.8298108,-672.5648589,-883.7941203,-1005.804929
190,-134.7721079,-700.1271935,-701.8718465,-1461.273444,-507.2399309,-214.1520534,-286.7838999,-350.8455316,-347.769159,-722.9815321,-1138.567173,-1638.572781,-1080.163896,-292.6497035,-768.371886,-613.577469,-1383.903906,-1297.565355,-281.3373604,-1488.206592,-102.4663667,-1424.269776,-696.1390965,-373.2344344,-773.0814468,-466.060554,-636.7089515,-602.4174733,-1397.146658,-937.6498045
191,-545.8795463,-1148.870124,-990.9766547,-1288.905029,-500.0752707,-226.8719303,-440.3136081,-386.3456668,-452.63466,-447.4467387,-1303.395673,-1400.289459,-1037.613572,-164.2608915,-873.6015729,-542.2555411,-1617.929211,-1469.752309,-507.1507623,-1629.08465,-888.5920117,-1369.384524,-712.5958241,-215.3515745,-719.4427525,-818.8201706,-395.4361945,-563.4928932,-1010.52047,-977.9808656
192,-230.2095384,-1096.012933,-1305.849606,-1252.460712,-274.3784321,-222.2935271,-618.3127181,-448.0782152,-586.4064365,-1242.590105,-722.4338586,-1486.893405,-1077.710806,-354.1911975,-818.8548528,-867.4170082,-1257.027113,-1469.457371,-1273.02574,-1487.388357,-487.0630367,-1566.167557,-652.3142248,-180.3481332,-861.8653202,-351.5933746,-950.6758798,-585.6598712,-1236.357341,-1133.668695
193,-230.6103462,-1317.911957,-1262.038333,-1330.523985,-483.1772298,-324.4221506,-302.5110892,-306.1917681,-577.5122024,-1393.352246,-588.5403127,-1548.555632,-943.5665372,-168.8939768,-431.9311258,-695.8302327,-1613.165878,-1217.276964,-727.6174728,-1487.081002,-371.0950143,-1195.917567,-643.1748305,-344.2352475,-919.1560966,-182.9826738,-226.4529935,-688.0613229,-1272.145533,-1041.64346
194,-538.2283429,-716.600527,-1310.933695,-1367.647965,-265.6602903,-95.71426057,-532.1138445,-398.5519677,-455.4055566,-1382.065847,-1110.803395,-1341.362169,-1152.906251,-314.3018664,-499.146142,-704.2783101,-1282.667754,-1234.887461,-776.5300423,-1483.561792,-702.7997557,-1310.461692,-850.6544449,-185.1045931,-645.5935517,-1110.143834,-385.5985889,-1082.779896,-1295.505272,-926.8133939
195,-453.5043338,-1241.822297,-1269.557976,-1250.34661,-325.1079165,-256.6755767,-505.3140057,-459.0889307,-717.6262676,-1010.180787,-1069.429125,-1304.718826,-1031.487467,-253.2445291,-708.9803155,-581.7780114,-1347.919907,-1318.115538,-791.6234977,-1332.670477,-421.2727421,-1367.355601,-678.9498912,-434.7619895,-806.9144729,-170.7551698,-527.5453128,-419.4149073,-1318.839266,-806.2482752
196,-886.6987467,-335.0827449,-1148.306392,-1370.976913,-466.4612946,-125.210143,-352.6623057,-224.0830283,-478.5856127,-1127.555716,-1133.127149,-1571.952977,-1050.170306,-252.2038849,-973.1792761,-803.5810954,-1348.054319,-1219.967995,-710.7933056,-1478.201048,-528.5926099,-1520.379532,-730.0465294,-312.7492338,-721.5776214,-403.6964346,-407.6442944,-485.4933034,-1110.882947,-1051.445967
197,-557.7966449,-820.807907,-938.1930792,-1295.981944,-342.2798682,-157.3893756,-708.8754764,-224.1114111,-172.2625578,-1025.441803,-763.1683025,-1507.886149,-1133.103748,-161.6303212,-1313.507669,-1051.977718,-1427.704701,-1263.457053,-603.1835561,-1491.122832,-573.0655872,-1487.973653,-649.3012207,-438.3898462,-694.41171,-704.444741,-453.0446579,-581.1500013,-1270.487142,-921.0345868
198,-516.4520907,-1394.809444,-993.1430572,-1188.687295,-206.8035412,-198.0797098,-988.4463356,-407.0209073,-380.3826534,-1356.47179,-796.8164719,-1254.562715,-1188.377147,-35.51100722,-864.7079325,-815.9386175,-1483.886345,-1129.335798,-951.3000713,-1338.603276,-1331.846755,-1364.907094,-606.925431,-292.1624802,-616.7145889,-828.1584304,-913.055466,-312.7164341,-1204.08117,-1242.893757
199,-223.4964223,-686.8149305,-563.2761545,-1247.295402,-421.2401046,-1000.751679,-185.9420779,-282.445053,-377.393017,-707.6464323,-1128.474121,-1477.259679,-1112.629665,-193.9981512,-1026.27282,-542.5304873,-1325.029189,-1392.849239,-391.803966,-1467.87282,-687.1287678,-1504.342471,-651.9724527,-466.796278,-572.6166502,-627.4359901,-765.6558456,-531.8203558,-1219.553623,-1159.215366
200,-846.5919448,-1063.565465,-666.2323882,-1503.286111,-443.2241632,-536.9170856,-797.0026074,-388.6102103,-986.9141186,-1478.965849,-1360.110822,-1420.832273,-1064.911315,-323.2875375,-1079.915457,-862.9385273,-1544.787177,-1153.065375,-547.7351263,-1382.109655,-782.6446299,-1524.447171,-735.697423,-433.7146354,-885.8948337,-543.2429083,-904.2078017,-235.3559239,-1078.607974,-1053.031215
201,-653.1588689,-1084.633914,-1070.698548,-1322.014834,-596.7686922,-687.4668767,-353.6302255,-335.5049735,-471.005782,-1426.238671,-1270.078863,-1419.946574,-958.0206101,-495.6402958,-887.8640073,-705.6315469,-1406.261056,-1212.605793,-210.2719949,-1471.481613,-680.8264254,-1479.026379,-729.3583318,-387.7848526,-544.9977805,-863.6837185,-358.3259805,-236.9212035,-935.9972251,-1266.472909
202,-749.2540285,-784.9693445,-655.244051,-1196.324507,-217.379216,-761.7012685,-669.8087499,-477.7657505,-797.3933914,-1058.509076,-1155.919182,-1343.782875,-1221.354141,-159.9322432,-846.274761,-752.612544,-1272.592412,-1081.153174,-282.4048737,-1531.337473,-1390.399726,-1198.760511,-602.9760995,-665.7323118,-664.5697648,-1279.96573,-779.2331665,-270.9962287,-1307.610541,-1096.789443
203,-203.8475468,-922.8756134,-737.1300446,-1282.242579,-328.3797807,-376.1496374,-525.4859435,-416.7860048,-966.0643516,-1380.490123,-1361.955142,-1563.072961,-1074.344258,-163.9014169,-1014.900906,-451.2506384,-1354.035311,-1245.3539,-808.920984,-1648.676264,-1011.075792,-1428.609491,-733.8358194,-599.798974,-774.7708208,-797.5971543,-650.9035255,-243.3017217,-1071.046618,-1133.250916
204,-474.1202325,-1290.119762,-878.4437376,-1271.818247,-308.4694514,-350.1785985,-682.1136336,-170.6488996,-536.8908684,-1060.171058,-1173.146859,-1465.631671,-1403.629054,-199.1702707,-1143.54323,-741.0093009,-1328.617427,-1343.446108,-638.9971613,-1546.171043,-746.6651016,-1367.98332,-717.3483517,-753.5764532,-627.2801094,-621.5915116,-472.2514072,-599.276803,-1095.69741,-1103.335287
205,-547.7392688,-948.5526432,-862.5363529,-1254.676917,-597.0427473,-244.9600063,-539.2578231,-412.8374605,-283.1635548,-1415.847328,-949.7067622,-1516.442597,-1087.617827,-170.2120591,-1054.414543,-688.3654443,-1291.865967,-1277.049238,-492.2404493,-1483.167929,-946.5305506,-1515.693442,-696.1756293,-868.9354874,-601.5820044,-562.746153,-749.3470875,-272.5316969,-957.1382254,-845.4613022
206,-744.3453534,-651.7681569,-908.2483367,-1337.312424,-308.1331508,-192.4124453,-479.6213803,-229.4431308,-1153.205506,-736.3829576,-1103.854757,-1451.922789,-751.0975529,-272.6905004,-1239.223567,-617.7668391,-1181.8641,-1357.790902,-140.938978,-1349.503336,-478.2083147,-1420.448385,-378.5942462,-661.3488647,-596.9123955,-444.3113825,-676.5893101,-273.8510285,-1044.692372,-1040.057992
207,-400.5887895,-991.2513152,-494.3816095,-1333.117748,-615.1171415,-272.6926975,-872.1825093,-404.8373675,-1185.373725,-1124.23128,-1260.18525,-1313.681291,-981.2598796,-465.0480346,-1085.576818,-807.7961766,-1441.081174,-1362.537881,-452.9127187,-1343.133389,-816.8489921,-1521.222136,-215.2421779,-647.0847197,-580.2607348,-172.6434101,-977.1079327,-134.7411929,-1109.275552,-1280.188775
208,-539.4712329,-669.2166436,-862.1872008,-1324.942683,-683.25269,-378.2723411,-664.2965145,-430.6094014,-894.1057648,-1006.238166,-1080.264658,-1411.250483,-877.9818232,-459.6210268,-1354.829791,-885.7874448,-1492.475447,-1460.478681,-693.4544827,-1122.312977,-688.2275312,-1470.220709,-381.364271,-825.6026221,-474.2498632,-381.6303458,-456.7038821,-820.4202049,-983.2442354,-1004.634222
209,-558.156243,-1133.080491,-794.0276814,-1406.621031,-852.6329088,-382.9352699,-388.9843072,-777.9178621,-899.9876906,-1056.361484,-1285.215198,-1472.829977,-1160.420843,-486.6642269,-1061.932118,-766.8644653,-1446.930016,-1476.236775,-874.4503332,-1266.294489,-816.42539,-1337.740701,-524.5549271,-884.5636348,-547.4315354,-339.5899959,-720.3654033,-350.8449669,-809.7165857,-160.5499747
210,-163.4720216,-1162.516346,-909.1470162,-1367.781906,-349.5461852,-236.729276,-838.7127398,-452.2574408,-1124.63075,-931.5364439,-1088.148726,-1418.182629,-1053.495444,-802.5164166,-608.4555909,-643.9444363,-1366.450884,-1263.070143,-723.0033603,-1513.868381,-940.7680846,-1247.284431,-457.8907724,-877.9333572,-526.1944619,-311.3577148,-742.0122489,-266.4953956,-868.3438039,-1106.43351
211,-810.0851099,-1233.926099,-736.8070607,-1217.387208,-369.9040163,-272.0444009,-138.85397,-470.7860067,-461.9876614,-1322.412954,-1237.221986,-1647.877223,-938.2764121,-292.1362611,-528.3739379,-606.6878823,-1497.721723,-1306.70196,-1224.212651,-1306.508967,-612.1706872,-1421.170531,-500.1346801,-891.7814109,-507.6068576,-580.6834028,-669.8793575,-489.6027032,-1386.39391,-642.7630617
212,-881.4645945,-1311.46064,-1205.276172,-1307.915123,-684.1847174,-1060.311609,-844.6622778,-603.5678488,-316.6281198,-943.5416329,-962.5549795,-1538.848929,-1251.053735,-225.9485702,-678.7403932,-885.2567172,-1339.763924,-1343.510145,-1087.9437,-1342.579131,-860.8341381,-1460.549259,-477.6144868,-932.9602801,-413.0430708,-374.0428346,-384.7159448,-337.1877179,-883.4780765,-641.6255049
213,-656.7495591,-1285.576567,-971.3286828,-1338.836697,-701.410127,-310.2498871,-643.7439284,-193.2527609,-1188.451426,-1042.709415,-960.6949646,-1460.35755,-1091.572594,-348.1632879,-843.9650345,-514.2765117,-1530.389792,-1288.84793,-627.406809,-1472.653117,-655.5760373,-1214.298089,-586.5646595,-954.9195193,-400.1722886,-100.2519363,-696.5511048,-544.1623786,-972.0333686,-635.6899724
