batch,2pfrdcbv - Epoch-avg,1vlwdpaf - Epoch-avg,3q5r1k4c - Epoch-avg,2ou7x7rk - Epoch-avg,2of8vzop - Epoch-avg,znl3k74z - Epoch-avg,dqa3ciqr - Epoch-avg,38tl42kk - Epoch-avg,3bpfsd8d - Epoch-avg,crmenqdd - Epoch-avg,wkv86ypm - Epoch-avg,cbcew5d9 - Epoch-avg,1kjkg864 - Epoch-avg,21lmx0bg - Epoch-avg,1wdqz6bc - Epoch-avg,23goukka - Epoch-avg,ur7wlzu9 - Epoch-avg,44b0bp7u - Epoch-avg,23xz4hxx - Epoch-avg,2rpe846y - Epoch-avg,2a1um07g - Epoch-avg,38ivexlk - Epoch-avg,6f7b1xzy - Epoch-avg,310hojhb - Epoch-avg,35lb2llj - Epoch-avg,1zvhc3c0 - Epoch-avg,13yoh3y3 - Epoch-avg,174wdx2b - Epoch-avg,21uke5qo - Epoch-avg,4gu1xe65 - Epoch-avg
86,-267.8123939,-1172.693594,-966.7835136,-1365.15196,-525.6619163,-1041.654068,-1078.41613,-391.8409866,-260.6516652,-1176.351532,-1348.684361,-1239.781791,-619.950798,-315.9772784,-1686.136768,-880.6497993,-1568.018223,-905.0178848,-1352.612793,-1134.603413,-546.2056558,-1450.920981,-566.6755729,-542.6088436,-857.3725967,-386.0818166,-976.8975654,-836.7187309,-1160.811643,-760.3713401
87,-529.9814774,-1102.491229,-1043.565378,-1471.413071,-779.4103294,-300.4722311,-1286.227461,-320.5452226,-314.3634951,-1001.918511,-1074.271097,-1632.638127,-362.2200507,-180.458543,-1395.505435,-632.2770573,-1633.83344,-1039.893264,-953.1980424,-946.1203783,-287.5251381,-1352.963612,-1000.50816,-714.5150964,-796.6007721,-400.8967131,-1125.614911,-706.2711837,-737.7688842,-628.3926069
88,-570.7242944,-587.0955795,-1014.585632,-1439.020285,-668.1155779,-482.3711882,-603.2323988,-534.4439995,-509.9165899,-301.6137079,-1007.532743,-1304.892311,-464.7861123,-855.2141706,-1035.827959,-501.0453033,-1570.346602,-1186.165331,-1110.173586,-1126.117767,-236.0680756,-1309.16374,-1002.210549,-374.6175224,-640.4658314,-638.3040051,-936.6407953,-639.0884248,-1145.110583,-682.3462089
89,-425.1589912,-450.3058963,-883.8879009,-1299.279203,-895.0453529,-648.1663906,-614.3800671,-345.5873328,-284.1280315,-442.6890472,-1247.396284,-1517.663777,-550.6320671,-506.5135511,-1415.007765,-791.8322831,-1606.407591,-1148.482831,-573.5669355,-762.872477,-270.1699304,-1286.774305,-1016.284516,-306.6693587,-796.7341199,-414.7609515,-903.7743759,-717.5956732,-702.3550218,-701.4863017
90,-1185.871882,-841.7968222,-989.6518593,-1448.862446,-512.7928145,-1175.93247,-1038.981528,-463.2041,-440.6754375,-436.4242715,-889.6118804,-1198.769925,-556.1542969,-556.777192,-1557.741545,-909.4748884,-1602.44293,-1293.566364,-970.2980893,-938.8584743,-198.6309403,-1310.576704,-945.0076564,-458.6376257,-660.3480562,-374.9887702,-1036.000475,-597.9702234,-685.0265069,-1291.79237
91,-605.2601078,-882.8748727,-883.0672718,-1525.690665,-678.093831,-1168.953263,-1210.828895,-298.65691,-318.3165678,-236.1301394,-1172.490866,-1474.01049,-260.242348,-666.9739212,-1090.430318,-204.5122625,-1509.028499,-1030.236863,-955.9346043,-1296.932519,-503.1794816,-1558.050818,-1152.675077,-276.9912399,-681.2793976,-725.7033222,-1189.119046,-960.5959839,-667.5319843,-1076.559143
92,-330.5431171,-824.8866129,-699.2264407,-1436.287419,-859.7336279,-766.891396,-131.2820901,-194.7107324,-359.5846598,-264.2259664,-1208.416475,-1537.272096,-191.9711741,-671.5046273,-1543.323988,-1240.778284,-1601.854022,-1234.349449,-1043.113882,-758.7677851,-316.3446108,-1442.176192,-1097.480272,-371.0953979,-737.8574646,-520.4365286,-1274.673484,-635.302863,-748.2394624,-1097.661056
93,-910.6841736,-758.9102852,-721.0759717,-1511.049344,-622.7990623,-558.7747847,-900.0378948,-584.8512021,-155.497664,-169.8473872,-1176.395054,-1413.500574,-128.9068959,-602.2995488,-1386.14967,-809.4310234,-1593.493108,-1348.077735,-925.3508696,-1060.666325,-322.3649271,-1516.227576,-955.3912656,-393.2771209,-792.7219396,-796.4585264,-980.3237042,-707.07556,-1358.396229,-805.9083886
94,-752.871323,-1034.352265,-692.0461608,-1406.920661,-717.9086662,-537.0396944,-818.7504789,-844.2977319,-253.5840114,-1347.211302,-1179.387215,-1448.732747,-303.6430992,-776.3974734,-763.8995302,-1163.239842,-1589.257574,-1096.237095,-935.4584864,-1420.510016,-290.4392299,-1254.216576,-666.4713291,-414.7472991,-685.4948912,-835.1229966,-831.7399856,-718.8199828,-1387.500463,-1063.52107
95,-399.602608,-468.9942249,-1043.198959,-1428.148072,-835.1904079,-402.8964723,-516.9939052,-584.1280669,-384.1059143,-564.4868435,-1070.702688,-1434.262488,-471.151471,-633.0548771,-745.5987387,-709.2970783,-1545.279191,-1229.574348,-589.6439456,-1556.428209,-167.4277729,-1378.74791,-752.7207068,-251.4636973,-913.3546465,-520.007114,-507.4254892,-768.6239845,-943.5743882,-826.0416088
96,-530.5407902,-444.770636,-892.2869869,-1525.820431,-819.4934967,-525.2528186,-1011.774247,-444.3797293,-202.3049565,-400.8811175,-1224.043484,-1519.388493,-698.2045005,-763.6767979,-807.5560005,-570.6831265,-1497.927948,-1022.588877,-926.3550707,-1468.050855,-332.3902306,-1524.454011,-768.5622636,-319.3064753,-886.2726984,-1163.613172,-1016.837473,-774.9717709,-423.1396791,-739.1609815
97,-610.6076923,-768.4019838,-638.1430911,-1536.346147,-708.1356861,-506.0433785,-465.2181493,-413.0123575,-359.8936251,-438.0088909,-1300.503056,-1501.71891,-666.9944181,-659.0648182,-690.4194248,-938.3775408,-1353.523586,-1379.165185,-961.7382725,-1504.881175,-415.4633787,-1481.815108,-623.3953716,-740.9938578,-797.6463702,-1323.694567,-404.0618941,-745.2351413,-736.2873847,-1006.108156
98,-535.2165337,-657.3807964,-925.4171406,-1393.739229,-619.0742669,-354.7801859,-668.11082,-256.2037601,-480.475749,-367.8431642,-1281.49801,-1504.04538,-200.4975578,-568.07116,-1120.735335,-1061.616138,-1391.641486,-1277.5101,-1151.767249,-1524.331677,-427.3359038,-1210.759818,-512.1355108,-771.2388055,-682.6604838,-1249.206539,-787.7382216,-513.5958838,-963.2500328,-979.2999122
99,-910.0550842,-826.3075192,-883.8643324,-1242.848916,-599.6234986,-219.3243386,-573.1432806,-324.1957591,-1040.506531,-587.6893367,-1390.751971,-1505.507557,-397.2753909,-487.9074844,-1439.078481,-1062.154317,-1533.004238,-1082.393978,-818.9062492,-1420.613028,-649.0741941,-1281.631916,-249.0838116,-677.8169655,-913.3072844,-1100.27424,-670.3766626,-598.283117,-471.0967176,-650.9472743
100,-200.2897207,-925.222489,-692.1022544,-1435.701926,-679.9746263,-581.4985019,-481.0006032,-807.6800657,-577.1404683,-345.8832825,-1129.827698,-1489.152788,-261.0779836,-547.5725121,-1297.175174,-896.3409888,-1453.099357,-1240.542334,-1028.607869,-1178.645133,-589.2575088,-1313.699959,-300.3164226,-683.4308435,-955.8825475,-1295.989777,-626.1290353,-986.9361553,-784.6220626,-646.2001205
101,-904.4231776,-906.3840511,-1020.536496,-1367.882155,-655.2287009,-413.9976353,-717.4542601,-785.5502006,-415.8910831,-352.5193828,-1082.222121,-1437.674232,-328.545124,-507.2292037,-1004.821323,-669.113092,-1598.481875,-1308.103176,-892.4574126,-1272.69555,-550.1396414,-1483.218865,-444.8683893,-671.2005364,-860.7787496,-1011.61548,-452.4719917,-782.0600497,-277.1138015,-730.8207561
102,-582.7225997,-999.3929055,-914.8842232,-1347.107308,-692.5849556,-494.3329113,-236.3356039,-1016.36285,-502.3242106,-238.1569486,-926.1509123,-1357.951865,-131.2455049,-232.9432792,-1447.966518,-742.967159,-1499.007335,-1262.325376,-737.733395,-1523.653128,-316.2802279,-1304.369546,-473.4808352,-679.332773,-826.8939291,-1203.820784,-649.2389062,-510.4773745,-595.9969502,-642.3478927
103,-586.0613251,-761.0380643,-683.5147211,-1277.99664,-742.8135268,-700.0384452,-203.1456182,-696.2220341,-225.0565736,-479.3194779,-1265.465953,-1403.52519,-267.0623755,-395.3693449,-1127.518351,-1063.483462,-1471.208507,-1342.657581,-614.9266522,-1383.843031,-197.4774925,-1350.917968,-244.339382,-705.1781308,-784.985991,-1077.93157,-695.5589738,-351.1716349,-661.6194451,-856.5715286
104,-590.4719074,-480.5816755,-268.6824869,-1264.652703,-725.7840748,-128.888401,-601.8572705,-392.569725,-128.0270383,-1010.611021,-1095.833789,-1424.637859,-334.7195564,-164.6002731,-1443.825619,-905.1779961,-1330.292744,-1253.440854,-627.0671625,-1465.911432,-441.9360241,-1453.33352,-300.5645094,-705.9928689,-643.8668798,-1083.84924,-810.1812996,-344.5928506,-387.1396326,-1129.135497
105,-1254.928952,-377.4576526,-979.3443623,-1314.705062,-664.2367554,-587.0168439,-856.8526139,-413.5652656,-439.1390617,-365.2991661,-952.2095897,-1460.928265,-266.9143989,-266.4480099,-1110.336157,-864.975877,-1611.638895,-1143.60878,-808.2926343,-1405.879353,-133.2380396,-1414.169995,-373.4940751,-477.4232843,-650.3103588,-1053.950055,-609.2848008,-240.5069563,-1163.412146,-592.3891497
106,-1000.434685,-610.5820367,-1111.910258,-1373.99829,-382.3040302,-493.1034981,-985.7875702,-514.0461055,-387.3109798,-678.5741676,-1292.729396,-1174.205099,-133.3571821,-165.7285216,-1018.584399,-1330.185165,-1264.386323,-1305.254945,-634.3956418,-1092.943154,-1228.431195,-1436.597002,-313.9107062,-474.7079902,-722.3485793,-961.1660126,-650.9549412,-392.5995199,-797.5450569,-553.552408
107,-833.7790986,-615.4028956,-624.9165395,-1475.199456,-431.9762573,-587.7677582,-926.1599786,-504.0455489,-334.4875184,-510.0003701,-1314.119565,-1450.081179,-163.8112862,-239.6138634,-1256.763462,-866.7388992,-1513.438977,-1093.474193,-1037.40644,-1207.191557,-636.0383637,-1254.297812,-564.2314339,-593.4207497,-849.0586582,-1086.002646,-547.1258853,-569.3952508,-819.555683,-523.1169083
108,-647.0089585,-461.7639969,-693.7479456,-1530.217376,-413.825273,-665.4804119,-515.269819,-945.2444504,-160.063029,-262.2602387,-1220.894339,-1193.18601,-662.2216035,-240.108882,-1614.932184,-1071.132345,-1255.867832,-1337.90275,-820.5335364,-1151.420014,-162.2431933,-1463.452904,-681.5860557,-649.9339533,-592.7926891,-1042.813931,-669.3800419,-722.0501485,-772.224291,-264.4535818
109,-227.8999199,-715.7728886,-916.2139138,-1484.568006,-310.5339216,-907.1476334,-540.669211,-1217.850638,-169.6702231,-202.7892731,-1227.58808,-1378.647983,-443.1443865,-169.1675293,-1143.118904,-681.7684037,-1405.100463,-1195.663146,-849.4197352,-1251.508013,-891.277626,-1295.665096,-1019.637001,-347.6712563,-733.92834,-794.0154439,-560.597149,-354.1155242,-1208.069752,-396.0384602
110,-385.3677768,-1012.682125,-1269.316031,-1461.504154,-458.9730615,-857.9497638,-242.0911876,-963.3841413,-662.7581098,-411.091962,-1265.996813,-1499.614191,-248.6420588,-266.8228432,-1201.35818,-848.7249742,-1463.450817,-1150.814899,-501.2115065,-1554.585378,-1176.444502,-1392.882032,-955.086193,-1183.676744,-791.4275817,-881.7664218,-576.8613704,-512.3267583,-675.4387477,-287.3017774
111,-329.5449116,-339.7567135,-1225.269064,-1137.694877,-547.01492,-1202.740944,-656.9898577,-296.2673173,-219.5103608,-311.447124,-1349.683475,-1586.041452,-245.1505733,-291.2418135,-920.4550821,-529.323361,-1493.534059,-1442.711036,-687.2244829,-1339.195594,-805.0561176,-1515.133903,-773.220384,-837.8380062,-886.7093987,-878.9020258,-603.465602,-562.8688858,-1306.431786,-470.6544888
112,-194.4328385,-1096.197442,-1232.967872,-1418.789723,-387.6585869,-505.9632487,-622.3506272,-397.6058861,-381.5602594,-943.4131221,-1461.954545,-1540.102557,-268.691282,-164.2689455,-1021.014076,-914.181683,-1464.076028,-1207.630327,-796.9301949,-1354.0699,-874.7243769,-1375.819939,-890.732234,-1187.454756,-851.3329659,-857.5487799,-639.8625893,-721.51091,-879.530903,-398.6773933
113,-446.7409378,-1196.198217,-1214.335579,-1568.31517,-546.7323767,-339.3294152,-608.3721147,-268.1290167,-375.4957476,-428.9427105,-1233.589793,-1363.021795,-310.3338753,-203.7872874,-1529.126791,-983.7189363,-1388.227475,-1057.255647,-389.9572098,-1458.611044,-1065.598118,-1290.814415,-928.4977294,-1214.069328,-871.6865354,-847.3614809,-617.1701347,-1021.858088,-1228.421113,-488.2429121
114,-356.7866177,-1166.550257,-1070.051264,-1425.353833,-524.0040063,-628.393179,-303.3304876,-294.2634689,-101.3072646,-517.595769,-1328.07208,-1336.549834,-337.2881369,-173.1856256,-1221.47644,-335.2998139,-1281.576167,-1120.857494,-327.9985811,-1331.391977,-889.2030419,-1458.213114,-410.661332,-1118.227111,-774.3302335,-889.0038892,-657.1717321,-1134.176689,-1138.909706,-689.3319859
115,-197.6880686,-1011.511416,-555.6285661,-1559.917085,-1200.927132,-424.357366,-527.6060316,-882.7539437,-217.5582027,-451.949271,-1379.496341,-1266.021024,-235.4370932,-138.4734182,-1395.480582,-853.5491036,-1421.954264,-1029.148072,-531.198214,-1267.457242,-403.6196196,-1388.840954,-471.0395092,-757.0665759,-838.8151859,-1065.53444,-711.9722282,-870.1402561,-782.5673923,-369.5880425
116,-170.1568367,-960.9123576,-636.9533914,-1380.036254,-1264.779952,-786.0024495,-407.0567991,-671.0750363,-222.170735,-618.0614227,-1252.647318,-1514.609622,-379.2720813,-195.9634188,-1338.023463,-908.0316746,-1398.596583,-743.2030911,-764.5720561,-1494.566361,-659.2093903,-1535.519475,-938.9588716,-1179.590061,-979.0494567,-952.4168142,-588.9002874,-591.1383751,-671.5902525,-501.7053312
117,-593.1022861,-1298.999081,-459.3031255,-1372.536039,-319.2507895,-928.8495163,-797.8962037,-1250.659919,-124.0343931,-485.1839871,-967.6699184,-1399.479973,-589.647144,-132.8727059,-1252.044072,-1055.852317,-1479.271195,-1126.335353,-792.4830869,-1327.630653,-750.8503805,-1338.768759,-992.3631488,-971.5390463,-950.4922969,-911.0552015,-724.8319089,-782.1342108,-635.3268013,-399.1990702
118,-833.355088,-1075.786737,-488.2804772,-1253.26781,-1141.215642,-890.1532979,-708.24867,-949.2261806,-193.8815962,-394.1323803,-1043.155728,-1278.172791,-201.4719952,-227.5120846,-994.1476125,-941.4368234,-1372.073438,-1243.529069,-392.1659459,-1338.572432,-300.773574,-1545.335713,-987.0546806,-1116.3305,-752.0203234,-1025.902285,-670.9751281,-533.9168893,-1075.089346,-948.0611895
119,-401.9699852,-1218.980008,-616.5931892,-1339.193164,-700.8503588,-1052.158029,-168.920896,-763.6779552,-161.3739741,-724.7050199,-773.7383424,-1470.452251,-447.0937864,-171.3065461,-1469.322077,-751.2974076,-1538.638919,-1153.514988,-370.133654,-1423.115183,-341.3064526,-1423.74819,-563.955408,-1232.505238,-720.8642168,-1077.84351,-605.7368844,-841.16317,-1101.230627,-879.2105811
120,-516.8243744,-906.1865327,-758.9080149,-1400.204106,-1197.330829,-816.1436485,-380.599486,-918.3824679,-191.5526851,-557.9068051,-701.7566528,-1466.915938,-840.4397992,-257.5828519,-1509.530977,-624.3055437,-1450.936587,-1366.392689,-452.1605665,-1333.742527,-132.3523768,-1235.585673,-625.1650189,-938.8027555,-891.1435737,-926.8746535,-681.202371,-641.719703,-955.957925,-432.5944538
121,-362.205622,-1098.229896,-718.2486965,-1164.925125,-988.4404867,-585.0788403,-636.2631802,-823.7985176,-480.3127666,-484.8152903,-1004.985904,-1341.562103,-1293.137113,-108.651158,-1377.627616,-891.9011483,-1346.739069,-1129.748528,-339.5534091,-1327.443702,-577.9552885,-1366.94492,-1030.290358,-1135.01359,-880.2841508,-979.6931224,-625.3834868,-1057.732793,-1147.482784,-460.3346859
122,-228.7987223,-1360.668014,-688.3063945,-1235.224871,-661.885926,-257.8966508,-564.7393607,-620.0974059,-393.5552754,-489.2868286,-1282.520764,-1477.097982,-348.9966313,-345.6032703,-1514.643731,-1114.973795,-1441.485849,-1090.10238,-475.1286093,-1234.79677,-309.6283863,-1460.641416,-796.6432531,-1105.567753,-653.2263245,-895.0346979,-734.2554517,-1015.707261,-1202.301854,-522.3552584
123,-404.9054744,-1322.119651,-640.7699789,-1295.90902,-518.5150965,-562.9384335,-591.9392117,-720.8282256,-192.104882,-476.5165245,-935.1979905,-1590.721966,-572.3896037,-420.3234383,-1334.917718,-938.1958311,-1386.445713,-1348.355758,-470.0751058,-1442.975136,-300.1655535,-1490.084811,-523.6713176,-971.01306,-946.1221102,-902.5513175,-695.939345,-834.1957403,-1184.527996,-723.4316304
124,-555.5128792,-1350.729696,-804.9830568,-962.7533363,-620.8825046,-379.1395873,-95.01870473,-891.7124736,-304.8887282,-285.9957429,-1180.746916,-1587.151815,-234.9325356,-596.3942994,-1599.740146,-663.5301479,-1369.285173,-1134.962056,-425.9069686,-1378.682655,-224.6209473,-1640.68589,-676.8417604,-1279.048699,-1037.520395,-878.2505301,-530.8230961,-1071.450946,-990.7333943,-887.0630321
125,-355.3713614,-1259.060673,-617.2035181,-720.0679064,-559.0722414,-447.6356869,-194.4008161,-896.8873056,-219.5289517,-665.0478048,-900.5094092,-1460.616692,-597.6886635,-958.1138866,-1407.438683,-685.492193,-1521.622848,-1429.061853,-182.7981309,-1292.37385,-845.2793397,-1517.440431,-397.1641269,-1023.940137,-1108.089202,-778.4195617,-637.7653559,-654.9653142,-834.2440139,-921.5872804
126,-361.8643353,-1284.989408,-786.0044586,-1268.428971,-887.7571369,-438.8981903,-699.7365291,-1002.764212,-325.3509267,-716.1535942,-964.8412626,-1499.63077,-685.5659105,-1036.957549,-1461.124114,-954.2569295,-1424.887889,-1040.540776,-483.237332,-1456.707057,-534.2364057,-1626.939665,-466.4659987,-1099.469393,-708.2708194,-808.6390587,-424.3869263,-779.1594933,-1020.223627,-529.8838574
127,-534.3178067,-1357.745543,-648.9722845,-1397.895377,-669.6876578,-536.1619089,-312.9313086,-693.4923568,-288.4402984,-486.7006284,-981.5746457,-1463.840644,-537.1728469,-1100.163134,-1541.42778,-970.2664109,-1515.217768,-1305.351262,-249.330695,-1293.226083,-813.3647305,-1430.707141,-441.8770536,-1316.203307,-1027.008432,-843.8833582,-401.904575,-1089.963363,-977.8686075,-711.3444857
128,-312.0774702,-1434.433252,-808.8390846,-1529.612058,-1377.41675,-773.066924,-445.0329322,-730.648429,-157.3308296,-594.239374,-1226.156235,-1326.861533,-272.4516425,-1134.452673,-1322.818332,-886.5541783,-1540.932141,-1101.810486,-395.7234272,-1301.894977,-545.3882475,-1504.933556,-676.9106452,-1276.421401,-820.0672298,-949.1163511,-375.7167086,-628.3338574,-597.191335,-403.5270382
129,-772.8139869,-1423.926446,-980.1449183,-1247.968937,-912.7256406,-433.4157334,-458.2156159,-881.867395,-269.5255717,-693.1732907,-1236.894238,-1324.497876,-535.342221,-759.5189966,-1227.236135,-1116.404029,-1467.930475,-1357.932623,-391.277838,-1193.305285,-994.2554783,-1412.985132,-689.6353392,-975.0163074,-760.6758315,-864.8937488,-558.6283236,-547.4938068,-790.1698559,-822.4855193
130,-768.6430801,-1229.991659,-748.055173,-1545.57928,-978.9820516,-328.6090686,-909.1498546,-943.711958,-1072.093214,-579.3230416,-1272.565383,-1297.332072,-758.6823715,-299.1517493,-1255.502395,-791.3999335,-1562.879848,-1255.491069,-469.2122331,-1399.94827,-901.0091921,-1345.831958,-620.8790152,-1120.923388,-817.6915396,-863.5504537,-572.3967319,-646.6824317,-953.2188784,-680.5176642
131,-299.9715615,-1196.153304,-714.2598199,-1224.276879,-1292.639303,-265.6158814,-340.0532962,-509.9963486,-281.1552379,-264.0851399,-1050.629057,-1288.499963,-662.1472921,-367.5816672,-1289.109152,-970.9467017,-1363.593187,-1299.894808,-389.1990621,-1391.710081,-537.836921,-1063.917778,-654.0059708,-1029.00801,-730.508301,-900.1506978,-735.6527566,-713.1082566,-1009.927772,-745.7992922
132,-464.2412346,-1286.700402,-454.3190824,-1518.150752,-1213.711809,-259.4404007,-239.187574,-1285.64551,-379.106103,-872.2337966,-1015.300217,-1395.016304,-1004.326625,-332.1658762,-1163.033671,-649.1735867,-1450.957027,-1217.700861,-558.8380053,-1225.619328,-305.4798744,-1444.815268,-628.9833687,-1003.25129,-886.1406959,-919.6159577,-555.4744677,-773.2554125,-566.235634,-1176.631208
133,-455.7375521,-1352.614641,-429.0249654,-1570.767237,-1278.471075,-227.4974858,-724.2927463,-679.0063838,-631.2743023,-503.3020501,-711.5128882,-1647.02451,-814.4750395,-512.8536459,-1178.452279,-876.0308622,-1443.399483,-812.4076131,-915.1890009,-1183.510792,-1202.008199,-1614.906829,-614.7847794,-1118.505144,-680.7641335,-786.990859,-468.4439938,-696.8939625,-1027.631325,-619.0348582
134,-560.1636901,-1480.54553,-700.4737633,-1007.470446,-1414.576257,-493.8177505,-133.687809,-855.1415265,-252.3711579,-1047.147641,-1138.584866,-1511.912891,-541.5216789,-103.6755712,-1072.777872,-241.2513221,-1446.358534,-1196.093235,-499.5811441,-1318.767868,-858.8366026,-1638.372636,-798.4988866,-972.5754386,-654.4553149,-918.2884803,-844.4379134,-899.0981934,-1091.471449,-719.0366774
135,-917.3787162,-1526.424306,-544.0841193,-1302.98937,-989.9702199,-163.7148041,-513.2741008,-715.1827426,-156.9716148,-400.7862375,-1038.02642,-1228.763298,-438.6022517,-238.3792865,-1189.009352,-359.2208134,-1358.819313,-1105.695762,-1181.696619,-1397.484659,-906.9104489,-1483.481751,-883.6497109,-1140.068136,-728.1537388,-936.4271643,-412.8048956,-877.7753222,-1043.870662,-1386.028229
136,-202.1756208,-1209.040133,-640.3578978,-1286.881797,-869.5739825,-332.0563734,-231.1868691,-629.6592327,-418.0772291,-1414.03651,-1241.145035,-1503.337602,-395.4836073,-263.9026272,-1450.19449,-661.8150948,-1432.573575,-1426.051226,-931.554376,-1450.469411,-622.0572629,-1187.687939,-592.9187158,-1210.56695,-587.4726516,-763.7419337,-946.2913393,-693.832196,-1152.421287,-614.7183569
137,-470.1081756,-1312.768267,-348.8486811,-1428.313775,-1128.519266,-190.1699536,-102.0288928,-655.2421339,-350.1951572,-985.6925702,-1115.651101,-1440.37303,-555.3848917,-474.7969069,-1317.617822,-719.861724,-1571.387835,-1219.089505,-787.6635061,-1374.298594,-1029.823778,-1609.846281,-684.3023188,-797.5153628,-976.1329806,-768.035196,-375.9236638,-784.7920954,-911.0459495,-1087.087365
138,-444.5171789,-1289.824999,-428.7748699,-1335.2888,-878.817454,-256.8608073,-106.0657279,-785.8499626,-252.2280269,-918.9530682,-1006.573583,-1315.86242,-409.520234,-268.9700586,-1089.419384,-607.5280916,-1455.055762,-1348.131645,-736.485307,-1286.58745,-679.2595011,-1629.247814,-643.063629,-1199.099936,-839.6895834,-961.2571815,-445.3041666,-702.1756488,-950.4601859,-797.4363087
139,-343.5956932,-1213.477835,-555.756989,-1190.988183,-1082.713612,-304.7281607,-285.2208833,-1061.331317,-349.592079,-406.516391,-1186.001161,-1557.237533,-405.0461322,-429.2748881,-983.3418831,-1122.442796,-1404.855758,-1209.9267,-217.3848983,-1446.604403,-1215.608681,-1387.301019,-585.0669616,-915.113713,-953.3264118,-854.6651132,-473.726423,-596.2006587,-819.0768779,-894.4874724
140,-816.0446071,-1334.640165,-356.5420234,-1299.256566,-570.2189035,-617.4486213,-459.6787928,-1078.877723,-367.223467,-513.2026726,-1199.672612,-1352.779919,-271.846475,-334.0898385,-1025.604178,-516.0614962,-1481.176278,-1255.254394,-123.5109313,-1369.01261,-1226.841944,-1226.468523,-616.6834649,-1195.478734,-788.2679973,-700.2671076,-1022.767886,-533.8201042,-922.7983052,-964.300211
141,-269.5986058,-1453.85855,-202.2746941,-1389.485054,-900.3012183,-963.2142787,-707.5893533,-716.7330418,-224.3780432,-985.7332814,-1145.877476,-1521.938858,-379.6213201,-398.4276575,-1284.421736,-311.3606102,-1237.750956,-1227.951189,-181.0562852,-1477.900004,-880.352149,-1507.032913,-695.0167953,-1418.808115,-968.4645436,-1235.468845,-714.750661,-725.2522738,-1160.137296,-1123.708811
142,-299.0458268,-1346.44459,-329.587285,-1356.185113,-776.9172566,-817.226808,-410.2699123,-335.4582904,-503.8640901,-898.5015762,-1252.319287,-1488.322798,-514.0566846,-268.9798671,-1145.520926,-245.4575976,-1225.18279,-1141.704143,-406.0819927,-1612.894885,-767.8609245,-1391.011058,-647.4497548,-1039.744914,-663.7693843,-1209.209949,-704.6177947,-775.1253557,-840.6627233,-520.6464253
143,-651.8164725,-996.8808199,-725.8893904,-1508.797661,-894.7589483,-697.4230412,-453.7222415,-1411.136391,-616.6202215,-866.320554,-1242.508366,-1585.226941,-573.8889553,-273.4626106,-1243.995296,-624.6799261,-1583.686084,-1362.46483,-133.9876206,-1242.124615,-98.80478223,-1371.206614,-832.2597596,-738.5853974,-945.7327546,-949.5834215,-641.1562875,-829.0053679,-1148.644683,-1053.910887
144,-637.6053421,-994.7162113,-574.6472957,-1497.338317,-394.1004965,-625.4977631,-878.732167,-1079.692836,-158.322819,-416.3607236,-1185.1634,-1471.259009,-341.8367752,-742.5451676,-1211.331441,-673.5756656,-1514.243941,-1390.128487,-344.0252154,-1309.213331,-457.5783874,-1623.809162,-731.1145272,-807.5286973,-958.7011597,-842.8301504,-697.9310668,-920.3934897,-820.091855,-780.8867597
145,-482.7722679,-1233.783574,-651.0653883,-1472.459726,-903.2007772,-263.4604194,-479.7313456,-1134.937407,-190.4777825,-1355.537819,-1224.12315,-1528.970917,-373.0417158,-503.2591942,-1204.543879,-772.4448024,-1523.997752,-1190.984117,-165.0324508,-1280.695736,-235.3039171,-1371.460717,-549.3384016,-843.1216102,-931.5898018,-785.4970314,-688.0185702,-982.8131223,-923.990028,-1227.83509
146,-614.9849188,-1079.783983,-806.1080153,-1065.49078,-891.1701384,-321.2511712,-517.652293,-1339.932694,-196.024702,-462.5394327,-964.0636128,-1469.552684,-206.0442992,-302.0129307,-1247.660987,-463.3607616,-1395.950369,-1419.932116,-512.8015653,-1363.700135,-676.7524399,-1405.288931,-636.8196045,-981.2695108,-763.375354,-687.9431365,-817.0973842,-818.02616,-795.3685488,-1367.827756
147,-301.5098697,-1069.805068,-545.1275489,-1434.414507,-1146.002816,-290.2635891,-1390.068734,-768.3934648,-219.5106502,-945.3573954,-894.4780272,-1342.281924,-768.6358012,-271.3271786,-1056.854745,-447.7040075,-1336.294892,-1185.461305,-657.1754468,-1397.992062,-496.4922105,-1220.053432,-741.8845798,-797.5979145,-793.6352709,-582.0000285,-979.5272363,-931.5534468,-896.3941009,-1498.762192
148,-625.529477,-1020.55542,-618.0199041,-1116.182717,-921.2557479,-213.8672168,-1078.511119,-974.4953866,-266.8069143,-1054.760941,-1104.336086,-1434.078406,-451.3712801,-161.1900319,-136.8163431,-336.3599174,-1505.276777,-1277.142997,-923.9950334,-1498.997668,-482.7932689,-1601.727529,-706.6620109,-761.5322978,-723.7882738,-553.8788652,-639.4254662,-797.3466872,-999.8158849,-934.4823036
149,-1213.879661,-1123.494014,-230.1483257,-1341.765419,-633.7224284,-97.69505768,-980.5719571,-1033.830467,-651.4773061,-875.2234814,-1101.075491,-1405.787961,-475.6310851,-194.5323782,-807.0421076,-789.2782195,-1409.229788,-1105.596244,-804.7554791,-1460.142776,-204.7525667,-1549.388333,-602.59832,-845.3127092,-736.73525,-381.4737115,-838.015883,-752.4501419,-851.5580982,-1043.644856
