batch,3lanahdw - Epoch-avg,1ife0qil - Epoch-avg,tfvtshog - Epoch-avg,433ue2xx - Epoch-avg,e0dedoks - Epoch-avg,2lfb1f90 - Epoch-avg,mdpd09s2 - Epoch-avg,3f1szh6n - Epoch-avg,2o0lr4zq - Epoch-avg,73as3he7 - Epoch-avg,3sjxadky - Epoch-avg,1ygq8soq - Epoch-avg,3gz7izya - Epoch-avg,1u3xq86f - Epoch-avg,9pdaam52 - Epoch-avg,1eu9086i - Epoch-avg,38qfqzgl - Epoch-avg,gisbw50a - Epoch-avg,1ueeneqe - Epoch-avg,2vzwcwtv - Epoch-avg,3olusoh7 - Epoch-avg,hcvf3a5h - Epoch-avg,l0xvi90b - Epoch-avg,2pzhu18n - Epoch-avg
151,-1058.980095,-975.4022259,-1250.794224,-570.457898,-302.2486513,-1148.395916,-212.7917969,-1164.464534,-1060.842736,-1066.656943,-1006.949859,-1029.888063,-1035.107463,-686.8076454,-1169.430988,-245.5463699,-457.4483427,-829.2321221,-1499.584597,-318.8176933,-1266.945209,-1573.039562,-789.5317308,-1389.262098
152,-1248.002235,-920.6440038,-1240.805932,-991.9575498,-720.2997359,-334.3948024,-809.5779799,-1134.762553,-843.7474973,-984.2740828,-1041.04194,-1306.172185,-854.4150845,-1129.829976,-1043.574143,-221.9165196,-420.1441152,-1112.850728,-1373.052632,-830.6152545,-1196.640421,-1584.168902,-137.1263936,-1493.040254
153,-1084.891789,-637.846835,-1354.699755,-1231.168947,-426.0902249,-380.0358886,-639.6701539,-1325.574745,-1161.3159,-985.7015212,-1065.831816,-1366.367861,-1086.880793,-882.2686914,-368.4639047,-542.5354804,-304.4115161,-1082.904961,-1340.528774,-816.3790391,-1144.390084,-1516.82867,-204.873462,-1505.369555
154,-945.5308521,-723.2736973,-1458.863173,-1252.622977,-142.6225528,-345.7437153,-402.852394,-1191.788339,-1002.939365,-1158.034374,-945.6488955,-1148.053557,-997.6864962,-809.4356007,-636.7969424,-317.8634361,-206.5459217,-1129.055126,-1368.296455,-700.8290021,-1223.599645,-1558.092674,-827.8472173,-1436.789318
155,-1029.701299,-789.1337807,-1458.710005,-659.6449639,-311.1348587,-101.5748668,-153.9642112,-1447.384878,-1115.518152,-1216.196651,-876.5677701,-1169.953252,-1074.147633,-1294.023857,-1116.010382,-905.3170053,-294.912322,-1058.084859,-1425.930772,-753.4390904,-1125.964224,-1570.903146,-844.5929229,-1452.321212
156,-1113.77419,-800.7172615,-1291.547096,-155.8896927,-385.8651276,-311.0026816,-639.7374243,-1480.835115,-1019.552149,-1099.184063,-1372.316332,-1131.360977,-1214.708626,-341.1910581,-967.0687682,-326.1429938,-231.9612215,-1008.673948,-1434.735644,-457.3247892,-1312.642988,-1507.400123,-282.623059,-1429.797332
157,-1132.321589,-746.7002587,-1407.922824,-714.2919509,-424.8435493,-556.8497016,-253.5548848,-1572.313243,-1211.940602,-1147.92901,-469.521508,-1337.218576,-1290.450587,-989.9536978,-1064.095114,-542.5640627,-287.212527,-1046.083799,-1330.173962,-466.2500393,-1334.162777,-1612.662624,-640.8284431,-1420.971731
158,-1007.546546,-906.8788907,-1369.934341,-414.6846473,-628.8669245,-1040.734656,-127.4602396,-1344.352404,-1220.924961,-1055.056916,-1105.294094,-1264.266278,-1111.600058,-856.4863206,-963.0825491,-293.5142305,-401.0657671,-1114.344655,-1550.223138,-949.5232557,-1329.30335,-1560.137248,-400.7923743,-1519.538148
159,-1091.219429,-570.6776281,-1415.641897,-1066.875557,-547.4935559,-339.6251368,-125.7748291,-1248.131917,-1125.882258,-1104.442669,-1019.999163,-926.6670339,-1127.424311,-1215.860824,-1097.697393,-227.9326042,-231.6284228,-1029.894233,-1169.275184,-1140.885216,-1368.682893,-1586.2252,-554.1030509,-1459.866111
160,-1160.761652,-925.3175057,-1303.267753,-1110.934324,-831.2671028,-404.2663879,-347.8167866,-1331.686138,-1005.138857,-1042.096782,-988.8825835,-719.5925,-1171.974993,-1074.753001,-732.867237,-395.2071661,-313.8423417,-1171.659822,-1445.617934,-715.6639974,-1461.943628,-1550.353881,-1187.040532,-1357.081971
161,-1171.401771,-901.3129024,-1447.909195,-1149.927551,-691.90731,-495.3135795,-626.0192521,-1472.203022,-982.8660429,-1264.128285,-1014.929509,-1161.1649,-1313.934611,-1290.088325,-428.2222829,-427.5031132,-549.9280623,-1112.847187,-1218.993052,-578.9058152,-1413.401065,-1528.670978,-807.0582518,-1106.528336
162,-1251.6865,-865.719032,-1541.804649,-1318.032802,-653.8499587,-628.6586738,-201.3730852,-1353.689816,-992.6119354,-1338.036224,-1052.080391,-1011.390682,-1181.69229,-718.8097643,-676.0857499,-301.107625,-376.7912496,-1083.335153,-1402.407213,-875.9974287,-1520.945769,-1565.874316,-592.0871734,-1426.337275
163,-1178.75802,-1129.157769,-1373.183793,-213.6759766,-418.6525018,-784.3372803,-156.5596444,-1445.481163,-796.8318905,-1041.821959,-829.1143626,-696.3271989,-1327.355348,-437.8177285,-838.6733372,-390.1188056,-271.2002976,-1036.811129,-1273.790049,-934.8868,-1540.05225,-1583.198652,-1131.745754,-1341.170119
164,-937.8245418,-967.4908462,-1397.259575,-729.6619872,-585.5739798,-669.3789934,-486.6576423,-1370.715002,-821.1139542,-686.9842774,-159.7772526,-822.455974,-1209.019245,-648.2708516,-806.7929137,-665.0245497,-288.4882394,-790.2096314,-1160.976179,-603.0515996,-1558.585285,-1630.10501,-1084.097334,-865.6905032
165,-1048.512805,-847.0451824,-1242.272322,-1207.099127,-703.7726899,-981.3079546,-451.249573,-1460.677134,-921.8524893,-787.2085446,-1187.431571,-853.4186465,-1051.22161,-1238.215349,-1133.533083,-700.776169,-547.0661742,-972.2336704,-1224.178813,-944.0898436,-1583.70865,-1506.071523,-704.8195072,-987.2961096
166,-1082.357334,-866.5183683,-1501.266407,-1403.284653,-717.8445982,-919.2993141,-386.3986544,-1537.307852,-1183.06043,-1391.341281,-952.1701894,-786.67555,-1225.539723,-1083.414651,-670.1879421,-357.9666821,-824.3815207,-283.7139334,-1359.60629,-718.1998468,-1555.381598,-1596.711963,-958.9446421,-876.3480185
167,-1149.208758,-1108.80158,-1232.330061,-951.05592,-823.1193984,-1080.009702,-482.0676835,-1477.360291,-1084.942905,-1108.946414,-992.7757046,-1129.868727,-1077.029226,-1298.863005,-617.2233729,-445.8343884,-168.5797909,-525.4332985,-1262.466298,-592.8881409,-1569.898182,-1534.64272,-1231.149221,-995.9846016
168,-1091.36595,-1077.763459,-1332.559271,-1141.425572,-689.1284322,-1078.600873,-309.9505408,-1603.310378,-1294.694866,-1220.968314,-450.5698834,-890.5351507,-694.1435663,-1053.238023,-486.0061389,-329.8932583,-316.2258844,-801.381189,-1337.881471,-474.2928654,-1599.724858,-1583.784991,-1053.282128,-1257.563623
169,-1170.641672,-1015.071604,-1274.440006,-1379.705811,-324.9267471,-760.2380026,-413.2832176,-1497.927224,-1283.287087,-652.7669213,-654.1490926,-986.6617599,-1108.602551,-582.3851184,-676.2658287,-512.9528431,-266.037271,-139.5734194,-1245.411837,-515.2669344,-1510.273079,-1615.209334,-667.8193114,-1340.72484
170,-1073.970034,-920.5223674,-1492.748407,-1257.040241,-812.6648594,-938.6231061,-278.8883513,-1467.716605,-1356.690671,-979.1733652,-948.8036982,-993.2423777,-1084.664575,-785.0131084,-1127.266916,-371.8343988,-667.5473345,-226.0766032,-1134.904918,-409.9650184,-1539.513353,-1550.613153,-1003.114683,-1385.832948
171,-1109.816449,-899.5055994,-1382.585262,-1355.0236,-219.7438824,-892.7254258,-989.3232932,-1561.858616,-1287.144165,-1253.657995,-993.0497654,-991.1835419,-1095.221786,-429.6446138,-588.764426,-430.6977814,-929.2558603,-421.4573534,-1240.245198,-794.0075937,-1483.205622,-1556.444843,-993.2425623,-1336.776897
172,-1198.686811,-853.4937583,-1519.133682,-1176.258545,-939.3569836,-873.0250252,-589.8447456,-1329.049741,-1409.817338,-931.1469396,-1051.445246,-954.2341525,-864.7022579,-590.6197218,-1247.900672,-555.5243025,-350.8709789,-280.8176325,-1271.387957,-351.5548866,-1432.888125,-1440.819498,-1285.185692,-1343.84895
173,-908.0476601,-1058.753979,-1449.541261,-789.7652641,-902.1017362,-1150.278772,-676.0146842,-1543.582163,-1490.530463,-924.1237156,-1081.467382,-1139.519785,-1058.82318,-1165.922673,-854.6219736,-626.4722639,-449.7985948,-96.58110242,-1114.617544,-147.5077689,-1558.230179,-1361.074431,-1038.187637,-1358.374527
174,-1094.518402,-886.7313375,-1473.551972,-740.1414602,-934.4795825,-1159.519066,-311.3205146,-1468.171146,-1480.61451,-1303.319768,-1002.047873,-1148.90102,-989.1932538,-874.9734421,-847.0029305,-392.113301,-495.1376209,-472.8144499,-1078.336925,-199.1522159,-1581.693865,-1592.14661,-1247.552025,-1486.328895
175,-807.620919,-846.8826309,-1412.640835,-1162.272443,-839.0337359,-740.0423148,-310.7357064,-1537.829389,-1434.62719,-1093.279152,-1062.969613,-948.1343159,-1027.13674,-459.3866956,-786.129082,-427.3807365,-1118.040702,-537.4772885,-1215.73204,-234.564646,-1634.077611,-1539.801632,-994.4705324,-1349.049571
176,-1050.610474,-820.5545093,-1411.345968,-1325.348499,-1175.98619,-441.807441,-670.9869886,-1446.873264,-1322.250446,-848.1746372,-904.9541035,-978.1833667,-431.7824501,-131.9848721,-670.1588127,-486.5299605,-290.0511577,-215.1961957,-1245.218773,-505.2027455,-1550.205398,-1437.22971,-1167.855056,-1451.973468
177,-1088.890265,-740.2899851,-1293.518804,-1048.963912,-897.4721871,-482.5015713,-243.2861184,-1437.298594,-1379.685899,-813.8452681,-1411.106322,-547.0424814,-878.0053653,-400.5910689,-904.942571,-440.8612393,-309.6342646,-446.9046055,-1237.623313,-504.3147701,-1581.356631,-1534.003041,-1307.874677,-1461.36651
178,-1107.89292,-884.5070417,-1499.459061,-696.4776321,-882.7207138,-248.5168163,-501.1428012,-1490.196767,-1523.564704,-804.6156821,-553.7153319,-484.1671814,-898.8563451,-302.6519211,-950.0661927,-398.4598716,-403.8590459,-218.1067088,-1151.431402,-703.3408842,-1591.819048,-1504.819362,-1185.07757,-1373.82408
179,-1134.220895,-646.9540325,-1295.462407,-606.3392484,-1023.136452,-575.2285216,-654.1366306,-1346.828314,-1553.283927,-400.023555,-960.7415968,-827.8581919,-917.8733207,-615.6840621,-899.9296274,-370.1084685,-505.7459511,-519.6442422,-1298.14068,-137.1745232,-1534.855899,-1322.136639,-1243.549078,-1417.222115
180,-1061.88941,-685.0940131,-1431.760211,-676.6639763,-1141.779524,-831.560458,-525.32738,-1330.162243,-1555.917642,-1102.359792,-1360.207491,-831.1697663,-828.4019092,-267.719604,-897.0958284,-96.21909318,-579.9284969,-416.64148,-1114.034469,-253.668251,-1459.951023,-1520.077813,-985.2731552,-1429.175305
181,-942.6515774,-904.5133345,-1440.768264,-968.1722921,-1287.310147,-968.6435959,-418.566067,-1377.437924,-1493.553224,-736.6167049,-1370.79807,-979.8893004,-1006.121784,-817.3692353,-1061.547224,-165.3626578,-729.6842787,-651.5666294,-1236.631499,-1049.65736,-1622.332556,-1191.634454,-1136.978545,-1430.3785
182,-900.8822738,-1180.083243,-1491.219739,-427.0967914,-1439.543066,-789.3016361,-640.6303792,-1194.26936,-1582.954351,-355.2482095,-1173.862775,-999.7405191,-1009.151674,-412.9009729,-1057.921449,-433.5365387,-581.6259646,-645.2580359,-1347.02969,-1189.670669,-1544.093288,-1574.344852,-1138.964475,-1304.24502
183,-964.4168818,-1188.38639,-1434.096877,-1001.473984,-1112.032346,-1058.637359,-656.3117701,-1482.015632,-1494.973362,-448.9658328,-1476.279232,-824.4447895,-901.0959772,-627.7025203,-888.125567,-227.5793327,-130.0687669,-1058.633813,-1133.135555,-1140.356313,-1585.837275,-1467.599542,-1060.134964,-1481.790496
184,-1456.931967,-1245.14996,-1466.766594,-405.9098163,-1436.066335,-1177.266211,-642.227685,-1420.729627,-1487.222673,-900.3479465,-1319.904027,-910.6603575,-486.5376804,-395.8932617,-862.540154,-321.6613349,-239.4236566,-886.8715956,-1337.594889,-1181.295578,-1594.652143,-1594.356125,-1196.793266,-1287.956927
185,-784.8761794,-1139.740408,-1310.434648,-723.2559676,-1282.163661,-909.5984343,-163.7241149,-1390.803809,-1482.178301,-1068.922889,-1360.559766,-745.9131387,-854.4029686,-296.5753258,-860.2848013,-447.9168455,-345.0748639,-558.5663877,-1365.397371,-1369.129486,-1350.299875,-1320.124713,-1227.505292,-1412.885735
186,-445.3958579,-1365.04309,-1550.151276,-975.2807043,-1226.473422,-1124.77656,-179.4507539,-1073.037703,-1497.922452,-494.7112657,-1480.806557,-938.1150248,-581.7758946,-169.9212191,-907.5929258,-1028.302399,-473.7623691,-609.9288499,-1334.801221,-1068.359675,-1380.178889,-1206.614928,-1256.407235,-1524.65463
187,-392.0697384,-1281.458031,-1367.225466,-1350.790295,-1195.917658,-885.5911417,-97.46240799,-526.7719482,-1525.344419,-666.9296418,-1332.647223,-376.9115351,-918.6625166,-133.1890397,-905.6454506,-970.3463681,-502.3111878,-978.8228397,-1191.082254,-698.0685218,-1432.995477,-1369.089215,-1371.96159,-1455.849831
188,-608.5977083,-1191.432568,-1283.776952,-1307.611082,-1337.805092,-141.4872122,-405.4903218,-848.5105313,-1496.3469,-939.442816,-1485.492078,-522.5798289,-843.9353026,-354.7007429,-931.2286329,-159.1198073,-595.4169732,-921.249894,-1411.185591,-266.5980091,-1571.453084,-1385.326096,-1292.139582,-1490.261588
189,-612.3720197,-1161.487019,-1435.313615,-1300.274672,-1318.81578,-682.6220402,-394.9492385,-763.9050152,-1489.730261,-863.8107481,-1274.64643,-359.4773342,-496.2404561,-167.6674045,-844.7992906,-475.2748925,-510.7456876,-1036.938822,-1180.422446,-451.5385741,-1518.063049,-1399.252444,-1382.702076,-1347.62845
190,-471.3019347,-1369.285955,-1484.330131,-712.649996,-1306.874222,-586.4384759,-595.1877897,-689.8221841,-1601.913455,-223.8392572,-1541.906637,-580.5365918,-783.7731684,-234.9759783,-864.6090568,-254.5167346,-379.0117441,-324.3602533,-1228.469526,-244.0231939,-1368.240536,-1478.236114,-1008.440992,-1298.492894
191,-461.6311877,-1309.926825,-1510.165221,-1123.540153,-1374.134114,-694.7036395,-730.6318991,-1075.193503,-1585.895105,-334.9575669,-1505.048417,-287.711154,-1003.459206,-828.0928494,-918.0518304,-128.6607907,-636.1601703,-1014.337483,-1198.71456,-1109.363245,-1437.867252,-1483.398429,-1238.425461,-1115.416365
192,-1003.219608,-1292.4334,-1617.326334,-1392.391872,-1360.492091,-315.3314119,-423.6832873,-1141.732302,-1498.872282,-949.9832404,-1445.068521,-260.4530799,-522.2290957,-791.9724287,-1039.742867,-283.9125774,-513.1861617,-776.9101698,-1215.634074,-400.005107,-1570.988485,-1456.381484,-937.1476437,-1102.474368
193,-1062.821516,-1220.766131,-1222.781856,-591.0110136,-1468.569591,-767.4101058,-459.3277149,-1007.259842,-1572.694068,-225.7047257,-1483.591779,-229.8344947,-781.3074098,-246.8224446,-898.80823,-683.9333341,-619.8937612,-1145.344795,-1029.483005,-970.9123896,-1575.829552,-1493.077246,-1037.953392,-1287.564765
194,-466.2904222,-842.6910992,-1455.840313,-560.5808088,-1378.194416,-767.4311411,-350.9480302,-804.3132855,-1593.443639,-592.2934813,-1517.744582,-523.9741505,-869.4383018,-202.580335,-952.8478809,-436.1085115,-656.5872218,-1111.101603,-1129.535391,-552.720594,-1613.534496,-1373.343767,-1001.706563,-1028.83019
195,-1188.682932,-945.14833,-1457.768296,-924.9555034,-1514.743076,-602.8665886,-600.2492776,-673.8424824,-1625.086211,-762.664811,-1447.662069,-694.7771386,-1012.789608,-434.8193278,-912.6138071,-359.8963671,-599.9571378,-1182.763752,-1271.167172,-895.5760673,-1575.240828,-1421.195778,-1329.981739,-1192.942615
196,-949.3148808,-873.0492497,-1434.2467,-1013.204452,-1484.520932,-519.5564818,-538.4885172,-571.8801108,-1548.429081,-970.4582072,-1479.995906,-427.331904,-712.6980179,-552.5581127,-970.6406088,-324.2135236,-237.4052866,-473.2560103,-1094.649273,-549.1856879,-1497.763411,-1356.008875,-1458.178761,-990.7238704
197,-887.4435421,-1039.682017,-1270.624225,-970.8386815,-1434.824298,-323.5770486,-398.4963157,-860.7335495,-1590.523826,-1007.450479,-1409.81471,-400.1132574,-1164.178995,-1186.131913,-928.5458702,-96.2636545,-458.4675486,-551.2487338,-1015.605744,-205.0483373,-1572.553422,-1482.317621,-1325.685165,-1017.056024
198,-958.7197648,-1302.264624,-1277.086366,-1357.991607,-1469.513319,-521.9512301,-198.9236703,-900.4427807,-1538.207566,-889.5084991,-1348.564155,-373.8509234,-757.8845079,-1021.435228,-913.55742,-155.8975156,-266.745982,-854.868785,-1028.826567,-371.1874482,-1607.820405,-1597.41309,-1310.434257,-949.2020726
199,-1208.461682,-1247.631341,-1613.008937,-1031.680942,-1284.786592,-720.5253992,-517.7533591,-666.8260462,-1534.252871,-1108.840535,-1294.462505,-259.4070937,-799.6259572,-836.1543978,-839.8771561,-309.2004899,-273.8940836,-1290.996397,-793.5554468,-687.116636,-1599.626565,-1480.427764,-1334.425547,-1069.476307
200,-1051.695122,-1178.093576,-1518.873559,-1073.782444,-1438.679967,-99.91588964,-190.4218145,-886.5216484,-1552.678009,-1137.735688,-1478.920372,-396.6417537,-911.2533278,-697.182281,-879.491866,-545.2685323,-720.8731484,-1237.538954,-913.4611648,-1159.621815,-1571.106339,-1418.847743,-1093.435458,-1064.505246
201,-1036.415052,-1008.510497,-1455.365712,-1245.060538,-1438.540214,-345.0470087,-158.4288261,-812.5571083,-1567.735856,-1148.180306,-1508.302195,-585.8606986,-802.3462689,-682.913998,-888.7075562,-195.2411614,-344.1398229,-1245.354871,-1040.1939,-512.126553,-1551.497607,-1394.535149,-1339.30121,-1024.754184
202,-1198.273856,-1052.442682,-1521.600882,-1206.231658,-1462.741217,-316.489327,-225.548642,-826.7125987,-1558.97586,-904.3562011,-1514.494207,-869.808776,-1030.617698,-632.0178069,-874.0684231,-380.1926659,-522.0130009,-1255.849947,-797.5227703,-106.8815246,-1612.8322,-1563.060727,-1509.501831,-1080.725128
203,-1294.829764,-1356.747561,-1320.130403,-1332.883468,-1423.026206,-138.0031258,-250.0096509,-780.3791537,-1544.14345,-840.6631985,-1288.193274,-1032.537756,-850.4999661,-761.2939611,-874.6375895,-507.4092711,-558.1450521,-1282.799036,-775.7551544,-411.8229245,-1567.352528,-1595.258527,-1382.048832,-1153.283494
204,-935.5203705,-1144.344837,-1495.135997,-1328.579569,-1501.923536,-316.8655583,-384.1115061,-1055.462841,-1558.470811,-1058.460474,-1539.852281,-1089.489588,-961.8880421,-817.7927901,-862.13607,-527.9217993,-270.3069334,-1325.291653,-579.9948014,-268.5254585,-1550.779136,-1450.498609,-1201.87881,-1162.872261
205,-776.9931743,-1330.972229,-1406.271644,-1226.521774,-1455.511722,-590.9937251,-478.8193974,-978.3383492,-1559.415778,-1067.959739,-1524.029824,-1083.637834,-1194.617377,-1181.364031,-900.3429693,-563.6036643,-370.2742654,-1353.769123,-781.2027921,-621.7914574,-1620.813409,-1445.752694,-1399.602832,-1080.920751
206,-673.3146384,-1249.867283,-1382.584509,-1078.812995,-1440.414505,-101.2912243,-457.8966947,-1033.46342,-1552.699842,-1138.704247,-1391.319241,-1147.463298,-1010.811133,-947.859678,-986.5008398,-592.2188597,-642.3570874,-1189.471728,-831.1089313,-584.2287861,-1626.819213,-1330.436624,-1346.842557,-1090.98165
207,-689.5196393,-1476.571931,-1475.864998,-935.4360342,-1494.222376,-676.9409485,-513.5557826,-1052.008673,-1522.174877,-1046.190629,-1369.773372,-1250.402059,-867.1839504,-833.7415724,-954.6274113,-834.0220606,-515.582629,-1299.897385,-166.961375,-1069.596513,-1520.722818,-1590.073262,-1437.775685,-1204.171115
208,-1025.863836,-1216.085467,-1454.104533,-136.5183666,-1564.588939,-1199.697651,-478.4621324,-1037.261291,-1487.406614,-1002.837108,-1450.285027,-1265.733674,-980.9251376,-789.9840424,-885.9387781,-677.7488096,-762.7238255,-1358.866328,-263.2622232,-1185.981398,-1616.656661,-1602.335451,-1368.845102,-1112.119746
209,-918.6382615,-963.5258474,-1379.974805,-265.5985483,-1509.521663,-674.0250012,-530.3108714,-1103.13449,-1489.861018,-1180.328348,-1481.770476,-1138.678195,-1189.82856,-572.3652829,-925.0208937,-702.3791727,-453.9268303,-1184.375517,-1169.030349,-1166.498017,-1556.341046,-1608.64154,-1316.822213,-1285.246382
210,-833.8852311,-1120.752521,-1577.443809,-277.7682433,-1635.553182,-466.5273934,-772.4389415,-1117.464262,-1588.992482,-1181.581698,-1553.485498,-1285.71341,-930.8116896,-421.5563165,-1039.736617,-577.9064976,-689.9826796,-942.4864777,-1100.15194,-889.1771282,-1552.669313,-1555.684048,-1511.602753,-1229.593586
211,-863.40888,-1069.695472,-1509.215307,-473.4342069,-1786.038979,-445.1710188,-821.3678035,-1107.005925,-1572.400646,-1344.267162,-1417.287155,-785.5871706,-818.2455417,-643.5646918,-1016.476093,-681.830117,-320.7313489,-1235.759094,-553.1488265,-1142.70865,-1588.372153,-1557.89469,-1591.722127,-1149.629379
212,-316.3363676,-947.0521901,-1341.908015,-579.816159,-1560.754042,-670.0810915,-738.4241487,-997.5534194,-1606.812761,-1339.467487,-1297.834888,-1149.770353,-1076.748977,-662.8891915,-951.7509469,-523.8475209,-146.8081086,-1063.794133,-578.525172,-1072.056279,-1569.579706,-1528.09236,-1476.858928,-736.699087
213,-613.2493611,-948.3628269,-1452.652892,-270.4220193,-1557.046491,-1052.22453,-534.5032889,-1132.988975,-1634.731688,-1225.388695,-1403.095477,-1238.985914,-1077.126142,-450.4714964,-979.6090009,-547.7063688,-534.0239332,-561.3132955,-673.0767033,-1022.113965,-1559.711437,-1553.111833,-1381.636399,-906.7980236
214,-553.363475,-861.3844405,-1329.385974,-294.1030991,-1672.025581,-1154.679305,-696.6777334,-1089.796862,-1574.431271,-1134.635819,-1448.367077,-1354.251002,-897.0871932,-393.8001417,-957.0989238,-682.7181327,-332.8786733,-813.9193019,-856.7929897,-650.0130906,-1604.154148,-1585.584255,-1475.214541,-1380.628709
215,-275.9706511,-992.1149654,-1344.124748,-345.8073692,-1683.05213,-486.0852311,-758.1662293,-1095.470449,-1562.315115,-1195.582176,-1500.198928,-1445.872399,-984.0419656,-712.6303513,-995.2978561,-425.859531,-268.5927017,-790.5940317,-919.2804414,-1045.251223,-1601.869187,-1468.703403,-1466.788527,-1426.41398
216,-241.2553434,-997.3402954,-1437.789236,-666.3513552,-1721.875568,-670.1937668,-610.1849163,-1151.370138,-1595.12437,-1013.366495,-1461.786027,-1510.372529,-643.1291281,-287.393609,-991.9452736,-693.2571005,-450.0171538,-405.3377755,-736.2940024,-980.3376993,-1615.474373,-1397.461718,-1274.385285,-1396.575657
217,-208.6778968,-1095.427566,-1613.840879,-730.5171187,-1606.848073,-1084.562061,-614.0451964,-1018.33758,-1511.466588,-1382.200624,-1558.812117,-1499.690965,-411.3502817,-454.2935097,-1019.984864,-664.0381105,-475.7370815,-471.5502211,-712.973281,-870.6771338,-1562.673995,-1513.132563,-1408.884781,-1494.553044
218,-266.03756,-1196.546111,-1448.34369,-1058.798103,-1569.380345,-1239.766693,-518.5120411,-1207.538214,-1546.854509,-915.9638345,-1525.679754,-1549.675331,-532.3562795,-780.6111838,-942.7376356,-713.4383283,-275.8343944,-974.9346032,-783.058473,-676.9115459,-1622.140886,-1424.665438,-1290.926435,-1463.205693
219,-294.5885992,-1145.555999,-1498.470281,-701.4757484,-1586.135805,-1223.684638,-348.1630318,-1189.374351,-1371.697202,-1172.26559,-1516.152075,-1480.574419,-321.6669429,-1043.325277,-983.5636919,-914.2311783,-401.1778009,-587.6365428,-749.8017407,-245.0634625,-1566.384377,-1474.767688,-1235.687891,-1451.336531
220,-555.7527988,-1138.489677,-1251.847462,-727.4266567,-1428.662206,-756.2010129,-537.298554,-1394.860293,-1295.830628,-942.3070122,-1567.206197,-1475.758989,-529.6121498,-571.66643,-950.7030485,-762.7034425,-201.3016013,-352.0545513,-1004.186869,-1374.038782,-1531.272179,-1518.020328,-1257.196176,-1463.060098
221,-166.2487807,-1211.129874,-1577.414945,-940.5203397,-1482.396863,-436.2521374,-396.4904475,-1330.032882,-1261.848436,-1075.836601,-1439.030375,-1525.398314,-502.732823,-663.515982,-1075.021047,-1019.725708,-579.1808484,-916.0510641,-960.86375,-1173.717501,-1542.431729,-1335.228885,-1365.866055,-1488.114152
222,-441.0037022,-1211.250695,-1386.033553,-318.3065483,-1432.70279,-896.1611622,-535.5637446,-1307.987457,-1321.33978,-472.295937,-1502.390098,-1535.562079,-628.8157975,-787.0009444,-986.5782129,-748.4151809,-862.7437476,-697.2179072,-692.5069112,-1049.590047,-1602.79702,-1482.441079,-1527.88465,-1477.998069
223,-131.6623434,-1282.034655,-1521.534133,-868.2850813,-1536.129188,-793.4655401,-740.1523852,-1322.339224,-1446.583005,-1591.598525,-1525.655018,-1386.906731,-560.438145,-1363.378916,-1056.474575,-382.8372815,-564.4853644,-725.5211994,-667.1920045,-1166.832902,-1564.30556,-1278.332606,-1593.468648,-1510.973867
224,-387.628183,-1349.393073,-1295.998094,-820.2838852,-1529.621679,-294.6873266,-519.37412,-995.5095805,-1578.053579,-1216.739563,-1488.00654,-1516.98961,-595.6112202,-1060.420554,-969.4411268,-520.1256781,-426.212858,-478.3903072,-877.966406,-992.5508546,-1603.521239,-1373.016637,-1418.262926,-1505.025373
225,-233.3898493,-1144.990035,-1419.528465,-962.806438,-1541.027509,-613.2799409,-283.7718355,-1110.217776,-1381.444357,-1159.299522,-1305.274428,-1453.675428,-634.7157684,-1213.661471,-1039.003871,-218.0288953,-371.6444243,-294.6956139,-859.7955729,-827.1434508,-1585.522526,-1312.375665,-1358.94496,-1465.891459
226,-300.2214871,-1201.3832,-1562.940696,-952.1720819,-1480.444394,-585.5398284,-225.4401924,-1188.44195,-1289.43309,-560.2519084,-1455.102207,-1526.855714,-796.3958221,-528.5863698,-1079.972516,-615.4984707,-394.0041107,-815.479195,-855.4363544,-988.2628505,-1615.500383,-1266.99211,-1470.572126,-1472.755004
227,-97.17793863,-1289.558922,-1331.639493,-954.9071423,-1535.178551,-132.2184704,-284.3920197,-1157.635851,-1257.592557,-788.4412558,-1589.260804,-1539.977111,-711.4684444,-575.4735829,-1168.731709,-656.5160938,-478.5453541,-950.0069638,-898.0730074,-1131.964927,-1634.039842,-1296.006409,-1600.263646,-1459.111672
228,-237.0454805,-1233.761051,-1542.492545,-1060.496571,-1502.555791,-400.1280036,-453.4931894,-1102.575786,-1437.094137,-560.2436198,-1529.008931,-1473.405012,-834.3547003,-417.3680605,-992.4190274,-163.1435658,-233.6162429,-526.3712144,-747.1790885,-1173.752857,-1573.838042,-1524.647049,-1497.50727,-1448.754311
229,-167.7198454,-1364.561072,-1398.695892,-1204.244024,-1414.754113,-945.9237339,-783.8214214,-1329.126021,-1606.723232,-1137.208503,-1507.509894,-1475.544936,-757.6198969,-440.2243942,-959.6849026,-293.3664685,-408.7375069,-411.0241098,-911.4735114,-1388.869653,-1552.642003,-1441.187783,-1485.785199,-1497.970873
230,-226.5878593,-1273.801413,-1546.893549,-1101.484016,-1652.48966,-358.603854,-516.7598117,-1381.978135,-1245.358366,-469.1628945,-1569.811527,-1562.976496,-819.0893817,-719.8608339,-899.0981932,-474.2728639,-920.8886298,-697.121937,-805.487822,-1247.971291,-1535.666029,-1329.633082,-1498.580826,-1552.607783
