batch,1xw6g728 - Epoch-avg,3ikscgpw - Epoch-avg,1twuzz0d - Epoch-avg,50vwwpjb - Epoch-avg,16a1i3ou - Epoch-avg,2s1kqq8c - Epoch-avg,1nroeh36 - Epoch-avg,ktrh2tkl - Epoch-avg,26r5cpnz - Epoch-avg,3d186l6u - Epoch-avg,27og179w - Epoch-avg,3ejpsk49 - Epoch-avg,xu3egzm4 - Epoch-avg,uyyj5cdd - Epoch-avg,3otyqg6q - Epoch-avg,u4cisnjv - Epoch-avg,3mcy4b9i - Epoch-avg,27oykizm - Epoch-avg,ooloz8zs - Epoch-avg,3b7oeaot - Epoch-avg,32c6fel3 - Epoch-avg,1342oi5w - Epoch-avg,othglsno - Epoch-avg,3silhylu - Epoch-avg
151,-212.3256626,-971.418503,-237.6363031,-828.2451681,-1438.281919,-405.1834739,-253.8904479,-1228.17714,-1126.424754,-546.5567435,-445.9407732,-269.3759052,-511.7972619,-286.6988416,-675.4427421,-1350.33655,-807.7793135,-904.6691387,-734.9843663,-1368.701031,-532.3472319,-325.1092721,-250.6287357,-212.1580348
152,-451.9442819,-1247.840983,-1019.785846,-233.414546,-1394.986429,-239.1889454,-360.4265415,-1339.501714,-553.271472,-204.9839765,-683.6834282,-271.7652263,-247.0093896,-351.1924219,-444.8157945,-1317.66314,-366.8535357,-702.7932219,-984.4056925,-1177.675003,-143.6819784,-262.5293633,-126.5633051,-814.9124245
153,-127.3190145,-1037.803345,-1221.528453,-766.1190065,-1513.840641,-568.7615852,-553.0045201,-1350.866062,-1097.480327,-185.4950799,-518.7957025,-194.8810018,-186.3138571,-204.6937427,-242.9522087,-1288.943126,-1093.467241,-344.9708249,-657.2987685,-879.0290985,-269.9803327,-201.1848937,-65.37233503,-532.143914
154,-220.7490756,-1054.011831,-1149.921991,-822.4063346,-1295.159735,-62.96870383,-198.3782714,-1353.694063,-320.8051954,-208.4385972,-447.3719522,-552.5926932,-230.6121912,-327.9864887,-483.7958835,-1309.039513,-599.0346748,-230.2085767,-814.9937151,-1279.219743,-306.6711785,-350.395229,-191.9115303,-921.0708645
155,-194.8114745,-1166.48141,-665.1927036,-396.3677466,-1442.233257,-383.0775632,-692.1860199,-1487.197625,-551.4307705,-451.9620889,-542.7827734,-199.7193114,-359.8526806,-97.92363113,-93.44956803,-1476.145484,-255.0533385,-357.2587586,-440.7290974,-1023.134795,-220.0205557,-295.8486436,-192.8470344,-178.4342557
156,-126.7716644,-909.0334731,-949.7540026,-708.6323564,-1273.111307,-234.9673857,-817.6144855,-1468.81244,-340.5660796,-355.3113834,-561.4182455,-228.6231951,-256.2118685,-304.1602776,-252.7491807,-1228.347631,-952.767202,-420.4837578,-1049.247837,-1040.970136,-167.8807499,-210.0206508,-1061.806759,-580.2818422
157,-129.643241,-701.1403939,-604.4811143,-758.8108848,-1206.662141,-239.3456412,-405.1841252,-1384.074748,-393.0894394,-560.3737675,-1009.089449,-240.2223254,-197.5434169,-165.767075,-307.455879,-1188.054781,-836.7196684,-659.8778691,-977.3435274,-873.4864639,-238.3966283,-175.5394788,-1302.626091,-679.3303538
158,-227.7741935,-1072.627941,-181.0048878,-780.669318,-1426.489623,-389.632716,-982.8373224,-1494.453314,-749.9653921,-1089.569335,-1184.906256,-194.1215581,-292.0084273,-259.0569744,-125.9523873,-1141.748428,-724.590574,-336.6000914,-986.4863759,-895.316197,-334.1052668,-237.4966098,-1232.872558,-700.5241561
159,-159.8197979,-1232.510508,-1141.447594,-517.1837891,-1331.820719,-371.6530103,-515.5949447,-1455.353475,-432.8046915,-232.5544489,-1205.93614,-322.2501343,-928.0905387,-283.8265783,-221.5463511,-1048.346903,-664.5572905,-355.5641128,-740.1019935,-472.6498507,-299.1139379,-134.3064698,-483.0144517,-651.4880095
160,-358.7125829,-989.9333791,-654.4050685,-363.7331608,-1549.163478,-405.1641508,-356.2889767,-1328.04642,-851.5062231,-482.1242204,-1102.90991,-333.708074,-213.1336082,-202.9090096,-488.5256544,-306.1258667,-760.8422272,-393.791191,-680.1327177,-780.7255217,-622.6525814,-262.5241618,-929.1520369,-178.5944053
161,-423.3494081,-1114.394127,-405.3349005,-585.0447464,-1277.645024,-471.335879,-1152.260261,-1527.565234,-850.2399368,-239.9809351,-231.2191279,-465.5718363,-374.0432649,-297.2165823,-557.9804691,-865.3195069,-577.0854477,-389.3338567,-759.7301206,-814.5244408,-617.9985901,-301.7947621,-458.9872122,-613.9776343
162,-186.6420248,-1138.698209,-1228.538308,-171.9268912,-1429.758432,-328.3808136,-702.83632,-1508.216707,-562.27925,-294.9441351,-221.3176335,-423.2266273,-496.316948,-97.0578909,-356.8065404,-1352.025833,-788.7373597,-249.8174338,-437.6180817,-314.8328525,-198.4420286,-104.0096294,-682.4827783,-756.4767467
163,-811.3708365,-912.8160047,-1050.197404,-262.2812868,-1468.714537,-303.1925043,-499.7172797,-1413.819077,-233.0116895,-208.9425375,-208.2861883,-330.7305235,-602.8271345,-166.691573,-455.4509925,-1066.705162,-556.2251629,-488.5201077,-439.7219302,-623.5355734,-333.1465626,-233.4095316,-630.3880061,-1031.081447
164,-160.0941776,-1186.508023,-1134.90016,-558.0968108,-1497.521467,-335.789392,-847.2604274,-1438.811613,-378.4078697,-346.3710503,-207.2810002,-662.79409,-319.5293041,-204.9824401,-158.6493245,-921.6725089,-918.7019404,-129.3621162,-1121.964843,-202.7084782,-238.2816807,-201.7452413,-189.5640291,-602.8514411
165,-217.8799221,-1301.249862,-1020.266046,-468.5901899,-1489.628447,-352.0828594,-888.2506467,-1475.989143,-388.5501973,-161.5912119,-195.3863229,-807.1227225,-393.6215328,-267.699194,-98.00130788,-1027.975717,-939.3120741,-258.2108907,-674.9319962,-344.0579787,-202.2596695,-108.0871031,-259.9346612,-204.098878
166,-561.1420226,-1137.3588,-989.1792148,-545.5942619,-1368.98404,-426.8368549,-868.8816513,-1494.69468,-425.5903381,-368.8622345,-99.34431406,-675.4947326,-435.0209551,-199.1412854,-187.0444645,-965.1313989,-678.6632486,-226.640506,-780.1179303,-134.103278,-235.1840648,-249.4866032,-595.1722446,-1137.40033
167,-417.7272258,-1185.064991,-748.887279,-872.194662,-1412.885957,-341.6711125,-749.3582765,-1497.373843,-486.3669409,-331.7103149,-228.4621297,-422.9536136,-288.4937577,-95.28895136,-222.1131082,-1294.275049,-350.6689608,-489.5325872,-762.5097501,-205.205816,-306.1123439,-488.6775659,-195.3687182,-1260.614504
168,-251.9372102,-1188.396872,-858.9129737,-685.7149429,-1449.456942,-444.9139314,-536.8504606,-1490.960967,-406.3712714,-165.6630793,-358.6725633,-448.0512118,-132.0656468,-132.7289893,-252.1600277,-1214.943534,-171.2109975,-474.3305433,-707.6370743,-426.9600863,-473.2876734,-246.1813117,-201.3793798,-1299.244031
169,-99.74270187,-1225.810789,-1215.08939,-799.4043765,-1309.47598,-202.6600968,-838.7991843,-1330.154254,-489.2097979,-337.3427953,-196.6741517,-305.8900222,-840.4400927,-117.8427377,-191.6628606,-944.0971041,-728.7543476,-284.050572,-996.3435645,-589.8992926,-310.6852127,-309.656526,-281.3800149,-1385.668531
170,-246.8424853,-1276.144001,-1301.934839,-771.0531555,-1565.26072,-393.3642816,-720.0235177,-1437.471686,-1081.0308,-238.3220859,-136.7867727,-230.8403835,-575.1453545,-71.04096654,-467.1106051,-1119.481483,-131.4288475,-360.19589,-758.6806998,-441.2231627,-164.8335442,-313.6708861,-487.156212,-1355.363003
171,-516.3024491,-1393.299539,-871.7650772,-795.239709,-1450.887504,-239.9121498,-367.8536285,-1361.250221,-1148.472105,-161.3432697,-99.47402394,-296.5010561,-658.5278228,-346.5329489,-193.3910399,-1068.539363,-530.2149608,-398.701469,-273.0092479,-458.7366771,-297.1339027,-212.6460931,-331.2465889,-1301.500951
172,-195.6956647,-1159.861567,-807.4491349,-777.9040766,-1301.202139,-524.7669996,-308.7812568,-1467.138255,-824.6545895,-433.7823328,-288.8551043,-658.8877556,-537.4919706,-396.4074129,-263.5604274,-1051.259229,-196.9261209,-751.4104416,-818.7342049,-844.0811335,-772.9707809,-354.3877958,-215.8044711,-1253.480311
173,-203.6655623,-1287.028872,-1179.079115,-1276.975609,-1526.723933,-509.9877159,-482.6701151,-1351.134192,-597.1116293,-404.7528354,-412.8258168,-295.9497601,-320.7866225,-179.2315534,-180.9311625,-1334.776889,-298.6161895,-566.1725668,-1123.88861,-561.5370162,-372.2455617,-308.9909688,-190.1394509,-1158.894857
174,-119.8235475,-1297.392739,-1072.977892,-1009.645592,-1443.776467,-478.8464823,-617.9444872,-1366.265568,-909.6454335,-926.4176977,-479.4597815,-449.903909,-192.2968985,-752.7945479,-285.8857577,-1327.742785,-268.3395469,-230.3019109,-1075.845797,-563.9852575,-234.6826695,-238.1086398,-315.1833378,-235.9130107
175,-576.4988205,-885.9928576,-528.5059705,-1019.909572,-1574.568817,-371.9772109,-855.4987192,-1373.537235,-730.3305635,-766.8155606,-599.010867,-359.0162521,-370.4877234,-402.9363733,-221.2018905,-1297.299293,-431.2614577,-725.3481495,-1097.07601,-1062.100697,-589.7771862,-236.3431203,-167.2423333,-687.8323804
176,-576.2045102,-1230.26031,-1044.753344,-170.0419973,-1541.215637,-168.7027736,-141.9395967,-1431.544866,-700.7155066,-578.9743651,-508.195709,-355.2080002,-396.0622804,-128.5694454,-64.90598894,-1500.237876,-441.9376588,-939.3389051,-1300.557087,-1272.924713,-1055.00957,-556.2554988,-132.682651,-687.9371407
177,-267.9010793,-1306.304754,-1284.178574,-642.6265544,-1452.619521,-302.4016526,-204.9611855,-1470.75147,-986.4709441,-211.2648809,-271.7764104,-264.4344761,-645.9901097,-134.7129414,-461.7398331,-1314.492204,-506.7744994,-1086.855999,-1193.200762,-785.7375163,-642.2926727,-870.5925938,-255.9935194,-905.4285261
178,-217.3035611,-1368.429011,-1256.692219,-646.8525494,-1466.189433,-484.6418725,-389.4251436,-1311.597971,-991.5652669,-415.6584622,-716.8113269,-321.5360134,-978.1152869,-244.3353087,-360.8261139,-1191.159259,-1080.073377,-971.6123526,-1390.738215,-693.9796162,-301.3610168,-1005.105921,-156.5908667,-901.2097887
179,-284.011342,-1170.7085,-585.1729253,-424.4942189,-1603.467345,-408.2410633,-138.1108168,-1235.463779,-101.4962435,-196.9088598,-135.2127013,-97.36527414,-610.4064272,-131.8707817,-495.573541,-1183.195772,-1344.343232,-755.6040757,-1395.052694,-849.8395838,-174.5813911,-375.7545842,-260.77206,-1228.224415
180,-157.9370138,-1341.648058,-1052.593499,-793.847119,-1482.435596,-535.2444227,-1025.924273,-1245.822131,-751.9321099,-237.2069002,-376.7751973,-296.6078498,-926.3597677,-193.6685562,-365.5085136,-1182.943588,-1306.3647,-747.8282932,-1164.827266,-952.9769077,-213.0139992,-628.8156431,-262.2949498,-858.8001349
181,-179.1070615,-1181.139563,-945.0489269,-1050.110533,-1321.737157,-446.3060414,-763.1367394,-1079.64555,-488.4816257,-447.7640486,-317.853175,-247.6600384,-819.0348542,-166.2706986,-487.3516384,-1316.513966,-269.943754,-295.2433987,-1437.07044,-242.065032,-134.9255506,-808.6356774,-324.1073594,-938.683819
182,-159.5390259,-1429.775126,-1125.693513,-1281.507694,-1436.409235,-332.2437398,-1145.432501,-1216.799138,-1278.713109,-395.8047034,-325.525124,-227.4767658,-775.5343519,-299.7982071,-188.9384651,-1252.293939,-327.6400039,-338.2436847,-400.5567133,-873.2250308,-134.5323192,-603.1501795,-363.0803176,-1208.785776
183,-190.7426618,-1339.237261,-291.2532013,-564.8848537,-1442.222582,-266.668999,-1143.622391,-1177.785358,-974.9131987,-312.8550235,-265.4738435,-315.3599824,-400.1311298,-191.3176094,-292.2196518,-1249.667041,-195.0193078,-677.578216,-829.6122744,-750.1540466,-417.2118544,-739.7628914,-359.3386585,-1260.842912
184,-203.493,-1262.595713,-776.9521215,-765.4598269,-1409.651864,-470.7475796,-485.7843397,-1227.862208,-997.8503566,-225.2107191,-303.6287612,-197.4068044,-482.9760709,-135.261276,-402.1227271,-1402.565178,-397.200134,-642.3339369,-1128.278983,-308.2432211,-575.5204796,-961.365117,-330.6187609,-1197.838255
185,-221.7088632,-1415.71365,-800.0851521,-911.2779852,-1528.336267,-621.5741655,-671.5917483,-1177.026377,-830.7206149,-229.9657981,-454.9164788,-369.7359103,-633.4483684,-163.3698006,-608.333015,-1418.334703,-417.7991256,-561.0300638,-712.0187854,-342.665821,-405.7654604,-477.382087,-322.7135273,-854.1800512
186,-252.5467377,-1272.16769,-358.7836938,-879.7551891,-1470.144775,-472.215532,-1087.862751,-1352.839994,-874.5375368,-245.1200486,-407.9782149,-313.2109041,-658.6869492,-250.7073791,-520.3866495,-1233.172074,-268.6727284,-282.9388213,-1126.719744,-535.0706426,-571.2324282,-165.0769846,-324.0757104,-1081.94546
187,-244.4619678,-1287.088692,-1120.02942,-1197.943294,-1557.821026,-134.1118525,-310.8605857,-1161.881603,-1042.902857,-660.0077045,-384.1383945,-313.4714657,-161.473033,-309.0482804,-536.4100773,-1077.541259,-687.9752358,-449.4096902,-1362.469934,-363.1774344,-251.2791308,-265.2727159,-523.7489123,-563.2763491
188,-127.6209471,-1345.141861,-1197.109011,-381.89852,-1458.859656,-546.8708067,-582.2325993,-1423.043986,-690.0141651,-697.5526005,-306.728585,-532.102269,-323.2604699,-297.6614085,-494.5948029,-1306.357934,-724.2065986,-263.3748335,-1418.625623,-352.3429377,-442.4204187,-548.0684814,-468.8259816,-386.6210259
189,-126.4109021,-1218.638099,-473.3755826,-535.5963784,-1358.265971,-368.5298576,-581.1623215,-1210.059458,-1080.803419,-191.7046855,-353.1822286,-264.191154,-445.2624469,-525.8079828,-599.975248,-1324.177216,-1429.575841,-506.0351415,-1494.540312,-1204.363327,-492.4886927,-695.0231656,-525.3291968,-213.7574754
190,-157.7366104,-1265.67369,-1087.071689,-591.8352775,-1416.074897,-380.9928251,-245.8838686,-1293.600868,-568.9354679,-429.5652178,-418.4869011,-520.7915805,-620.2240666,-535.909603,-165.7889706,-1309.8947,-1173.564089,-404.195915,-1384.591607,-917.8219265,-605.6196909,-201.7125842,-497.3124038,-614.8913968
191,-182.773769,-1252.151748,-1114.229483,-611.4863859,-1468.678713,-338.7685796,-381.3876707,-1341.907933,-534.6587151,-360.412518,-242.3441227,-368.1681332,-218.527531,-203.6826365,-431.5162448,-1181.121987,-1051.794489,-654.2536348,-1328.26892,-726.401315,-649.5123511,-688.6900141,-554.3486452,-597.2394379
192,-219.9734887,-792.1975964,-967.4073997,-1027.511773,-1350.461282,-374.3133993,-508.200322,-1255.576129,-478.5475374,-200.0749448,-245.4397892,-587.8646488,-228.5429153,-538.2194948,-226.8729745,-1383.02646,-845.7974967,-843.36675,-1305.286863,-615.9349586,-689.9173188,-688.6695381,-484.2819243,-711.0897264
193,-126.9189047,-861.8007462,-1154.706994,-744.0041179,-1449.267138,-620.0059181,-421.5954095,-1391.598818,-861.7407398,-497.062706,-244.7517933,-939.404306,-196.6219899,-739.9883951,-330.3917718,-1252.382824,-621.7986791,-604.8964188,-1492.752778,-315.8110155,-203.8560601,-464.9342873,-264.3516562,-728.9397911
194,-254.2712856,-1064.568426,-1144.600391,-978.7655621,-1218.032048,-594.8080954,-240.4134407,-1217.520426,-536.4079958,-324.4742492,-333.0446349,-495.2322755,-292.7017813,-615.0096791,-302.593851,-1166.03554,-583.4023034,-635.1584911,-1413.453392,-1339.48886,-367.4219628,-571.0633824,-526.182988,-663.1200195
195,-290.5413943,-1184.463131,-867.572372,-1007.748918,-1492.808505,-947.4434496,-624.0748634,-1115.370551,-1098.594891,-502.0873558,-237.4168903,-578.7204795,-711.2525877,-569.9579146,-232.5972794,-1199.585274,-566.4932093,-268.0892853,-1398.596409,-408.2382356,-270.9883218,-400.1385643,-410.7397683,-615.6764886
196,-243.0410992,-900.7514634,-548.1470325,-788.5076867,-1613.595763,-987.9094024,-239.8599516,-1178.762668,-802.545476,-521.9476636,-135.2377037,-546.6491517,-194.6963697,-338.9826412,-272.1168142,-1404.967885,-785.5339328,-133.2034697,-1400.440555,-641.9142296,-398.8206796,-318.6723555,-455.1322599,-311.6018508
197,-225.1187172,-979.9815467,-417.03854,-1124.381939,-1387.510575,-521.8657633,-273.227846,-1232.711374,-495.4352384,-542.3871577,-101.3719709,-832.146632,-197.3155694,-309.817745,-332.1105073,-1018.284579,-702.653685,-161.323423,-1469.474696,-778.9049002,-439.8564315,-243.6307435,-577.5631665,-662.9849158
198,-396.7815408,-1140.903833,-1099.280305,-1146.974602,-1155.935562,-879.7133928,-547.7862002,-1028.55555,-764.6223693,-555.9910026,-234.986331,-731.8545704,-195.4435817,-207.8600845,-435.3018795,-1182.614145,-755.2678266,-230.0065452,-1331.297355,-470.9566952,-278.276861,-375.6779444,-200.8658479,-275.8543676
199,-172.7101803,-1037.845344,-815.9659049,-380.0500854,-1383.453429,-659.8416834,-653.9350852,-1211.489036,-847.8997454,-231.4649805,-517.8569127,-709.4401976,-375.8470642,-272.1094081,-646.1444447,-1281.085027,-1246.604447,-135.7986396,-1384.137425,-582.3262943,-625.4787361,-298.1045838,-665.6141355,-582.6945824
200,-296.2390763,-1236.74973,-866.5696304,-716.2321745,-1393.09931,-403.9280873,-573.1058763,-1137.200293,-1140.762063,-330.956782,-500.2571331,-929.3996646,-217.2080561,-308.6781098,-643.3252692,-1278.36291,-887.2618812,-609.6715185,-1475.118877,-519.9222726,-734.0345253,-296.6798502,-957.7458367,-554.301771
201,-261.3757963,-851.1967671,-855.2793838,-459.4732904,-1587.209685,-953.8783579,-884.699924,-1180.359195,-280.3889857,-639.8421629,-70.65096693,-674.6921589,-363.6069178,-203.1407535,-885.1289157,-1214.323427,-883.9697145,-521.9097476,-1382.14452,-670.4656591,-779.9817587,-469.1157604,-505.2505597,-536.2433878
202,-290.6891138,-1253.304718,-936.7645045,-694.3113535,-1396.00698,-104.1920004,-977.8272344,-1173.288975,-574.4731337,-457.9253326,-141.1960889,-414.7636641,-97.9117756,-236.9045422,-451.9815953,-1211.471121,-1327.346831,-645.9603642,-1416.104672,-786.8033132,-646.897931,-239.067391,-600.0745726,-591.1636161
203,-262.4384873,-1306.806711,-995.715608,-984.1276139,-1328.123581,-598.3787246,-1106.846626,-1265.244168,-558.4610436,-359.3724201,-253.9893725,-378.0026427,-97.73406589,-106.7867198,-326.5490546,-1345.790768,-911.005532,-520.6578874,-1208.250911,-577.0911566,-1058.366005,-99.51437341,-584.5112706,-779.5236561
204,-169.0887107,-1363.451965,-356.0058061,-902.5832486,-1145.78719,-671.8284333,-1162.637889,-1091.689538,-469.995414,-457.567276,-204.8855553,-484.3339333,-308.4418438,-98.30010699,-796.5305977,-1201.641576,-1316.692847,-233.0009539,-1110.928266,-1050.156036,-583.8656433,-833.5065093,-397.3238065,-601.6274969
205,-170.5186855,-1422.62878,-1011.226199,-1053.875237,-1507.159795,-166.4502503,-741.7305658,-1165.832695,-383.2699461,-504.9965082,-534.7967054,-555.9124568,-131.0848882,-193.6729218,-415.900223,-1317.044208,-732.2858295,-294.2728179,-1420.067833,-1164.68686,-944.2429247,-327.6865911,-633.2235644,-488.9222391
206,-257.8136443,-1088.93789,-1281.746365,-742.9753278,-1528.586285,-511.4033862,-170.9402768,-1156.586775,-631.9770019,-669.9343686,-256.2919484,-234.8961428,-131.6995055,-158.7345223,-445.3046919,-1223.826851,-789.4656513,-130.8592048,-1458.221663,-1168.376906,-344.9640549,-627.9434698,-240.1123177,-644.7236827
207,-410.2210878,-1153.816704,-801.5159729,-622.1297985,-1412.787858,-685.0617193,-877.136582,-1057.053682,-1087.48739,-636.6705766,-264.3328568,-976.8311178,-585.572539,-285.7622353,-462.1005603,-1302.653248,-672.9018551,-172.1690546,-1303.918893,-959.8992555,-809.0800498,-371.1474756,-234.3726687,-1206.920896
208,-378.4830226,-1337.911559,-1120.834943,-751.4429379,-1493.738105,-541.640321,-577.8176585,-1171.928395,-204.48119,-501.7309721,-741.8638679,-454.376808,-810.1904025,-140.3445011,-287.7563646,-1425.284497,-715.89407,-266.4792362,-1421.372639,-1042.942349,-494.5789874,-197.1416505,-331.4445147,-795.3482778
209,-263.3883139,-1323.688512,-990.426176,-1139.411604,-1493.138242,-474.4536926,-1031.080254,-1162.055105,-762.0912595,-477.8740419,-354.4030133,-750.3515734,-652.1122273,-230.726746,-226.3184953,-1426.952912,-979.8656302,-291.1113025,-1285.405328,-1105.407946,-334.8333709,-70.20581777,-396.6895992,-532.3324715
210,-229.197222,-1106.416785,-643.6946217,-868.2932046,-1381.988972,-604.9373801,-990.0611356,-1041.846749,-752.580618,-503.3558625,-326.2300416,-623.077854,-440.1226143,-66.48854389,-663.7593738,-1423.902203,-902.6982697,-308.9048324,-1378.857542,-1014.214789,-486.4848487,-260.9374475,-777.6237293,-564.1241152
211,-139.8382185,-1017.717076,-957.5004055,-1120.802006,-1528.348544,-257.3293338,-833.0258921,-1115.686679,-766.0629917,-575.3505881,-455.9223548,-735.9256902,-1194.869064,-469.1978719,-199.2012227,-1410.032174,-948.8078394,-130.8317947,-1383.850885,-1009.379155,-426.203382,-164.2435995,-568.6694674,-715.4414748
212,-383.3609696,-845.1141104,-948.9058683,-878.8908249,-1406.610655,-163.8851729,-990.8695661,-993.4701442,-1160.060051,-71.65081689,-435.2086627,-914.2365754,-654.1912121,-298.6471947,-317.7289588,-1390.649323,-775.182577,-483.2901702,-1447.52466,-1159.784138,-336.9544427,-99.56830307,-531.7918599,-718.8641516
213,-521.3104378,-921.3816356,-971.2524384,-1098.029779,-1401.863373,-478.3338979,-897.2651811,-1201.574045,-636.5563235,-232.3034062,-406.2430316,-734.5931187,-1236.921865,-363.2742846,-197.3607965,-1404.13134,-936.4601143,-464.8664077,-1430.659594,-952.9179243,-818.8765347,-519.6172537,-272.5835818,-727.5983366
214,-610.8197475,-1184.398636,-713.2729327,-935.3230266,-1295.670127,-534.9824937,-930.3788413,-1103.046731,-532.6493758,-130.9992351,-702.6994752,-767.7549402,-989.3148657,-228.1163344,-281.5432987,-1501.305465,-826.4582769,-373.8736016,-1484.225554,-1111.95375,-709.2192135,-370.91286,-284.5721308,-633.508163
215,-278.8451332,-906.5677671,-1353.657932,-906.9923615,-1377.424702,-846.6530649,-741.607197,-1173.645438,-966.6509491,-554.5875013,-651.8084348,-442.0262246,-807.049864,-66.97072994,-498.5009662,-1454.90121,-781.4079006,-371.8268015,-1592.762645,-807.1777566,-549.5357887,-351.9007336,-585.5452821,-702.1908423
216,-188.6197744,-812.5904969,-1028.252417,-335.948751,-1437.038644,-300.1658574,-628.4386712,-1121.419919,-897.2632106,-252.841735,-550.3170854,-239.785066,-1210.594944,-238.8643304,-236.8206487,-1190.043779,-892.2190391,-450.9036505,-1416.924049,-1072.147951,-500.808344,-472.2701408,-525.6779841,-1114.616216
217,-160.2472852,-1292.670455,-1240.295815,-365.5256648,-1470.659053,-616.5805616,-1054.072781,-992.7198229,-956.1368991,-338.5692041,-603.7539305,-679.3395687,-738.5690671,-227.4676964,-133.2850008,-1454.422734,-851.0973781,-432.7965979,-1356.339407,-1282.91482,-501.1436881,-306.1449965,-749.1084333,-1259.568134
218,-367.7136699,-1479.536427,-1402.729479,-876.9709948,-1410.556614,-887.2659775,-791.741978,-1222.816309,-807.8421708,-249.2728702,-238.4770108,-527.0280472,-389.3632922,-129.2535919,-235.2819064,-1379.824573,-731.0025556,-572.2183185,-1471.839941,-1087.913083,-686.6831542,-501.698965,-568.4110226,-902.4143214
219,-144.7411717,-1293.577985,-1297.733248,-412.0980189,-1396.896339,-709.4629436,-436.1269572,-1086.184163,-548.2579726,-188.2395384,-401.9851605,-448.6175075,-668.0648372,-223.4046221,-170.3519243,-1208.398471,-673.0768625,-237.3443422,-1283.577281,-1033.058414,-625.1919922,-512.5291486,-1105.549752,-1267.295765
220,-1344.162348,-1197.059724,-1320.397276,-850.8134898,-1460.858447,-991.608833,-678.6960306,-1224.786612,-265.0608377,-463.2183323,-373.5922108,-389.2396342,-976.1543929,-191.0592167,-103.3636003,-1307.431058,-402.2357851,-465.6310404,-1454.292636,-1056.176872,-433.2829318,-511.7635324,-469.6541766,-480.9421792
221,-907.8703041,-646.9368222,-737.1643001,-610.2168626,-1370.613384,-886.8978391,-440.2115805,-938.2056801,-417.3481157,-472.2847702,-388.0459311,-559.4860501,-358.0533825,-358.8918724,-34.16115082,-1385.065069,-484.988042,-271.3185679,-1529.264835,-1174.389287,-908.311452,-474.023366,-894.4893967,-886.2934823
222,-291.4004506,-1212.106073,-987.9387486,-907.5473997,-1218.123457,-588.0804846,-557.5805933,-573.4627091,-350.285136,-274.1085554,-286.1932338,-105.7105716,-929.1546306,-218.7590424,-243.1354748,-1381.203251,-680.471592,-273.8231957,-1482.691364,-1161.151388,-589.8348,-347.25502,-702.3331614,-546.7800981
223,-130.6649459,-783.0107483,-658.529987,-1014.294406,-1497.396101,-341.4940625,-844.8156926,-700.6268728,-519.058723,-342.884721,-259.6943912,-646.9889744,-992.7708756,-193.7152467,-166.7975282,-1373.364341,-403.9822379,-204.4156157,-1530.116616,-1248.425419,-649.1733598,-303.5097818,-593.6264002,-656.5205925
224,-267.1441355,-1138.021844,-990.2598067,-1000.470074,-1549.793583,-229.4777145,-473.7266595,-944.6574206,-990.4544278,-235.9776269,-205.1325384,-875.1335372,-1026.283149,-200.9824334,-169.5871192,-1387.940977,-405.5885701,-272.7200756,-1490.682094,-1035.007069,-957.9748103,-245.2541067,-306.8990085,-993.7387408
225,-458.8399682,-1060.095299,-961.2484687,-821.0738696,-1439.931246,-375.0533757,-317.5632267,-312.7511774,-640.4336026,-554.0747638,-205.7984195,-1018.578126,-979.3475319,-166.3142939,-540.1376293,-1240.483224,-657.9952585,-344.7280983,-1500.846153,-1090.615405,-782.0522343,-136.7288366,-439.3069392,-956.885852
226,-161.8827015,-1235.024593,-1081.568183,-824.8706672,-1367.035257,-168.7648175,-561.1816418,-711.4577192,-819.2935095,-408.0604393,-240.1814534,-137.5165965,-1091.136181,-100.2250849,-263.6471516,-1176.119398,-385.5084555,-382.103576,-1519.299261,-1143.465568,-507.2348502,-168.1853078,-305.5549652,-546.7151208
227,-242.0586706,-651.1158748,-586.0886866,-772.7476391,-1404.222457,-754.5861424,-577.8143969,-660.6116066,-652.3775103,-358.9681788,-129.8735633,-289.8602345,-1670.812379,-326.0752864,-300.3882523,-1338.546631,-308.0840001,-272.9813399,-1508.158063,-1179.195089,-554.483189,-411.6508429,-267.8677218,-604.1878933
228,-527.7589525,-1246.998478,-936.4966019,-448.352199,-1620.004364,-975.4687289,-722.2438337,-65.98241761,-609.3258226,-470.5513152,-250.9674391,-235.6943563,-1398.085589,-608.6776977,-165.1560235,-1127.014404,-431.5400895,-545.3273379,-1475.289861,-1224.688107,-454.3850145,-427.9807684,-191.5458673,-873.8065162
229,-683.3742742,-906.1511075,-1247.983438,-836.9567957,-1303.223174,-545.277909,-732.8817628,-1389.499331,-880.7221785,-371.9703257,-67.3376391,-618.6809524,-1046.854594,-235.8660605,-459.6297085,-1222.369304,-385.4444482,-552.1879404,-1466.960647,-1144.883188,-515.0708152,-337.0505117,-137.4191404,-688.8089393
230,-558.497889,-886.5263257,-740.184466,-797.1381889,-1441.910417,-504.378005,-1026.033856,-592.4908005,-1035.89572,-363.2915325,-150.6682697,-391.4059312,-1053.988624,-332.4837874,-191.1632113,-1082.888495,-395.1689471,-439.8488043,-1531.724016,-1133.840604,-431.7126848,-469.1465067,-379.4608267,-1185.710593
