batch,3rcvdvj9 - Epoch-avg,14wxldb2 - Epoch-avg,1mr08dak - Epoch-avg,q4vinlo0 - Epoch-avg,oj8q7z76 - Epoch-avg,2sezzrdx - Epoch-avg,9nrq3cnl - Epoch-avg,1n5j2rax - Epoch-avg,ulz3jb12 - Epoch-avg,1coy3mr5 - Epoch-avg,rr54n2f4 - Epoch-avg,2jqw6lu4 - Epoch-avg,363f3lmc - Epoch-avg,14bzgdj7 - Epoch-avg,2olfyl92 - Epoch-avg,k8r8hfnx - Epoch-avg,cn09x2es - Epoch-avg,mdrxxfhv - Epoch-avg,1rr22ns1 - Epoch-avg,2ruvh68i - Epoch-avg,1scdq7h1 - Epoch-avg,1hmh5gtz - Epoch-avg,3eo79fbn - Epoch-avg,12oto9ps - Epoch-avg,1os5wnh5 - Epoch-avg,1ey84ffm - Epoch-avg,2hip33eh - Epoch-avg,t3m35g3g - Epoch-avg,37r342ur - Epoch-avg,24pbctuu - Epoch-avg
119,-195.3528675,-1132.78159,-373.9070074,-481.3700225,-378.5891868,-863.6833471,-373.7322318,-224.3330595,-625.5106049,-214.1080041,-334.4016017,-207.7542879,-294.6489738,-291.3893234,-704.9252954,-265.9562812,-299.2256706,-669.3853632,-208.4013543,-319.590837,-455.7629743,-289.0310474,-212.1394326,-425.7027929,-824.3701866,-616.7702426,-1107.747008,-254.2960326,-350.2536602,-175.3808153
120,-201.4701267,-1150.340934,-837.7543609,-208.045191,-445.3956327,-540.788982,-194.5844519,-240.1850474,-488.1841478,-906.9575594,-346.9552957,-284.6321177,-211.2155553,-241.3836202,-1052.725274,-176.9244514,-649.8504344,-363.256098,-257.7851893,-873.1611932,-508.5860138,-207.7663154,-731.6579281,-412.4476177,-209.5571384,-537.7507113,-1197.359928,-389.7144657,-505.8692333,-360.4350605
121,-304.335199,-700.0223981,-329.8249034,-205.8978531,-406.064486,-324.4999084,-355.2068729,-438.1852718,-390.0423635,-844.6698411,-413.7664438,-726.7470233,-272.5317204,-326.0387951,-712.0485485,-162.6897423,-764.8127843,-293.5881905,-345.7916883,-503.2168614,-268.789541,-429.0829486,-409.5726057,-224.6855426,-381.1991629,-343.086974,-1145.973545,-243.9805077,-252.6752038,-355.8336029
122,-391.6950366,-1224.395676,-268.5054543,-607.2963732,-370.0656585,-622.3419515,-324.6237746,-317.3620021,-248.059955,-905.0572764,-414.215071,-485.6673074,-255.473404,-277.853315,-1002.662433,-487.425273,-681.3283382,-337.1095242,-311.3360221,-874.5323799,-225.9175594,-536.693856,-369.961468,-458.2145694,-306.5262761,-423.8362713,-1104.956509,-236.2668769,-244.787925,-621.7436183
123,-592.0813687,-1111.171232,-818.0519983,-258.0003922,-255.8923098,-773.9767132,-344.2255263,-544.5690909,-289.9302756,-750.3440543,-343.2499889,-254.6273145,-388.5250358,-161.7609849,-233.8065454,-415.1168202,-569.6894151,-464.8581515,-228.1356769,-599.222713,-267.1692891,-237.3612833,-348.6576841,-502.8685563,-229.0316929,-574.9336787,-924.6239393,-214.3038906,-188.3520993,-278.4463256
124,-336.4687912,-1129.187024,-527.8815877,-204.7300541,-322.7137283,-423.9878681,-247.1780494,-484.9326153,-487.9036362,-212.6056852,-329.7543125,-412.0635922,-210.1519058,-268.5610798,-393.9373731,-401.6543152,-560.3248165,-155.5835328,-227.6415411,-813.7945372,-259.6298977,-257.0237533,-243.522466,-441.1772007,-476.7425184,-614.9427024,-752.2560163,-258.1782936,-288.9903702,-190.647422
125,-228.1120191,-1153.697212,-233.6046048,-282.4020623,-281.276528,-537.9036098,-348.8247203,-430.0958601,-291.7702954,-313.789835,-350.6109135,-411.5618052,-255.6338049,-209.1853212,-257.9859332,-196.1337907,-492.2113404,-210.1503067,-361.3998506,-465.3619628,-265.1999954,-263.6032325,-176.8092729,-482.2843114,-277.171909,-925.109186,-1095.696388,-195.4200835,-263.537423,-254.3775541
126,-421.2156324,-1194.312065,-231.7165584,-336.8829572,-700.6316252,-481.0762272,-392.3818735,-421.4307525,-240.6203492,-460.8694018,-637.5271029,-257.7140718,-269.316492,-220.3945274,-282.7513276,-176.2226711,-518.4719089,-230.5142629,-323.8301302,-341.10019,-371.2736689,-398.6110021,-158.9174064,-145.3318009,-145.7909915,-954.1417552,-1044.529737,-306.5482822,-354.126324,-248.2223899
127,-674.4404351,-1177.118629,-406.4148175,-236.8006317,-291.6497872,-569.1124921,-281.5509735,-231.0539844,-446.905941,-466.862284,-609.2348663,-287.0293966,-207.1345741,-222.7910155,-404.2825971,-297.5503013,-625.6405132,-210.5384239,-261.3544242,-358.1578561,-195.7164378,-141.5133307,-259.1700648,-429.9326035,-321.6508415,-554.1301424,-897.6845583,-250.1535202,-285.9617263,-211.2217717
128,-1100.33997,-861.2895327,-865.9749346,-258.5881273,-341.9083221,-372.5195404,-293.0313653,-298.1998704,-520.3376434,-805.1651198,-610.1485544,-254.1736617,-232.3963866,-273.9368108,-332.6662657,-303.7922585,-816.8436723,-443.2428023,-355.1931887,-821.3043262,-231.3543863,-142.1908381,-238.2897301,-423.4138345,-274.2536091,-580.7134706,-769.380684,-148.4042579,-363.088585,-196.1172735
129,-1199.639907,-831.2770087,-189.6729533,-206.5170046,-401.0380112,-500.9984699,-306.743734,-334.7285799,-491.0306103,-719.6232847,-691.8801916,-224.0081753,-208.3275828,-205.6068465,-415.5757348,-210.6759068,-790.2756983,-328.1678915,-377.6424077,-687.0417099,-228.5165633,-394.1935135,-258.0421654,-556.5473661,-369.0681667,-367.6540255,-833.8076271,-465.5262592,-444.1870511,-248.9683537
130,-1141.82637,-851.1254758,-148.0297141,-225.5418307,-456.1594261,-514.2060176,-209.9640817,-306.7435217,-211.4771394,-561.8596802,-512.5591781,-127.3623132,-220.6630661,-287.3530347,-336.9863495,-358.1827754,-516.1812213,-264.4118369,-627.3250166,-541.6769132,-451.2397896,-288.2358391,-351.4892703,-403.3421995,-225.2792239,-227.0588359,-698.9026753,-529.2281888,-189.1966743,-176.6927809
131,-1213.723952,-750.2938994,-533.4388428,-238.6699076,-225.5093298,-617.5354747,-231.2812305,-359.9498911,-160.3647027,-798.1689532,-622.6203711,-159.8710994,-493.9550812,-288.8819779,-312.6184801,-191.7181243,-645.0998687,-492.26872,-653.0977913,-606.8353783,-302.3236374,-288.114841,-419.1282538,-592.6538754,-334.8880101,-257.3315818,-662.6088237,-482.8591464,-228.3887339,-229.4802375
132,-1363.474057,-567.6389075,-259.0069751,-340.0987869,-410.9895221,-634.6119597,-533.8243351,-534.7231647,-227.3201908,-778.9487391,-480.5086333,-240.0454232,-346.9704456,-632.6674263,-426.481831,-132.2470688,-493.9536414,-431.0661457,-257.5640294,-558.9567528,-456.2121345,-271.3052342,-384.9382684,-659.1852039,-341.5172353,-462.1640321,-431.1021818,-531.378993,-309.6822728,-219.4073493
133,-1173.218837,-745.6394146,-160.3118816,-217.8719778,-422.4171375,-436.9693531,-345.6642676,-293.5834329,-562.825822,-821.6637397,-392.9233037,-230.7459466,-472.2895229,-396.7878542,-621.1867549,-374.382123,-674.158281,-603.3921628,-341.3938393,-441.5248097,-360.8426156,-409.0617418,-283.8040319,-326.0807825,-293.332046,-677.9377185,-504.1042889,-273.3717529,-342.5956776,-173.4433981
134,-1297.768041,-846.7290309,-262.4173328,-190.9192619,-226.5892349,-856.0036133,-378.5330374,-383.6394627,-303.9158096,-814.1450066,-265.2447105,-406.754726,-159.9238188,-471.2747234,-838.7016371,-288.1913428,-710.2082216,-848.8396168,-1097.02791,-439.8772493,-539.6979661,-222.7598696,-320.6933257,-395.9627746,-255.7029832,-624.6574674,-1035.539094,-452.410873,-233.6005671,-262.4474369
135,-1265.22208,-1009.781061,-204.3505754,-435.3492428,-260.58638,-609.2400318,-344.3219743,-253.2866068,-177.6907098,-856.0792458,-194.3421503,-225.5129332,-253.5650451,-345.710554,-568.8293149,-227.0556529,-667.7659656,-740.4729474,-959.0697107,-590.4862131,-246.9050668,-446.1573629,-508.3007622,-259.5955135,-177.0699228,-683.7673524,-893.1502833,-327.595215,-217.3829087,-203.4998719
136,-1095.686559,-906.5318341,-156.4592055,-239.9869332,-881.2630389,-584.5475675,-212.7224078,-237.6248679,-179.5716038,-982.4476622,-225.2839981,-406.3449745,-300.6623593,-586.6296743,-803.7291183,-241.2858792,-571.7464067,-632.2979523,-636.7690688,-540.0361959,-363.7249186,-215.2659436,-524.8034863,-115.7666452,-341.5272809,-610.4790629,-753.5386913,-368.9078323,-388.1940446,-156.4731856
137,-1117.379964,-1085.11207,-141.0972599,-234.5728858,-245.9585815,-651.952014,-301.4724837,-315.1542907,-265.9447827,-974.8561027,-279.6303266,-321.8941309,-242.5156117,-314.367771,-498.0996693,-491.5837049,-557.4820053,-294.9841135,-739.6680629,-360.4592257,-249.3320277,-212.3111456,-386.6154049,-315.3108546,-223.0788838,-776.7866072,-595.6662118,-415.4089722,-203.9216429,-183.4347395
138,-1174.917145,-1128.172494,-437.003616,-240.0359434,-212.7208785,-343.001522,-414.2016342,-380.8996237,-194.3566991,-915.7867685,-328.383573,-532.7694118,-352.7958065,-471.5767751,-285.5619029,-225.701156,-687.6414419,-485.3710273,-614.7881306,-227.8712911,-886.5999342,-176.4059575,-386.2972532,-212.8671614,-338.6423518,-1060.228828,-627.1513433,-312.2308814,-188.7349971,-287.7884826
139,-1186.951465,-1004.435826,-305.185539,-209.1661242,-187.151417,-492.6927331,-443.0009877,-648.9389994,-207.0368476,-900.2334747,-429.134718,-571.1923822,-332.2287251,-466.7277315,-341.5580879,-614.1959634,-427.4373094,-560.0429522,-614.553064,-223.0668178,-542.4517741,-351.8651967,-357.9359993,-183.1997847,-398.8235021,-914.4624929,-675.2655245,-316.8998682,-207.9208096,-256.0397389
140,-1286.204364,-707.5079316,-323.7623916,-268.5117497,-227.521893,-327.8118042,-450.1491196,-620.2756474,-310.5071529,-345.7248141,-198.5679245,-766.1220492,-208.3045281,-567.5697602,-380.0986466,-632.3232551,-570.2441142,-516.1092209,-326.1498824,-199.7215889,-569.9360785,-528.8620757,-205.137396,-207.0592471,-192.2870363,-914.3920136,-696.4294994,-207.7199586,-174.5032414,-270.9384747
141,-1270.928584,-1051.483363,-228.5243774,-209.8259946,-244.2022765,-505.7892218,-242.7569033,-656.7657002,-162.7777976,-762.2965107,-145.6915801,-212.9529081,-222.352921,-416.0182335,-262.181696,-672.1454534,-555.9722659,-566.786391,-798.9383259,-321.8613373,-712.6948289,-346.0628162,-322.7632563,-165.8909086,-488.4864708,-842.7249458,-695.439395,-339.9612297,-349.4839897,-295.3993757
142,-1330.374614,-1054.302926,-213.6565554,-204.6991842,-177.2349656,-384.4537481,-509.2339722,-271.0290827,-230.236421,-693.832979,-245.4455575,-226.9754582,-361.3219346,-420.1786915,-342.8542652,-394.9280204,-635.1967286,-546.2306643,-705.6492357,-220.324916,-788.7748162,-449.6271026,-177.9576823,-328.40862,-514.6852835,-649.9783948,-807.2096764,-397.5489369,-244.8373926,-233.8107276
143,-1318.471478,-1197.954917,-248.4968031,-347.3547599,-199.7744936,-475.3485216,-588.3905221,-243.3656173,-357.3545905,-467.444317,-286.8979127,-252.1422839,-272.9958269,-329.0172006,-396.0745512,-577.7174953,-618.3630751,-510.2364895,-544.0654157,-289.8616124,-478.7765738,-392.2607417,-268.5563928,-228.5828038,-297.7056415,-251.5682645,-889.2267569,-290.9822677,-216.370001,-141.623208
144,-1414.465002,-1160.248824,-246.9625127,-413.0344354,-425.9612182,-609.9294098,-329.5994414,-174.7996639,-517.0432174,-552.9944112,-212.9985365,-424.6070795,-146.2858407,-676.4973177,-452.1891236,-460.7352187,-618.6797497,-547.476877,-1122.434301,-263.5444992,-459.5872476,-476.023471,-159.0478248,-245.3361066,-343.0761187,-494.827679,-733.7589043,-146.9045225,-141.7299645,-264.6438752
145,-1311.884777,-1141.464209,-244.4722333,-351.7193673,-213.733444,-490.0455346,-470.1046208,-317.5205855,-347.9562285,-892.3634664,-176.8011424,-533.489309,-251.9596585,-333.8683763,-541.9449708,-268.0286436,-744.5064965,-541.4199527,-535.3038624,-147.2327613,-358.2748482,-487.5891995,-421.9630635,-227.6992355,-273.0704757,-902.2540527,-697.1311698,-143.7036815,-224.9698223,-171.4824354
146,-1278.632008,-1017.557526,-212.1734754,-224.996755,-264.1450732,-403.9373688,-279.1200088,-221.8635588,-353.4307942,-552.6769793,-131.7161772,-610.9021429,-149.5474983,-227.1184898,-313.8662319,-254.0716853,-623.6550038,-704.8232938,-790.5353014,-572.2408021,-262.2313259,-499.3868443,-461.1882426,-656.5435829,-418.905179,-1208.222034,-740.2121738,-553.7818311,-292.5274333,-409.0388845
147,-1022.187024,-770.7932476,-280.5307114,-386.1956977,-222.5105789,-279.4936195,-515.3197216,-190.1435491,-267.8186102,-669.2813075,-226.0062945,-494.0835085,-309.224083,-386.068465,-336.7619452,-161.2869742,-573.6271537,-478.24634,-618.0945119,-545.7558863,-477.5708541,-290.5395587,-460.4608525,-173.7087028,-316.4972877,-492.8254758,-632.6695509,-649.1457401,-374.6830437,-590.8072792
148,-839.0497323,-695.3072746,-379.4070239,-451.5678129,-315.5666648,-365.701308,-1134.739387,-301.1134966,-175.7647541,-441.1836612,-157.1355483,-317.3528011,-350.5071962,-419.2424911,-318.3325103,-428.4414481,-563.8013964,-356.1114495,-939.8560166,-289.5003248,-206.7878008,-423.1463198,-289.6940408,-511.0585983,-242.7532555,-1055.883999,-801.8377375,-334.8461794,-156.6682028,-280.9390998
149,-850.6369273,-977.1804042,-515.7715072,-259.5187631,-373.0081506,-281.9262486,-577.4063272,-188.57414,-390.1861117,-196.3584916,-174.2441424,-151.6800373,-281.4037018,-275.5752645,-542.0976962,-265.2727753,-421.7298054,-394.1072558,-482.1257548,-716.9321535,-216.5298367,-429.4195778,-276.8737448,-422.9663041,-207.8504879,-881.8810011,-1021.84598,-109.3194192,-155.975029,-250.4063953
150,-197.0553051,-1110.818629,-508.7931537,-289.568724,-367.1369285,-334.6240238,-1036.978601,-224.6579084,-303.8364166,-327.1264454,-284.2825959,-278.0799548,-273.5658831,-259.4145367,-570.6809437,-316.1728339,-429.1621992,-491.7141688,-370.1415223,-661.3837443,-282.2658926,-282.1871678,-329.8869262,-445.8216394,-223.5685318,-1039.663709,-1001.968903,-157.2291933,-182.9421957,-218.7121046
151,-166.4219537,-1165.199396,-648.797774,-540.0870836,-319.5804308,-401.8005171,-785.9464959,-287.7080039,-209.3246493,-192.6277071,-239.7108761,-231.0416366,-339.0284583,-341.8600419,-788.7713991,-242.5453278,-694.9400808,-264.1342352,-574.0613586,-848.411539,-463.3794849,-411.1318552,-142.2820889,-229.6761522,-308.3496047,-991.0719186,-1211.81264,-180.0368329,-218.5437991,-238.9673997
152,-134.4672298,-1129.0736,-682.1249796,-543.6502068,-307.8754325,-450.1208416,-480.7083467,-319.1269029,-344.1018763,-324.6187694,-243.608844,-140.6546714,-289.1501716,-270.0643591,-762.579792,-207.4740907,-815.4347411,-282.8976613,-816.1280753,-521.7932621,-354.8225505,-404.771874,-222.1868084,-441.2008812,-218.9969631,-1239.910712,-923.7874762,-175.8716534,-313.6639064,-170.9538652
153,-228.6498787,-1144.3037,-575.2125566,-507.6285608,-489.4647692,-417.5343262,-261.5499961,-282.4645228,-388.3669858,-287.4643994,-302.9673546,-190.1678514,-307.2682172,-191.4700234,-296.2266605,-207.2151032,-534.5542066,-396.1693688,-469.267776,-534.7827896,-219.7731367,-161.620867,-192.5104614,-225.7794667,-365.8885306,-819.3168619,-809.5065301,-468.1611347,-274.6237195,-214.3034858
154,-169.4466528,-1159.702983,-672.6027899,-480.1622113,-552.0023263,-403.0414865,-262.6797567,-312.2644459,-306.0333965,-188.9708482,-254.7752071,-420.0566415,-495.672748,-476.1120483,-531.150759,-386.8094339,-720.1158972,-220.6596038,-631.7130825,-379.5601105,-347.4789185,-194.7102068,-272.6426083,-706.6293376,-355.8922284,-899.7715946,-690.0102792,-370.7012821,-732.9460851,-680.561159
155,-272.3804418,-1227.952162,-653.1000732,-241.1800837,-375.6313354,-418.9525143,-227.875788,-256.301019,-362.67232,-222.1936114,-306.3806158,-210.2395947,-616.2015654,-215.7156386,-550.8399791,-280.8752457,-461.5728041,-308.2217523,-624.7260916,-563.9292669,-461.607988,-279.1613645,-299.6044583,-226.0759746,-367.3612564,-622.3152662,-689.1653289,-227.3536684,-495.0071366,-458.9430541
156,-974.1231532,-1148.027052,-788.6052107,-272.5759172,-493.8273805,-277.3543133,-247.2818361,-188.6896633,-487.9641444,-195.2806745,-255.6402349,-223.2851426,-796.5908666,-115.5524333,-811.9198019,-317.4660355,-353.0394466,-202.6770745,-588.4890914,-275.5300741,-439.6524026,-611.4583286,-192.1415277,-301.333552,-424.2401859,-324.7756651,-726.9861085,-243.5680567,-657.8062355,-693.8070061
157,-537.9986522,-1307.056605,-572.2047059,-314.4799493,-716.3902063,-216.1514464,-194.0565332,-238.6146866,-302.4846594,-228.0790784,-357.3790996,-300.3610628,-431.528466,-126.6665989,-731.3051767,-267.4679861,-565.2465483,-239.7806506,-688.1813311,-376.2032826,-431.2540889,-374.2522053,-385.9892086,-211.5821514,-324.0589954,-612.4146546,-687.3079761,-194.61775,-816.3762373,-445.1816301
158,-726.4891359,-1273.720653,-772.4309431,-308.7209345,-494.842384,-311.2941015,-317.5962855,-172.9357757,-326.2621955,-213.4083555,-159.3357159,-329.6074468,-587.7783469,-177.1359195,-757.0466765,-172.1305642,-1174.027395,-311.1827691,-486.6477509,-434.7372874,-339.4308288,-238.2607042,-369.5218599,-174.5475529,-306.2105127,-653.6475217,-720.5919068,-209.4046221,-1278.507446,-336.1075662
159,-429.7989891,-1210.554365,-852.5785924,-304.0466403,-236.6865402,-363.1146457,-282.885021,-238.8891163,-330.058475,-341.9520103,-296.5661312,-255.3555149,-642.3708054,-235.3795184,-579.2778141,-193.9677982,-1182.461588,-360.850528,-422.3619048,-346.1939646,-457.0436089,-518.5097673,-305.4257111,-234.5265982,-239.9518349,-714.525396,-750.79823,-177.3894765,-1146.413046,-369.6328249
160,-453.0702721,-1187.386879,-792.0009464,-318.2491786,-182.6128203,-557.8455304,-457.9644395,-200.9299824,-162.1441606,-481.1299542,-211.4657667,-226.3594807,-609.2234419,-276.7460399,-577.1745684,-241.9507977,-1115.859255,-953.142127,-189.1921717,-278.4457986,-326.9353531,-217.0621249,-203.8412131,-313.3484498,-263.8873773,-727.6869654,-505.2983497,-931.3069473,-838.1787424,-846.4624953
161,-376.2058202,-1263.974126,-1137.109361,-312.3356737,-250.8211499,-217.9190113,-358.2635204,-188.3451402,-196.5346977,-201.1799021,-259.9504021,-297.9757842,-315.5890045,-399.9040709,-422.9528976,-219.3897198,-688.9418549,-331.3407876,-438.8993032,-201.0966973,-625.6745945,-184.470144,-271.1471558,-329.919735,-342.3356431,-394.4192411,-612.1088682,-217.093372,-1261.311734,-274.8314988
162,-495.7633195,-1281.420266,-559.678013,-268.2467939,-164.2762705,-266.6553827,-244.335444,-162.8897973,-225.362226,-175.2379329,-171.4749611,-258.7364968,-539.1700495,-312.8354814,-347.2368932,-258.7791199,-1000.077998,-244.0863765,-394.6161774,-257.9776591,-945.2345631,-637.7976084,-413.2771154,-288.8966164,-257.6908813,-345.0621913,-509.2346791,-80.23149676,-1283.788887,-621.3419262
163,-441.854308,-1160.879462,-1147.201445,-129.3656379,-499.3470505,-345.0409053,-404.5069368,-194.1817911,-510.3933222,-329.7383653,-225.7566972,-175.6234065,-475.5915397,-270.5014874,-557.3170808,-237.2740423,-1205.932501,-392.6276611,-532.557075,-435.7662707,-865.0400369,-311.1107175,-392.9648326,-181.490271,-259.6610518,-187.18289,-322.8138032,-144.7672517,-699.3242891,-155.5461136
164,-428.9114673,-1149.045032,-591.4389954,-158.4392477,-408.8030288,-382.1464561,-379.3861325,-170.1632767,-167.5810102,-464.1912778,-188.9893622,-282.6541302,-371.8176136,-371.0332628,-338.2146218,-273.8166129,-1156.731451,-341.7351503,-284.0666129,-313.3976998,-905.0312386,-547.4998718,-318.0797187,-335.4884127,-304.7437822,-283.2805455,-272.6364777,-626.148203,-1288.547774,-426.0241912
165,-451.7209809,-1035.728358,-654.2778373,-253.9609565,-301.3776263,-816.5570186,-296.0925333,-130.857268,-310.3399428,-258.3571024,-352.4377642,-215.7531015,-245.7293885,-440.621161,-420.4560202,-258.2721552,-1147.755014,-575.3214714,-744.3010996,-734.197828,-614.1890405,-282.7881299,-349.0034219,-324.4415217,-204.7103591,-331.9177049,-322.5822158,-952.8166947,-1314.450332,-282.9641099
166,-471.4216042,-864.2379303,-588.6974942,-288.5830051,-263.8169376,-870.4982153,-577.1734809,-143.9296604,-113.7195274,-554.2996067,-307.4601109,-220.6145413,-253.9612858,-771.3583753,-474.0973253,-281.2409927,-1300.327972,-378.2298736,-550.8275146,-402.6225383,-825.4962509,-206.2712179,-127.9491063,-350.5012297,-270.9181231,-168.4651679,-437.4557654,-259.4574781,-1091.392522,-267.1080684
167,-593.5801621,-850.3498641,-675.933946,-144.4341995,-226.0840797,-788.6592094,-469.8247497,-288.5204303,-259.6935597,-511.531381,-335.6964674,-158.6166993,-199.803605,-585.9358722,-322.5362564,-264.0488076,-1322.917327,-721.4820039,-525.7927713,-737.7508416,-687.7852132,-206.2822924,-221.0247823,-399.8699165,-245.7562876,-235.606182,-673.9936449,-922.9558828,-929.3636937,-260.4996951
168,-524.4155323,-1047.504867,-928.4422197,-235.2447865,-311.4791263,-889.9535939,-325.5715061,-222.6059933,-249.3634449,-391.0041641,-582.847392,-318.6724835,-178.0184403,-416.2120539,-377.722717,-194.1521035,-1069.404199,-259.9357096,-722.4464743,-728.6162352,-604.0032946,-301.1472753,-251.7033509,-309.1720791,-332.4925954,-312.9554695,-511.8367351,-416.39639,-454.9528527,-463.8733997
169,-1097.531493,-960.3168877,-736.6627927,-394.2108037,-334.765766,-903.0550885,-453.102723,-325.7399857,-242.2687165,-377.8950543,-406.8037074,-256.0778317,-209.9355808,-432.1892228,-491.8469333,-146.2549259,-727.9170301,-443.9346554,-564.1199802,-680.5909535,-995.0169384,-603.5288504,-427.1386909,-414.7441392,-394.1167656,-258.8616809,-690.1685968,-169.5491907,-798.4820994,-342.2581233
170,-1059.20151,-1066.980363,-839.1528283,-264.062202,-939.1804534,-867.0804578,-303.8375444,-188.7232348,-160.3097881,-142.7994536,-374.2249396,-312.3184339,-305.5498158,-345.0477875,-444.7376407,-406.9473198,-489.7614102,-372.6896837,-591.0722841,-262.9718118,-661.1035397,-233.5990916,-301.7210206,-641.1463996,-195.7590544,-216.0231338,-600.1750393,-203.0202037,-763.2064232,-150.6498627
171,-799.7624985,-1160.175673,-769.5935954,-201.2196789,-432.5661833,-587.3442226,-285.1662689,-269.324213,-237.867663,-491.6589743,-359.7984135,-387.2359682,-269.7334767,-510.4385074,-512.2840899,-256.7775355,-288.1613119,-276.8221047,-370.6076858,-759.1583551,-1207.049233,-142.4334456,-413.0475073,-210.1985125,-256.6090867,-538.1003994,-631.5831489,-158.3441507,-1229.231854,-366.1748295
172,-856.9183512,-1200.768396,-1066.774711,-199.7744144,-212.5818672,-846.0924931,-280.6417359,-193.8754585,-349.013031,-474.0111133,-201.2553424,-266.3467809,-168.1853885,-222.1328845,-866.4710009,-264.9256656,-425.91175,-272.777731,-549.7275075,-228.5491555,-883.0203955,-264.1107018,-451.5367352,-508.4252013,-291.5620286,-184.9414142,-661.0793958,-246.4094973,-916.6406586,-207.8235473
173,-784.3159074,-1140.010138,-800.7314669,-248.0848753,-507.9154905,-715.9728574,-762.6146642,-240.5377437,-258.6340148,-653.3832825,-679.6363737,-289.7595676,-187.4515172,-428.3541776,-856.474235,-223.9408459,-554.7424598,-260.0809306,-390.8107768,-544.3613794,-1161.441004,-303.3809797,-336.6388345,-462.0091616,-258.9601417,-238.7425757,-710.3302201,-126.7095781,-1342.617398,-421.7122973
174,-882.5871572,-1193.19042,-1132.090736,-141.9292143,-641.8515323,-778.9231591,-327.854617,-273.3624212,-350.338407,-924.9762228,-346.8333627,-338.9615767,-528.0425361,-378.5647294,-881.8051267,-251.0104089,-480.6103992,-373.4756077,-470.1162284,-736.0541738,-1120.569552,-753.6973287,-204.5043633,-168.5493264,-324.4072563,-326.2323812,-692.2033198,-162.0721068,-1144.312044,-330.9686598
175,-777.6209991,-1185.622012,-904.0633866,-109.254368,-815.6626805,-498.6006221,-498.9339892,-345.6031451,-346.4827178,-779.7932199,-276.0316246,-303.4092523,-293.8745767,-147.3010791,-856.671589,-530.259147,-507.1609408,-386.940745,-626.3213659,-540.3460475,-1007.768823,-1442.290731,-200.9230318,-290.0718307,-190.7472691,-291.3373439,-790.7249331,-292.7509263,-1060.334497,-412.3140401
176,-1059.043765,-1213.652256,-871.3954423,-197.4659973,-768.7819513,-397.4558546,-318.5409224,-265.333844,-344.3154699,-588.1602009,-621.2051009,-316.7692115,-386.1467948,-201.2648269,-909.5694865,-358.2197526,-621.3627877,-345.4707111,-527.0525379,-576.1508069,-901.6871991,-944.9432848,-237.8838296,-200.618069,-144.9235052,-248.6395373,-788.0260684,-348.9085916,-994.4117749,-454.8116526
177,-925.9592389,-1258.543046,-1014.656036,-253.6243328,-486.3709501,-134.8843865,-664.4316763,-532.163437,-484.7579231,-714.4505594,-538.6200366,-781.1355013,-337.3006186,-281.9786896,-996.32663,-241.2394181,-588.7523707,-315.2863637,-192.0678736,-319.9753572,-1056.526459,-876.9375298,-157.3247538,-241.8374493,-144.2716727,-262.4808877,-743.1047601,-484.4507701,-850.364993,-654.1818862
178,-977.3333332,-1291.222748,-947.3221038,-206.9245571,-289.253057,-249.5494793,-206.5238045,-501.8549067,-216.9746657,-586.5647692,-511.6823412,-783.9500482,-382.356986,-256.2667538,-795.6052953,-258.79906,-784.5290733,-229.7592499,-203.2409719,-256.7624726,-717.4406313,-1300.93448,-234.2360261,-211.5236418,-233.7525191,-170.9680004,-835.7953069,-292.9202412,-1156.120266,-498.4719204
179,-1163.180934,-1145.736608,-1327.473197,-193.4795645,-180.0068583,-268.3769908,-933.4937397,-217.5386104,-207.1535284,-671.8613954,-290.4503642,-779.2932966,-225.5174172,-445.8500015,-724.9047863,-251.7439249,-456.0219559,-320.7723617,-235.4736704,-261.0034736,-673.1816416,-676.7448432,-177.7487863,-261.5128528,-226.4085963,-272.1616925,-804.5090084,-247.8661785,-961.0589483,-186.7635122
180,-1110.455375,-1045.347188,-1051.356874,-509.4139482,-998.8523204,-285.0096287,-428.653324,-170.4728993,-239.5011256,-999.9065118,-810.9020824,-943.5600398,-287.2698543,-269.5270013,-784.0635241,-268.2801729,-530.3389557,-299.0171933,-171.9793405,-333.4309437,-840.8200706,-713.8996439,-282.4836722,-164.6297358,-174.4201226,-170.3180645,-774.2478569,-230.5801394,-1121.001516,-783.4439081
181,-634.2486479,-1367.286409,-1125.134394,-143.5212899,-850.595432,-230.9619556,-529.2919996,-379.1211038,-225.6050056,-858.6568907,-418.3413408,-864.4977527,-197.4522101,-277.1371462,-944.7254332,-178.4579775,-547.2144695,-521.1578414,-239.12165,-380.7253631,-734.3110587,-316.6479379,-206.6049736,-264.3943502,-243.8006599,-380.9250157,-829.8949656,-210.287975,-782.9916674,-316.5629786
182,-349.104026,-1310.461916,-985.2137872,-191.0329125,-709.8070409,-218.322711,-217.4070815,-161.0109399,-269.9502768,-950.5680241,-479.9613552,-999.3747627,-321.7668256,-267.1789424,-800.7538117,-226.0577345,-881.3513503,-208.4742817,-112.1845126,-295.5584934,-770.9729283,-663.8639377,-200.0637251,-243.3659066,-245.4331771,-198.5390366,-1029.236179,-148.1662596,-1051.612092,-285.075772
