batch,1bywtyit - Epoch-avg,vu34gyi1 - Epoch-avg,35ewr2m4 - Epoch-avg,138weaxs - Epoch-avg,1zt6hb43 - Epoch-avg,22z8shhy - Epoch-avg,2zxkst26 - Epoch-avg,2ryzif8c - Epoch-avg,36blf63y - Epoch-avg,8wyktzlh - Epoch-avg,1s7nfp0b - Epoch-avg,15nku9xl - Epoch-avg,1u1xoo37 - Epoch-avg,1s7ld0pu - Epoch-avg,2k1oz4dz - Epoch-avg,6ncyjzmb - Epoch-avg,348b2r32 - Epoch-avg,3mqhpm00 - Epoch-avg,1ipa2ne1 - Epoch-avg,qbgaumvc - Epoch-avg,3ip2ef46 - Epoch-avg,32c0cvvg - Epoch-avg,3jnbgfe3 - Epoch-avg,2k2z0ni1 - Epoch-avg,2chs2lzc - Epoch-avg,2eli0yzn - Epoch-avg
282,-156.1726948,-271.2192935,-377.4679738,-916.6868441,-137.7333442,-1091.621404,-979.1971771,-1223.261143,-326.8799204,-365.4688638,-477.0983093,-412.6008014,-275.1877246,-481.189338,-283.1372655,-278.3884559,-271.4121705,-483.205088,-538.1653717,-1243.184458,-348.0577666,-260.9155201,-255.178975,-399.3978036,-787.0163902,-199.2281213
283,-500.3580302,-753.917743,-583.625821,-1053.020415,-274.7413957,-1099.524313,-1146.515417,-1042.387551,-565.850237,-341.2005936,-329.5977133,-243.7082594,-254.5648395,-475.8112311,-329.3451642,-275.5279243,-345.461126,-340.8570299,-471.0270904,-1040.851944,-320.7058235,-548.3973899,-356.948962,-349.6876376,-545.0249555,-260.8314773
284,-318.7659879,-625.6179902,-920.6856555,-939.1865429,-428.7473709,-987.2952526,-985.418271,-1175.027133,-370.8150038,-230.0256523,-199.9482585,-287.2630627,-381.9670199,-624.1871206,-251.8126661,-235.2102592,-354.4806845,-426.3266513,-404.6531441,-1341.026455,-323.7664599,-539.2586067,-354.8982651,-332.7414586,-790.3630789,-166.350824
285,-470.234006,-791.3185828,-639.5537691,-1068.006622,-381.2703951,-1089.789434,-863.8702185,-1107.82041,-488.9998617,-273.9930098,-422.7329574,-285.2334414,-341.8849037,-488.5693458,-200.7339656,-180.3962978,-144.8631924,-363.2235444,-307.2070659,-1269.252975,-815.0514744,-470.9646835,-355.6397135,-226.6892385,-653.6868512,-235.8284597
286,-343.1727165,-456.5348391,-612.9871507,-908.6624308,-382.2583669,-1108.151793,-829.7638822,-1327.51452,-169.9814357,-285.7266693,-710.3509773,-263.302612,-216.3262139,-630.8133208,-189.7635848,-311.1252112,-282.1543067,-471.4096681,-399.4060632,-1429.799306,-441.4396602,-491.5748564,-320.5578167,-243.5105074,-973.1352675,-204.5754609
287,-447.9980955,-316.8820578,-520.8647958,-783.7211827,-333.9124518,-911.8126637,-639.4884523,-1148.931987,-246.3304949,-207.9198683,-231.2886576,-379.5064762,-442.1855989,-442.6197729,-176.6281564,-258.9126217,-264.1961847,-271.354115,-243.1560911,-1406.39588,-356.9178782,-718.3761577,-373.1302955,-275.5047612,-1052.441074,-209.1183025
288,-311.6262415,-673.4931528,-611.6810445,-885.3429264,-392.7766599,-1239.103088,-581.8648162,-1215.057685,-368.0235895,-365.861354,-471.7181269,-213.5838153,-978.4023107,-674.9314026,-158.6240812,-461.5351344,-237.3923335,-650.9461057,-231.4731628,-1421.167667,-200.558406,-740.3291966,-491.5632072,-307.9379138,-1007.200409,-95.14697333
289,-245.5757922,-806.8817167,-915.5221979,-544.2915855,-384.5387369,-1150.59172,-1040.750332,-1238.248841,-531.7590509,-342.3852815,-231.1364582,-426.3099247,-807.5706589,-656.419357,-262.0527502,-411.3345369,-313.1627729,-497.4862575,-310.8510281,-1144.11204,-284.9244258,-816.2276341,-208.5483642,-230.3601972,-943.9734293,-190.0982458
290,-203.5045164,-570.4884532,-762.1353385,-730.1120614,-206.6759812,-1080.371859,-1031.042903,-1233.176518,-331.1146464,-328.2015155,-371.0015896,-238.7295521,-359.4943881,-608.4154272,-95.28066182,-355.4154189,-305.1812594,-449.7776389,-321.9611774,-1439.998031,-336.2577842,-715.2434846,-397.4877138,-442.90788,-1082.05667,-208.2334727
291,-162.7177805,-453.4371864,-701.9160135,-785.71179,-120.2595793,-1112.15212,-861.1089334,-1092.569052,-418.9258321,-217.5659897,-343.9080507,-295.1616047,-339.1399054,-714.0434306,-353.9745785,-465.7098019,-291.8348519,-433.0825979,-356.8046318,-1425.517704,-348.2810463,-601.9452338,-508.4960166,-392.0624097,-1015.524063,-180.7591988
292,-234.1650263,-651.3901834,-997.0710315,-611.276074,-664.9512896,-859.1659135,-427.5134395,-1287.631499,-454.4471319,-229.5610596,-379.427903,-389.2826923,-219.8713518,-536.9094729,-157.306237,-315.5785118,-451.0693109,-810.2434438,-370.4563651,-1394.502134,-154.1729607,-598.724899,-443.7700351,-412.3310304,-918.6836112,-194.3920429
293,-320.3255596,-880.8318823,-1007.179026,-1124.702646,-834.1865298,-928.9141169,-226.3257168,-773.5578569,-431.4526194,-375.5992819,-368.2884619,-244.098506,-182.4034364,-747.9918706,-234.3594961,-498.7575526,-274.6917083,-551.9764081,-314.5327384,-1427.850481,-262.3365022,-552.9173679,-277.4165213,-441.0006263,-702.7542417,-281.8760873
294,-260.4524138,-778.0795845,-612.9044814,-1059.289872,-664.8827753,-1074.814817,-587.3330789,-883.0117035,-484.8911798,-392.5007896,-314.6732244,-285.2789375,-289.3677221,-669.937736,-287.191959,-266.7511621,-346.4557256,-397.4747845,-324.567711,-1364.806931,-327.773557,-346.8065185,-281.6556558,-543.561924,-815.0467088,-241.0141834
295,-204.4631093,-441.0205533,-1202.313654,-969.2782973,-398.5970432,-1042.744873,-1060.383534,-466.5898043,-590.6227437,-546.6645603,-407.3466951,-404.4919747,-282.4095972,-823.4569854,-315.7291383,-170.0328925,-401.899103,-255.0455791,-407.4675804,-1483.582438,-199.8908963,-263.0491425,-428.7547984,-325.4544331,-432.4477927,-304.8240956
296,-197.7293918,-506.5954077,-765.9300181,-678.664849,-198.5295148,-1058.562729,-487.833934,-843.6876923,-361.3853215,-347.5762994,-318.1044532,-374.8103916,-280.1180688,-852.5042123,-431.5737959,-456.856375,-424.4239856,-196.8632869,-560.8667463,-1354.740066,-350.7117236,-423.3150922,-275.9892758,-293.6450363,-289.2365241,-159.6452643
297,-207.0876235,-762.997934,-679.2506382,-507.6793034,-182.6089835,-778.519553,-631.248402,-873.3781515,-417.7655529,-564.3334778,-452.4535288,-381.0361682,-290.8370942,-711.1701075,-307.9249461,-252.7333269,-347.2993753,-393.0152373,-268.0220286,-1376.124691,-279.824343,-508.8664763,-321.864232,-341.0038066,-592.7620393,-156.0295187
298,-165.6676957,-929.3619998,-897.1439759,-617.1787091,-198.5532391,-781.4968064,-392.2281891,-363.5749754,-316.2119036,-522.0736814,-289.3065239,-618.6889419,-289.2212184,-746.3494467,-203.2997049,-270.8573259,-250.0902405,-370.0141237,-490.0270641,-1424.299258,-449.4820569,-553.3305406,-188.2584337,-557.1555851,-322.4061568,-185.3102749
299,-215.7846975,-989.9323658,-922.0160143,-935.4904812,-324.174119,-843.3270567,-257.9690017,-475.6693711,-302.0481965,-250.3476096,-449.6671785,-555.1619384,-381.949921,-499.8173395,-214.5250969,-269.5139578,-230.6336601,-244.4167621,-354.9435903,-1326.100214,-364.4075872,-619.1856471,-214.6302411,-579.8411879,-1098.531766,-331.4188846
