batch,1bywtyit - Epoch-avg,vu34gyi1 - Epoch-avg,35ewr2m4 - Epoch-avg,138weaxs - Epoch-avg,1zt6hb43 - Epoch-avg,22z8shhy - Epoch-avg,2zxkst26 - Epoch-avg,2ryzif8c - Epoch-avg,36blf63y - Epoch-avg,8wyktzlh - Epoch-avg,1s7nfp0b - Epoch-avg,15nku9xl - Epoch-avg,1u1xoo37 - Epoch-avg,1s7ld0pu - Epoch-avg,2k1oz4dz - Epoch-avg,6ncyjzmb - Epoch-avg,348b2r32 - Epoch-avg,3mqhpm00 - Epoch-avg,1ipa2ne1 - Epoch-avg,qbgaumvc - Epoch-avg,3ip2ef46 - Epoch-avg,32c0cvvg - Epoch-avg,3jnbgfe3 - Epoch-avg,2k2z0ni1 - Epoch-avg,2chs2lzc - Epoch-avg,2eli0yzn - Epoch-avg
133,-393.0570009,-275.1605772,-340.4401253,-165.7319027,-216.4758569,-710.546563,-214.7305093,-953.829993,-167.8775963,-220.5095679,-304.1062603,-250.5245236,-331.539076,-858.4122161,-245.6752005,-291.8323103,-477.7410877,-700.6840693,-298.341695,-403.435288,-227.4615087,-232.9471773,-410.4279035,-285.5171787,-263.0768757,-209.4500387
134,-364.5952848,-304.9395381,-372.6863164,-207.6614497,-281.679513,-818.2367349,-427.8938857,-625.8941587,-471.8017157,-286.0923349,-148.8036263,-225.5662468,-333.1686651,-524.9490659,-179.1210273,-262.3118598,-439.7831162,-505.4762774,-335.5758521,-279.6832514,-199.7867766,-213.6898736,-274.9506194,-255.9649695,-289.5070465,-198.9045312
135,-432.7167011,-372.7193276,-225.7045165,-320.6886668,-139.7568272,-366.2264406,-487.8191589,-698.7055827,-291.8788103,-180.1073887,-214.6832954,-196.6311136,-203.246079,-1431.668603,-292.7584906,-209.4815788,-637.2131626,-651.0941927,-348.7120166,-347.9237284,-274.3013873,-340.2256592,-261.0307843,-411.1793797,-169.801302,-556.8057987
136,-176.9127475,-264.5242201,-247.0831632,-201.9524559,-585.8523771,-379.3727094,-419.1555335,-794.8339685,-197.9720238,-268.9061257,-197.2126984,-328.4350072,-282.5475125,-727.8255758,-260.6930991,-332.3648665,-844.030556,-395.2762982,-246.3164121,-330.9129779,-302.1402627,-259.0827409,-111.5015143,-474.3413332,-456.7602026,-485.437955
137,-224.8357311,-334.6138898,-161.1447967,-232.0527148,-315.8089658,-609.8041922,-521.6452153,-770.9539624,-212.6523172,-307.0437369,-244.4205582,-227.4432105,-156.2785468,-952.116286,-207.1899075,-195.5744329,-653.9322625,-694.6447375,-242.6721023,-225.456776,-163.616022,-374.9822879,-335.3866313,-285.8534169,-333.8509671,-398.5595328
138,-190.3078847,-326.1284916,-112.653043,-315.3244829,-140.4478814,-732.129259,-679.5382884,-505.3762081,-149.1012516,-138.9955266,-420.578395,-194.13872,-197.7750181,-755.2687305,-229.7546095,-225.2526796,-917.2542167,-638.5355103,-195.1586393,-362.7443669,-387.228,-148.3000699,-181.6136631,-449.8709053,-348.4392107,-228.9485312
139,-208.2130818,-431.2546388,-188.0311995,-176.6312733,-110.5598578,-793.2255673,-753.6194399,-487.7822823,-249.3664941,-331.5204888,-238.3053248,-145.6218537,-331.155438,-655.3248482,-190.8094671,-294.670793,-1044.23456,-1066.421706,-364.8878413,-349.8246287,-285.4697072,-293.4572481,-458.2146482,-500.3154849,-349.7761516,-197.0273122
140,-208.0113115,-640.6193266,-215.8288037,-218.9873702,-281.1955411,-693.9353336,-813.0199051,-505.6362719,-310.4057269,-205.8311039,-258.7499251,-241.5499088,-356.71536,-911.8670019,-295.3792234,-206.1991073,-1214.026431,-488.7260948,-287.8292582,-315.6185521,-277.5213248,-234.5471203,-301.6409156,-488.6112365,-324.1733976,-427.6533197
141,-207.8781079,-541.8100798,-176.666454,-158.2348618,-173.6357498,-644.6111013,-460.0900862,-352.486408,-268.7778548,-240.1805927,-272.1708733,-296.8081509,-276.8914861,-1192.308257,-437.6338873,-258.364649,-1270.651888,-766.2502496,-136.7834678,-192.1600921,-211.5240891,-213.89679,-237.2953432,-615.6565016,-415.6354007,-168.9540799
142,-187.7466595,-170.2499274,-237.7322049,-143.4073386,-255.1038987,-766.6304487,-331.2793785,-394.7078167,-328.0319597,-251.2995493,-248.6355697,-312.9791016,-275.6271593,-380.3286036,-279.9296244,-245.3362437,-884.7113418,-718.9701543,-282.1676995,-229.894606,-192.9698792,-159.7094018,-511.5302021,-608.994622,-365.0707256,-285.0798518
143,-196.9762266,-228.6683013,-172.8565738,-270.7723146,-327.5530499,-529.093864,-312.0036031,-580.9938288,-429.6876628,-220.7335806,-291.5409254,-226.9277669,-270.32753,-753.3021231,-259.9735026,-244.2168408,-784.531884,-527.6338317,-199.323896,-520.8164674,-171.570098,-211.5753403,-485.3500419,-553.567994,-450.0928775,-215.596045
144,-319.3530035,-602.0770825,-246.7934806,-177.2047173,-253.4717576,-559.8636879,-431.5455484,-325.9178539,-422.118575,-143.3922552,-195.6957287,-410.485285,-436.9781632,-1088.198977,-195.3406754,-221.5341981,-738.8374756,-630.9653278,-228.6645139,-891.2732545,-279.2759558,-167.2660793,-229.1562268,-314.1361055,-468.8632934,-268.8715865
145,-277.4065738,-683.7484339,-194.9232946,-286.1343058,-374.0880389,-723.5701641,-603.7944656,-737.989278,-427.6005865,-344.1554145,-149.7629559,-612.5679724,-143.9163088,-587.9603498,-309.4076979,-225.6574236,-677.7533289,-500.1472732,-193.778169,-330.693643,-190.5590081,-322.4923384,-209.0679799,-513.4397606,-406.927045,-227.5426598
146,-324.5543261,-448.0145418,-221.0803545,-332.4486787,-423.7959182,-305.4117793,-565.2219181,-767.8671517,-495.090125,-247.7540588,-223.791424,-707.7533242,-289.7447602,-912.0232241,-352.2198804,-199.4883009,-937.8144927,-588.8444207,-264.4983727,-621.9337115,-191.7784135,-302.5481336,-311.1695424,-832.8831327,-269.3538764,-243.3933978
147,-762.0200793,-298.0920697,-267.776451,-386.135133,-422.7439741,-495.0412093,-337.9681342,-930.5447534,-466.5520623,-258.0022479,-320.2637746,-646.3801216,-240.7549011,-527.0106441,-192.3580987,-244.0879921,-560.3959149,-1012.085158,-256.5066716,-927.1382334,-220.5144837,-230.0344332,-226.8199376,-423.8766021,-362.1861471,-309.3330359
148,-837.0282387,-389.7391963,-251.6744247,-378.7877285,-474.833367,-483.2282043,-314.9114171,-414.3288144,-567.3746902,-129.6528826,-181.64511,-812.5557258,-250.8621626,-335.7485781,-326.9901051,-210.3376904,-864.9677431,-858.0118353,-265.3640114,-845.0543274,-228.3701979,-253.1495699,-232.9316266,-256.8592535,-570.0008734,-223.3139679
149,-359.7830092,-335.084655,-236.047686,-240.8228953,-388.8521522,-577.8739109,-730.7595672,-614.9066372,-677.765766,-235.5181277,-398.891227,-420.1817013,-126.5977675,-582.9996256,-196.1972181,-178.9401682,-917.0552979,-744.0130874,-223.1386248,-629.293356,-202.4894994,-259.5603535,-332.3028842,-340.0025107,-248.910565,-388.7015936
150,-204.4737516,-636.2286388,-338.764331,-457.8038193,-283.8231085,-435.3773792,-512.996395,-940.7996082,-320.9100441,-238.6147096,-244.5355567,-535.8511205,-256.6759977,-742.8626848,-225.8375051,-250.5467276,-849.2336633,-515.1754869,-198.2618797,-679.6258152,-311.6653472,-356.4000496,-417.7724701,-275.5759121,-377.759719,-371.1899115
151,-346.2932108,-211.9339214,-261.3010897,-283.6875066,-239.9775043,-520.5218435,-393.2755774,-368.5272079,-480.0330328,-180.5639657,-238.5076949,-326.6250017,-113.0546271,-1014.871174,-229.6134099,-232.0437127,-254.4195111,-357.7037004,-282.1438979,-668.024142,-221.760534,-395.5891301,-373.3789702,-275.4998596,-277.1610313,-194.1327521
152,-192.4120147,-763.856409,-223.6210215,-210.7271963,-393.341962,-572.4076405,-512.7999685,-357.9163816,-273.2235892,-276.9342107,-410.5031671,-381.2603589,-159.8388241,-442.7961877,-246.5306695,-201.5403223,-244.5649846,-293.391771,-336.5495067,-613.8453156,-181.2437508,-231.2219063,-385.1892341,-324.3023357,-547.8995585,-237.9329909
153,-291.2785882,-223.790012,-252.9662366,-298.180286,-252.3931438,-594.6398288,-373.9673919,-268.9168361,-472.9360078,-299.2094727,-362.8875998,-682.09788,-197.6498804,-806.2818887,-210.1856823,-211.6412513,-478.4695049,-726.3332526,-176.8981311,-425.8066207,-243.1480603,-292.824965,-479.4796003,-377.903169,-465.7739583,-268.3558568
154,-328.0162793,-299.7574631,-130.3726747,-260.0383401,-401.2244961,-496.3459937,-564.3953387,-596.9954766,-1018.730332,-177.1769542,-334.4879333,-448.8608275,-280.6822042,-373.1223351,-171.087129,-274.0580348,-617.4573216,-421.5513334,-290.8588618,-380.2640538,-257.2876797,-346.0685254,-328.6717783,-182.3712139,-385.0303161,-295.9340495
155,-240.8956875,-459.6695847,-225.8365104,-204.7184412,-511.6449988,-350.4643968,-415.8142742,-381.8793245,-811.1619238,-166.4377481,-215.6242843,-454.8009514,-208.0464015,-446.7283472,-266.6912624,-288.2398514,-889.752582,-240.3324151,-298.7787561,-657.0349771,-320.716518,-456.9974791,-266.3222216,-276.9993147,-251.8347733,-214.2346893
156,-228.0882536,-307.5049421,-191.3884224,-219.232763,-643.6385493,-518.8362749,-272.2727377,-417.9159776,-751.7045405,-327.5566845,-339.6699664,-393.3168721,-186.5370048,-680.8035287,-297.153904,-192.3265937,-294.8354233,-645.4451525,-235.23473,-255.6744988,-485.8824223,-389.214776,-431.7762744,-171.6598073,-466.3427605,-194.5785053
157,-906.1557648,-296.2504075,-222.504017,-226.7616879,-399.4187529,-391.5201303,-301.4919354,-467.8889528,-800.7185968,-219.1193606,-223.6401688,-309.0339562,-162.261914,-710.6888642,-323.2181202,-314.9825144,-286.203274,-533.228177,-269.1326938,-451.0856249,-524.7010939,-278.1920728,-454.337656,-208.1472594,-422.1052208,-166.4980612
158,-826.7590277,-245.4341887,-208.6834399,-226.735495,-129.3319161,-184.056803,-315.1962524,-524.1244122,-523.5512159,-227.2470971,-256.7849117,-378.7350601,-219.8096165,-595.4333514,-378.0087145,-265.6758939,-157.9722904,-402.9507056,-179.0597495,-280.6552572,-373.7951948,-242.9538059,-308.290417,-446.2808122,-380.1421602,-424.6275895
159,-193.3667166,-406.0485307,-296.4390008,-743.3067483,-261.1544233,-687.1697426,-169.1096353,-315.6069974,-555.8253601,-287.5598076,-257.2892725,-270.1979289,-222.0551055,-946.9722671,-180.3328781,-144.0729498,-94.26909387,-506.7400639,-248.4292036,-389.1536237,-191.4416813,-257.8999689,-466.1890281,-326.0089198,-330.436808,-226.7366962
160,-115.2008044,-470.1624492,-260.9921071,-427.4131715,-247.0481175,-413.8481811,-151.6107235,-612.6308458,-661.1201182,-271.8504779,-403.0417987,-385.8374565,-241.219141,-982.202656,-337.0410108,-268.6394569,-330.9656093,-568.9499592,-192.8003445,-689.8400413,-295.3903372,-231.194833,-145.2978659,-361.2390338,-325.5015418,-309.0538439
161,-160.2837123,-461.4658259,-262.1899862,-291.0690319,-175.1034613,-450.8745324,-292.807713,-909.8329061,-712.4672874,-209.8255562,-589.9009194,-383.0618564,-111.6282621,-554.377709,-210.795628,-206.4156537,-608.5017216,-444.8302436,-400.4693314,-479.6296037,-254.9194257,-485.0130928,-281.4302951,-879.4378692,-462.0968199,-283.2853151
162,-176.4700567,-672.2214939,-196.391761,-243.6047039,-253.5291768,-234.742701,-316.6884893,-1002.622049,-873.9539592,-414.2765643,-324.6816537,-372.4896135,-239.5457889,-824.79005,-259.9220067,-176.0760439,-383.6147175,-715.3571827,-149.7591596,-510.9825398,-239.1333739,-390.6192107,-227.3861886,-554.4729824,-660.4957406,-230.8629495
163,-199.498223,-877.036813,-178.6178442,-165.1885993,-436.712174,-442.1475873,-189.6894599,-1050.206887,-254.4115864,-247.9686361,-351.0637074,-332.5881263,-175.9968003,-874.3797492,-181.409475,-175.4402452,-243.0946177,-576.796437,-187.7880247,-409.1315169,-241.634237,-234.9199594,-313.4957775,-286.0676007,-636.1716001,-232.3010689
164,-406.7673321,-819.3358114,-162.3953951,-281.1226227,-444.6047245,-885.3109698,-323.9125115,-823.8852222,-448.1009207,-240.036028,-336.3592063,-693.6614842,-191.0357621,-807.7675544,-194.6379142,-170.6712521,-231.5485308,-559.7332253,-198.9431979,-190.2979979,-261.8325592,-479.1970712,-360.0109765,-363.9026471,-749.838382,-220.3822718
165,-355.1183982,-666.9911131,-247.6489243,-320.6109593,-264.7838389,-448.1459305,-463.8348284,-793.8533292,-454.1073424,-235.6458849,-413.8775821,-622.9406049,-218.3063298,-892.5939305,-100.0495397,-339.7558067,-172.1996005,-579.9713913,-217.5020589,-671.7559205,-254.3679009,-387.133072,-161.03522,-317.4154358,-845.1491453,-331.860713
166,-274.6535118,-339.7986294,-235.1225257,-253.1966101,-263.0338928,-309.2617777,-425.1854272,-698.1404191,-825.8899576,-255.7311918,-368.3129824,-271.1026655,-173.2456582,-1240.561203,-211.4036481,-353.2488826,-325.6578623,-327.7924336,-372.7276338,-330.7551065,-207.8743214,-562.9771489,-214.419149,-368.6130765,-286.8487822,-223.911931
167,-285.0056785,-339.6084809,-308.3834018,-212.6248558,-273.6277013,-359.3948588,-811.5358187,-1081.624231,-874.131506,-261.2775654,-360.5815674,-285.8160291,-248.3058029,-729.1528294,-206.7343827,-326.3316476,-305.9399121,-739.5081134,-637.8706967,-378.038931,-170.2673355,-517.2589308,-198.0482913,-450.573769,-430.2488564,-237.1047455
168,-424.3279152,-545.5059562,-181.3149937,-246.7541707,-226.1266391,-132.7474262,-525.3937887,-905.9761947,-546.2569265,-211.5581418,-272.0741662,-372.8402674,-141.04355,-1385.917986,-81.03689282,-128.68683,-350.7101514,-291.0397728,-217.8916764,-480.8230777,-322.9605209,-638.6608615,-228.8472935,-298.425662,-385.1850059,-183.8004612
169,-350.5235617,-489.1247386,-252.0603959,-300.1404504,-244.030042,-428.7705347,-375.6465037,-843.4352742,-545.9940932,-401.6277651,-348.4244235,-210.0154511,-202.5145517,-915.6689666,-128.184581,-237.3638381,-295.693685,-466.1250636,-211.1440141,-306.3238413,-151.2331419,-603.3885599,-207.4490162,-309.6961488,-458.4889849,-228.6453213
170,-180.1926411,-513.8042208,-208.0711589,-217.672101,-277.7006106,-645.1772144,-292.2462433,-755.9092617,-498.5267751,-181.9787713,-498.048479,-213.6196973,-229.3558416,-1019.594055,-160.6378256,-238.9285676,-404.6057428,-796.469371,-242.3601967,-471.645839,-298.6446947,-669.3428404,-363.915396,-478.3187837,-251.996175,-228.1934068
171,-220.6898811,-639.1146561,-331.2452025,-127.005153,-281.7735075,-454.8101899,-872.9609566,-597.9656102,-775.353855,-167.8618915,-444.6174807,-146.2522437,-221.3237139,-953.4318343,-168.531463,-189.4733871,-249.8447586,-473.0455723,-661.6642455,-681.9001401,-286.2114369,-525.5852421,-330.9299702,-451.05294,-344.00282,-186.309623
172,-421.441307,-588.689903,-272.5157671,-313.21759,-345.2396067,-465.3837231,-607.3675006,-1135.162702,-734.9486541,-226.7413923,-197.2084263,-218.9309461,-246.1088566,-737.403836,-176.0235945,-163.4237233,-266.3520507,-586.2982401,-271.8400242,-519.7157146,-173.464474,-479.1109652,-316.6227037,-404.6321457,-476.6637991,-175.7655568
173,-304.0410661,-591.8302823,-499.1722653,-268.8979764,-289.919842,-510.4072953,-346.3810222,-501.182294,-717.0733561,-274.2055464,-222.8932475,-216.0203071,-289.6148638,-1039.275501,-188.4036874,-226.0099835,-127.1419831,-558.7472092,-182.7309692,-305.2754577,-402.3477736,-559.7015863,-331.4060885,-313.6790674,-202.0775453,-310.1166927
174,-391.4695418,-652.9285773,-193.75808,-142.6037901,-182.4355871,-505.5177463,-281.8157602,-460.1866668,-871.8495468,-425.1827413,-178.6747021,-273.4990901,-160.4547151,-1025.945798,-261.6691562,-235.5710833,-207.6863147,-943.153151,-209.7238125,-716.3302018,-348.6205833,-474.7557879,-178.3863223,-278.8295652,-200.7667085,-316.9163183
175,-319.8772324,-772.6519107,-344.942784,-351.0484312,-461.4233074,-419.0993802,-308.2100561,-534.3277052,-582.5535343,-232.2776471,-198.237898,-273.8815758,-239.2949011,-565.7670533,-177.6523152,-430.1143501,-144.1660856,-858.6638299,-186.9647955,-533.6990431,-328.0356108,-377.1729866,-276.334571,-540.8307566,-342.5708383,-143.5142293
176,-298.9432845,-666.0990072,-634.1532518,-480.9005854,-504.6566688,-516.5596435,-335.327107,-264.5052052,-633.2806653,-405.4367592,-355.2812453,-260.2633133,-144.5809914,-627.3402037,-226.6151667,-459.5633156,-157.5023745,-843.4929346,-238.2217345,-536.9698982,-344.1889576,-328.5488305,-376.8166562,-654.6838285,-349.3942258,-287.9894672
177,-645.2735822,-482.0634372,-499.627311,-517.9538638,-342.6925135,-446.8176266,-329.269034,-733.3911214,-393.9133947,-230.1420031,-243.1592128,-228.7724587,-159.0209905,-504.3950365,-224.2896593,-267.0528824,-202.2811036,-354.5777651,-170.0826079,-379.1722494,-242.0717828,-281.6208376,-277.7760156,-529.0882768,-287.102681,-194.4224734
178,-460.1070601,-637.5796802,-327.9061046,-278.6390178,-280.9620978,-407.0697563,-349.533754,-1012.292702,-454.0788388,-340.4521313,-220.1391592,-204.7137026,-353.1010565,-682.7040021,-222.8251646,-362.6143446,-175.3224855,-703.1902505,-435.3703027,-841.1726419,-228.8155131,-174.5228069,-1097.896791,-708.0505328,-321.1682536,-444.7892205
179,-869.9702779,-710.5799577,-388.1377286,-238.5473286,-336.9598082,-433.5494727,-336.2925311,-883.6010836,-418.7112386,-311.3515005,-303.321729,-181.5467047,-465.6211155,-757.3343807,-128.1250617,-402.3210934,-189.3019163,-457.9208457,-166.9396578,-328.828219,-246.2420859,-364.9674255,-723.3338267,-444.6676173,-120.2364262,-477.5765988
180,-754.6171626,-442.5959662,-828.9572438,-161.5364105,-219.987331,-638.9246145,-460.7303802,-655.8556461,-588.9087856,-516.998707,-245.9867289,-284.961961,-384.0836434,-693.448771,-276.0901152,-206.1118877,-173.3305572,-538.3946778,-196.9467713,-655.9351946,-208.6424663,-299.8599704,-163.1168414,-499.8103645,-218.5350158,-542.8079851
181,-999.1042778,-428.266192,-237.3117144,-323.7990609,-517.2762532,-490.9868373,-348.1811535,-549.6405967,-847.5335102,-187.4404103,-252.0390378,-281.1197972,-567.4731832,-1053.953543,-348.3059029,-204.2948035,-217.5313421,-369.9359983,-263.6880108,-677.3153696,-200.1924036,-219.9348247,-182.8068427,-543.8236657,-284.6648102,-295.6418179
182,-990.5782329,-581.8945058,-413.8977623,-418.2655009,-364.7726099,-562.6132284,-398.7482715,-507.9679893,-696.5734402,-231.8909292,-219.429585,-147.2184228,-393.2854529,-684.9736817,-165.2487574,-159.6817682,-325.0074982,-420.7053927,-339.530715,-903.8421657,-181.0369303,-281.0777279,-929.6007698,-358.3831484,-276.7647697,-326.3643608
183,-650.0512967,-609.5596788,-505.9658925,-231.3748741,-151.5009718,-741.9145036,-309.297931,-413.9703085,-779.0999979,-699.0229779,-381.852078,-192.4514008,-195.5330322,-822.714875,-173.8713567,-174.7435328,-282.8064199,-441.5512476,-282.4941555,-523.4907211,-246.5298945,-245.5539332,-258.3988609,-650.9736685,-246.73759,-370.7575627
184,-996.6252205,-761.5292479,-320.9859408,-285.1601992,-282.1429432,-813.493612,-468.6095417,-995.8388013,-682.1755556,-602.2688335,-267.0151845,-228.2926488,-191.4478296,-495.9053996,-286.1565782,-320.7944207,-347.5634619,-495.2515547,-513.487286,-727.8643926,-211.754793,-281.6766209,-164.5343479,-286.0965278,-468.5073621,-172.055698
185,-883.0616878,-583.5298149,-322.7775999,-224.8346258,-358.6459547,-549.0575691,-364.321599,-458.6364286,-771.722056,-258.78146,-262.2294043,-293.3763693,-237.7519628,-574.3159019,-242.065453,-243.3105125,-233.8939886,-523.8198456,-166.8100866,-868.080023,-321.0360378,-226.3978857,-262.9258674,-362.7871312,-309.364242,-200.9311204
186,-539.1049026,-841.7208499,-309.5106689,-269.9404893,-246.1504541,-940.5441533,-331.6387759,-751.4409544,-374.1994465,-241.556258,-344.8874537,-285.9916197,-159.0629446,-465.0583109,-373.9317224,-631.6875633,-296.6923314,-275.9063624,-333.4694747,-701.0014778,-286.7391496,-297.7586499,-250.9857371,-588.1838193,-305.7741075,-222.7798829
187,-820.1175464,-676.1076151,-450.1613218,-193.5493956,-134.3042049,-904.0738746,-311.6811774,-638.5989952,-794.4098702,-163.3200759,-508.5509095,-252.6282895,-192.3839802,-538.1997163,-364.7763314,-381.5695903,-435.0456597,-350.0090494,-350.4407946,-1166.467976,-305.6631954,-387.6441754,-224.9626101,-399.2854031,-188.8738412,-143.0796111
188,-828.8568858,-672.1993326,-374.9154476,-267.5202399,-213.1417296,-651.0683186,-378.954817,-585.0293282,-530.6780246,-213.2202897,-284.926846,-288.6605384,-279.9849805,-488.0418622,-345.3170872,-268.2904101,-788.4106972,-573.9872885,-282.2750862,-810.2232378,-175.614307,-297.673615,-234.9704483,-758.5033617,-278.9606831,-223.6416019
189,-995.4744457,-751.9517749,-392.4211263,-398.5250648,-288.9181487,-806.8201332,-458.0703547,-735.9783937,-330.2573034,-372.6735949,-204.5841931,-337.2997445,-630.9937889,-493.5930688,-221.1834365,-206.0069537,-355.3993339,-486.7523348,-314.9868079,-504.1602937,-164.6059907,-249.7174759,-414.9889418,-556.1942249,-249.5248788,-281.5091096
190,-604.5057507,-768.08374,-264.512396,-434.1589491,-147.5707179,-788.1283085,-323.8056938,-611.4500653,-409.1528934,-457.1901661,-224.5923781,-272.1711602,-453.4340697,-664.8873276,-185.2850439,-257.0649073,-622.994035,-825.550206,-281.4325869,-829.6244631,-235.1036504,-280.0744073,-246.3359804,-655.6090544,-591.9656189,-294.3638249
191,-643.5648512,-803.8188102,-234.415845,-209.0704246,-194.6984838,-815.7207023,-459.7027347,-657.5414558,-746.8569783,-277.7571913,-311.9368431,-412.4104774,-116.0483704,-856.8084781,-197.9396919,-141.703109,-745.5113899,-462.7405149,-163.8254303,-485.832919,-256.598683,-299.3909517,-264.8617021,-511.0372528,-332.5678338,-203.0415949
192,-657.9962465,-993.8180613,-162.0688049,-228.8474523,-206.192884,-925.1253246,-428.5235834,-891.2740139,-506.6323906,-293.5399235,-287.5671296,-359.5571491,-193.489019,-1140.376606,-258.1107013,-239.6915157,-272.2959041,-632.6292866,-251.1908767,-747.3744882,-212.5340213,-303.8178424,-243.9970086,-570.5726991,-281.9413245,-172.2454775
193,-787.165313,-1004.746338,-248.1428437,-612.4962222,-215.4841934,-974.8682393,-501.5047532,-614.9370952,-972.413994,-364.7927267,-246.0527518,-274.1589652,-196.1675134,-772.3300389,-289.4899912,-195.0664235,-546.579086,-775.8556482,-244.452616,-782.9393332,-337.0183169,-214.3893817,-474.7931163,-489.1872605,-136.1442253,-255.9756861
194,-814.7771305,-1030.196915,-392.0708406,-239.0858964,-291.0123093,-1193.794869,-281.6595625,-637.1225051,-847.8740846,-317.3578857,-306.5193414,-381.5686568,-172.811536,-795.145873,-296.1283608,-304.3890442,-974.9094792,-711.9847467,-307.4139891,-740.34743,-283.491831,-333.1400862,-376.2208416,-558.6417854,-152.831015,-228.2435528
195,-1061.385192,-671.7094584,-227.3299111,-425.04355,-235.4811695,-1073.2995,-243.0222082,-790.3279469,-869.7229827,-258.5583218,-206.7548221,-278.0457971,-175.3628005,-1070.053278,-416.6700825,-142.7393077,-338.7311842,-588.8590077,-329.9888131,-451.6663827,-368.6255718,-250.2617364,-348.3858332,-759.3359239,-365.6220474,-206.4842515
196,-344.3067221,-928.6775184,-532.8083394,-443.3569122,-320.9413363,-1339.068088,-205.3138952,-724.2605462,-859.3550714,-430.6333486,-284.7296701,-277.0018253,-171.4962064,-666.6351398,-303.3479491,-203.5744684,-186.2450382,-940.5619333,-166.1510844,-450.3245483,-255.382144,-509.3841619,-250.9625844,-489.0972358,-647.8425671,-192.2062321
197,-785.3801481,-552.9264343,-213.163844,-377.090863,-237.4515539,-982.810739,-548.1675514,-638.9978553,-1136.206932,-405.9570417,-336.5262103,-255.4011178,-145.8154467,-911.0365589,-290.8612025,-216.3425452,-342.8947208,-767.1906058,-289.346572,-589.4403263,-217.0899681,-458.3139501,-312.2559437,-321.0796049,-735.6051876,-285.7269044
198,-667.7525281,-1203.340297,-199.1951223,-628.0282039,-251.5805097,-1265.356133,-480.184389,-832.9564248,-917.403002,-309.9723323,-521.1034627,-275.9538663,-310.1348958,-687.8569205,-198.7685235,-200.0858946,-306.813005,-696.5010349,-231.7303194,-633.810562,-278.1893897,-345.5543292,-229.9406498,-588.8596172,-583.3623841,-188.2454872
199,-217.5327048,-854.0658402,-540.3129789,-432.4971218,-241.4490655,-1085.481825,-177.1360639,-604.461881,-473.7082782,-245.5832295,-464.7996881,-341.2831743,-192.4277706,-971.1214215,-178.0572087,-402.0934519,-361.5415829,-547.7146676,-144.6037002,-915.0494847,-324.509859,-572.1865362,-298.9586279,-491.0089911,-677.1807781,-205.2994952
200,-282.61418,-746.5380289,-238.2861657,-527.6979888,-311.755657,-853.9916611,-620.912831,-681.5422764,-682.5949207,-263.5418291,-320.1525103,-198.1126263,-199.5643145,-858.2319088,-231.3674487,-231.1787744,-326.1335713,-543.7217364,-307.92791,-967.3457778,-227.8623864,-285.7891798,-214.5667687,-331.6476775,-337.234188,-367.0982082
201,-300.6584136,-580.2492036,-243.0966148,-447.0422912,-260.3696086,-990.7987842,-714.1944654,-726.956199,-810.2355144,-263.035929,-353.6661225,-262.3061933,-194.6081466,-724.1626795,-179.5924639,-198.7555721,-395.0718519,-630.042428,-198.3327702,-1091.601572,-219.1150251,-486.5932895,-133.0879711,-442.7108193,-340.3717984,-126.6849132
202,-245.1417452,-212.7944803,-165.2638163,-711.0267064,-229.1690806,-998.4264525,-464.942895,-759.786558,-574.2920398,-241.441846,-525.1593846,-212.7849323,-174.4216075,-871.0977879,-259.9933893,-158.232322,-272.719603,-555.235615,-168.5443189,-771.355033,-178.6229806,-303.8605449,-216.6599201,-301.9405686,-358.5839388,-217.9822227
203,-270.5122314,-866.0241648,-260.1350613,-429.5607751,-196.4681213,-1216.313207,-383.0352356,-517.971196,-703.2504437,-285.9236476,-305.2422381,-291.657918,-286.2949055,-379.1865182,-352.9317029,-177.824766,-290.1860166,-671.8462138,-198.1511553,-716.2038797,-255.8978915,-325.9360199,-218.5333632,-243.07667,-208.334549,-631.7103591
204,-204.5880677,-664.926375,-265.8749984,-564.7504578,-244.1757117,-1021.567667,-368.7340244,-698.6947021,-1141.904998,-289.1044468,-304.4872276,-224.0320593,-224.7232404,-701.8572624,-321.4330631,-126.326732,-282.9522128,-455.8951097,-164.982996,-920.4065801,-405.3116509,-327.8136098,-219.2613782,-292.7203716,-454.9439832,-563.1417527
205,-326.629147,-612.3892937,-224.7007832,-736.650041,-128.9191533,-1027.127981,-447.6808371,-518.3436255,-797.3043431,-346.0074714,-246.742685,-173.1709316,-231.6375123,-612.5807281,-511.6656504,-274.7424904,-234.7741,-630.7569169,-183.4300806,-1073.744591,-235.7733585,-234.1884368,-264.0422817,-243.6797448,-387.4232764,-542.7536625
206,-273.55991,-978.753292,-293.5200033,-567.9972578,-248.7680491,-1208.640649,-240.6778589,-460.281663,-895.4828943,-417.1651379,-235.6943875,-251.2472228,-434.1996796,-734.8772839,-453.928351,-131.6686163,-98.04419362,-603.7256558,-167.830396,-1027.010672,-327.9111954,-217.7623155,-477.2945914,-463.2486322,-437.6933382,-228.4774634
207,-197.5121244,-983.2123056,-322.7555935,-380.7105662,-178.6723528,-941.233677,-529.0687213,-503.6048156,-1123.075322,-405.2315941,-238.9246391,-289.0839609,-217.0037956,-905.598278,-251.4957876,-194.0978911,-218.1965752,-703.2967243,-248.7090378,-814.4031796,-248.3150978,-322.453054,-185.2531344,-345.4155998,-298.1416213,-284.070683
